Date,Weekday,Logistics sickness rate,6S Gemba Walk (Controler + TL),QRP (Quick Risk Prediction),PULSAR  LC Warehouse ,PULSAR  LC IB & OB Export,PULSAR  Execution & Domestic ,Accident / LTR,Incident / Near Misses ,AUSBLENDEN - nicht löschen,Safety trigger,Safety trigger_1,Safety trigger_2,Safety trigger_3,Logistikcenter Inbound,WE FG Plan,WE FG Ist - nach Plan,WE FG Ist - außer Plan,WE WMS Plan,WE WMS Ist - nach Plan,WE WMS Ist - außer Plan,LKWs verschoben,LKWs nicht gekommen,Retrospectiv changes ,Retrospectiv changes _1,T&T Issues,T&T Issues_1,Unloading Performance,Unloading Performance_1,Logistikcenter Outbound,Gesamt Picking Aufträge Plan,Picking Aufträge Ist,Lieferscheine,WA FG Plan,WA FG Backlog Ist,WA FG Ist,Sleep Sheet Forecast ,WA FG Slip Sheet Plan,WA FG Slip Sheet Ist,Shuttle Forecast,Shuttle Forecast ,Shuttel Ist,Documents not on time,Nachträgliche Änderungen ,Nachträgliche Änderungen _1,LKWs verschoben_1,LKWs nicht gekommen_1,T&T issues,T&T issues_1,Fehlverladungen,Truck arrival Performance,Loading Time Performance ,Super Depot (Geb. 7),Amount of DNs Stuttgart ,Amount of DNs Stuttgart per Month,DNS Stuttgart not in time,Amount of DNs Leipzig,Amount of DNs Leipzig per Month,DNS Leipzig not in time,Amount of picks,Amount picks done,Amount picks open,Amount of picks for next Day,Picking issues Stuttgart (Add. Quant),Picking issues Stuttgart (Red. Quant),Picking issues Leipzig (Add. Quant),Picking issues Leipzig (Red. Quant),Picking issues per Month,Picking issues per Month_1,Damages reported by Stuttgart,Damages reported by Leipzig,Damages reported per Month,Damages reported per Month_1,Amount of empty pallets ,Amount of empty pallets _1,Amount of empty pallets _2,Workers present early shift,Workers present late shift,Central Warehouse (Geb. 7),WE FG Plan (ext.),WE FG Ist (ext.),WE FG LKW verschoben (ext.),Shuttle Ist,WA FG Plan (KN Depot),WA FG Ist (KN Depot),Zeitlots getroffen (KN Depot),Verladung OTIF - Depot Belieferung,Verschobene OB (KN Depot),Fehlverladungen ,Geplante OB (SupderDepot),Verladene OB (SupderDepot),Verspätungen (Super Depot),Verladung OTIF - Super Depot,Crewing issues CW,Crewing Office,BAT Inbound FS,BAT Inbound SS,BAT Inbound NS,BAT Outbound FS,BAT Outbound SS,BAT Outbound NS,Crewing Warehouse,BAT IP1 FS,BAT IP1 SS,BAT IP1 NS,BAT IP2 FS,BAT IP2 SS,BAT IP2 NS,Reichhart Versandhalle FS,Reichhart Versandhalle SS,Reichhart Versandhalle NS,Reichhart Rampe 6 FS,Reichhart Rampe 6 SS,Reichhart Rampe 6 NS,Aggregate,Früschicht,Spätschicht,Nachtschicht,WH Technik,AGV,AGV_1,AGV ,AGV_2,AGV_3,AGV_4,Hochregalstapler,Hochregalstapler_1,Prozessleistung IP1 und Versandhalle,Stops,Prozessfehler,BDE,DH,DH_1,CIL,CIL_1,Prozessleistung IP2 und Rampe 6,Stops_1,Prozessfehler_1,BDE_1,DH_2,DH_3,CIL_2,CIL_3,Stops at Factory ,MYO Stillstände,Tickets  Inbound / Outbound / Warehouse,Swisslog,SAP,TPD Go,TPD Portal,SMILES ,MIC,OTM,AGV System,Tickets Sonstiges,Tickets Inbound gelöst,Tickets Outbound gelöst,Warehouse ,Tickets Warehouse gelöst,Leer,Prozessleistung Exectution / Service,Damaged Handling,Blockierte Bestände,SOX,Stock FG Vernichtung,Stock FG Shelf Life,Quality Issues PL,Quality Issues NL,Quality Issues HU,Quality Issues DE,Schadensmeldungen BT,Leer_1,Gesamtlagerkapazität,Auslastung in %,Blocklagerkapazität,Auslastung  in %,Blocklagerkapazität_1,Blocklagerkapazität_2,Hochregallagerkapazität,Auslastung in %_1,Hochregallager,Hochregallager_1,Hochregallager_2,Hochregallager_3,Hochregallager_4,Hochregallager_5,Regallagerkapazität (958 W Total x dursch. 4 Pal/W = Mittwl. 3832 ),Auslastung in %_2,Regallager,Regallager_1,Regallager_2,BIN Lager,BIN Lager_1,BIN Lager_2,BIN Lager_3,BIN Lager_4,BIN Lager_5,BIN Lager_6,BIN Lager_7,BIN Lager_8,BIN Lager_9,BIN Lager_10,Lagernutzung (Bestände),Gesamtlagerkapazität_1,Produktionsmaterialien ,Produktionsmaterialien _1,Produktionsmaterialien _2,Produktionsmaterialien _3,Produktionsmaterialien _4,Produktionsmaterialien _5,Produktionsmaterialien,Zigaretten (ZFG100000),Zigaretten (ZFG100000)_1,Zigaretten (ZFG100000)_2,Zigaretten (ZFG100000)_3,Zigaretten (ZFG100000)_4,Zigaretten (ZFG100000)_5,Zigarillos (ZFG110000),Zigarillos (ZFG110000)_1,Zigarillos (ZFG110000)_2,Zigarillos (ZFG110000)_3,Zigarillos (ZFG110000)_4,Zigarillos (ZFG110000)_5,OTP (ZFG130000),OTP (ZFG130000)_1,OTP (ZFG130000)_2,OTP (ZFG130000)_3,OTP (ZFG130000)_4,OTP (ZFG130000)_5,Oral (ZFG135004),SPA Bestand,FRA Bestand,ITA Bestand,AUT Bestand,GEW Bestand ,Andere Märkte FG Bestand,Hegnabrunn Lagerkapazität ,Leer_2,Hegnabrunn Warehouse,Hegnabrunn Warehouse_1,Hegnabrunn Warehouse_2,Hegnabrunn Warehouse_3,Factory Verbrauchsmaterial,Leer_3,Verbrauchsmaterial,Verbrauchsmaterial_1,Verbrauchsmaterial_2,Verbrauchsmaterial_3,Verbrauchsmaterial_4,Verbrauchsmaterial_5,Verbrauchsmaterial_6,Verbrauchsmaterial_7,Verbrauchsmaterial_8,Verbrauchsmaterial_9,Verbrauchsmaterial_10,Verbrauchsmaterial_11,Verbrauchsmaterial_12
2023-12-30 00:00:00,Samstag,,0,0,0,0,0,0,0,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,,,,,,,,,,0,0,,x,x,x,x,x,x,x,x,x,x,x,,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,341,558,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,558,245,-1144,0,0,0,0,0,0,,,,,,,,,,,,,,,
2023-12-31 00:00:00,Sonntag,,0,0,0,0,0,0,0,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,,,,,,,,,,0,0,,x,x,x,x,x,x,x,x,x,x,x,,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-01-01 00:00:00,Montag,,0,0,0,0,0,0,0,9,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,,,,,,,,,,-9083,9083,,,,,,,,,,,,,13530,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-01-02 00:00:00,Dienstag,,0,0,4,2,0,0,0,12,0,0,8,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,7,7,13,4,0,3,3,3,3,0,0,0,0,1,0,0,1,0,0,0,0.8333333333333334,0.8333333333333334,,30,,0,25,,0,2250,648,509,1054,0,0,0,0,,,3,2,,,,,,5,4,,0,0,0,0,7,7,4,0,0,0,6,6,6,0,0,5,1,1,0,1,1,1,22,3,2,1,3,4,2,2,2,1,1,1,0,,3,3,0,,23,404,427,0.9461358313817331,231,13,3,1,,22,1,0,0,0,0,0.6666666666666666,,0,0,0,0,0,0,0.6666666666666666,,0,,502,,,,,,,,,,,-36317,27235,,,,,,,,,,,,,13530,9450,0.6942403761387012,4036,0.7673003802281368,5,131,2211,0.4891592920353982,5,1141,105,953,105,2309,3203,0.8358559498956158,104,225,75,,189,397,586,66,8,40,16,7.125,0.3225255972696246,0.6774744027303754,,6116,392,196,545,247,554,489,499,2267,16,1205,241,576,0,66,29,8,26,0,0,861,359,229,161,0,11,0,404,1442,428,576,11,333,0.31283333333333335,1877,436,1441,0,0,,,,,,,,,,,,,,,
2024-01-03 00:00:00,Mittwoch,,0,0,1,0,0,0,0,15,0,0,5,3,,0,0,0,2,2,0,0,0,0,0,0,0,1,1,,5,5,6,2,1,2,3,3,3,5,5,3,0,0,0,0,0,0,0,0,0.8333333333333334,0.8333333333333334,,25,,0,24,,0,1787,774,348,215,0,0,0,0,,,0,0,,,,,,5,4,,1,3,0,3_2_2,1,1,0,0,2,0,7,6,3,0,0,5,1,1,0,1,1,1,20,3,3,1,3,2,2,2,2,1,0.75,0.25,0,,3,3,0,,27,418,445,0.9393258426966292,74,13,3,1,,13,0,0,0,0,0,1,,1,0,0,0,0,0,1,,0,,1104,,,,,,,,,,,-63338,27021,,,,,,,,,,,,,13530,9454,0.6945342344989714,3955,0.7519011406844106,8,137,2313,0.5117256637168142,22,1113,105,863,104,2207,3186,0.831419624217119,113,229,76,,194,392,586,66,8,40,16,7.125,0.3310580204778157,0.6689419795221843,,6024,392,194,523,239,485,485,534,2160,16,1123,243,576,0,56,20,6,26,0,0,956,354,225,151,0,120,0,390,1354,420,576,120,312,0.2951666666666667,1771,330,1441,0,0,,,,,,,,,,,,,,,
2024-01-04 00:00:00,Donnerstag,,0,0,1,2,0,0,0,18,0,0,5,3,,1,1,0,1,1,0,0,0,0,0,0,0,1,1,,5,5,6,2,0,1,3,3,3,5,5,5,0,0,0,0,1,0,0,0,0.75,0.75,,21,,0,9,,0,1004,215,0,824,0,0,0,0,,,0,0,,,,,,6,4,,1,2,0,5,6,6,6,2,0,0,5,3,2,2,0,5,1,1,0,1,1,1,20,3,2,1,3,3,2,2,2,1,0.75,0.25,0,,3,3,0,,9,197,206,0.9563106796116505,60,13,3,1,,14,0,0,2,0,0,1,,0,1,0,0,1,0,1,,0,,1731,,,,,,,,,,,-90041,26703,,,,,,,,,,,,,13530,9310,0.6839553335292389,3883,0.738212927756654,3,150,2318,0.5128318584070797,46,1105,104,846,101,2202,3109,0.8113256784968684,142,249,83,,211,385,596,66,8,40,16,7.125,0.3540268456375839,0.6459731543624161,,5944,368,211,567,232,506,506,490,2044,16,1035,217,576,0,36,20,5,7,0,0,984,357,212,132,0,177,0,393,1252,356,576,177,310,0.2778333333333333,1667,329,1338,0,0,,,,,,,,,,,,,,,
2024-01-05 00:00:00,Freitag,,0,0,1,0,0,0,0,21,0,3,5,3,,2,2,1,0,0,0,0,0,0,0,0,0,1,1,,1,1,2,1,1,1,0,0,0,5,5,4,0,0,0,0,0,2,2,0,0.5,1,,26,,0,27,,0,1280,507,317,1379,0,0,0,0,,,0,0,,,,,,5,4,,0,0,0,2,4,0,0,0,0,0,6,0,0,0,0,4,1,1,0,1,1,0,18,3,2,1,3,2,2,2,2,0,0.75,0.25,0,,3,3,1,,13,222,235,0.9446808510638298,81,13,3,1,,31,0,0,0,0,0,1,,0,0,0,1,0,0,1,,0,,2323,,,,,,,,,,,-116560,26519,,,,,,,,,,,,,13612,9261,0.6803555686159272,3883,0.738212927756654,0,153,2316,0.5123893805309735,43,1083,106,869,103,2204,3062,0.7990605427974948,171,255,86,,232,368,600,55,0,25,10,8,0.38666666666666666,0.6133333333333333,,5784,333,228,551,226,540,540,441,1934,16,955,187,576,0,34,20,5,5,0,0,957,365,210,132,0,122,0,401,1170,324,576,122,332,0.2608333333333333,1565,329,1236,0,0,,,142,154,160,,22,52,8,65,22,0,0,0,0
2024-01-06 00:00:00,Samstag,,0,0,0,0,0,0,0,24,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,446,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,2323,,,,,,,,,,,-116560,0,,,,,,,,,,,,,13612,9192,0.6752865119012635,3784,0.7193916349809886,3,161,2370,0.5243362831858407,62,1039,105,844,100,2150,3038,0.7927974947807933,147,255,98,,557,42,599,44,4,10,7,8.285714285714286,0.9298831385642737,0.07011686143572626,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-01-07 00:00:00,Sonntag,,0,0,0,0,0,0,0,27,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,2,0,0,1,0,0,0,,0,0,1,,0,21,21,1,12,13,3,1,,8,0,0,0,0,0,0.3333333333333333,,0,0,0,0,0,0,0.3333333333333333,,0,,2323,,,,,,,,,,,-125385,8825,,x,x,x,x,x,x,x,x,x,x,x,,12136,0.891566265060241,3784,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-01-08 00:00:00,Montag,,0,0,0,1,0,0,0,30,0,0,5,0,,1,1,3,3,3,0,0,0,0,0,0,0,0.75,1,,8,8,10,5,0,5,3,3,3,5,5,3,0,0,0,0,0,9,9,0,0.875,1,,32,,1,21,,0,1668,649,730,1415,0,0,0,0,,,0,0,,,,,,6,6,,2,2,0,3,0,0,0,0,0,0,6,3,2,1,0,6,1,1,0,1.5,1.5,1,19,2,3,1,2,3,2,2,1,1,1,1,0,,3,3,1,,48,587,635,0.9244094488188976,181,13,3,1,,19,0,1,0,1,0,1,,0,0,0,0,0,0,0.7000000000000001,,0,,3035,,,,,,,,,,,-152052,26667,,,,,,,,,,,,,13530,9192,0.6752865119012635,3784,0.7193916349809886,3,161,2370,0.5243362831858407,62,1039,105,844,100,2150,3038,0.7927974947807933,147,255,98,,557,42,599,44,4,10,7,8.285714285714286,0.9298831385642737,0.07011686143572626,,5831,288,256,525,217,537,537,427,1931,16,971,141,593,0,34,21,5,4,0,0,1079,367,210,174,0,187,0,404,1186,319,593,187,355,0.2608333333333333,1565,329,1236,0,0,,,,,,,,,,,,,,,
2024-01-09 00:00:00,Dienstag,,0,0,0,0,0,0,0,33,0,0,5,3,,0,0,3,5,5,0,0,0,0,0,1,8,1,1,,7,6,9,4,0,3,3,3,3,5,5,2,0,0,0,1,0,40,39,0,1,1,,37,,0,45,,1,2340,905,510,1777,0,0,0,0,,,0,0,,,,,,6,6,,3,3,0,2,6,6,4,4,0,0,7,8,3,0,0,6,1,1,0,1.5,1.5,1,21,2,3,1,3,4,2,1.5,1.5,1,1,1,0,,3,3,1,,27,619,646,0.958204334365325,126,12,3,1,,21,1,0,0,0,0,1,,0,0,0,0,0,0,1,,0,,3890,,,,,,,,,,,-179170,27118,,,,,,,,,,,,,13530,9377,0.6888774610637672,3838,0.7296577946768061,2,156,2426,0.5367256637168142,115,989,105,793,92,2094,3113,0.8123695198329853,117,246,89,,249,334,583,55,4,10,8,8.625,0.42710120068610635,0.5728987993138936,,5932,282,253,568,255,516,516,404,1886,16,929,141,581,0,31,18,5,4,0,0,1221,366,180,200,0,319,0,400,1114,345,581,319,379,0.22683333333333333,1361,329,1032,0,0,,,,,,,,,,,,,,,
2024-01-10 00:00:00,Mittwoch,,0,0,0,0,0,0,0,36,0,0,5,0,,2,2,2,2,2,1,0,0,0,0,0,0,0.6666666666666666,0.8571428571428571,,7,7,9,4,0,4,3,3,3,5,5,5,0,0,0,0,0,14,13,0,0.42857142857142855,1,,37,,0,29,,0,2241,1252,525,312,0,0,0,0,,,1,0,,,,,,6,6,,4,5,0,5,0,0,0,0,0,0,6,6,5,1,0,6,1,1,0,1.5,1.5,1,21,2,3,1,3,4,2,1.5,1.5,1,1,1,0,,3,3,1,,34,632,666,0.948948948948949,151,12,3,1,,32,0,0,0,1,0,1,,0,0,0,0,0,0,1,,0,,4911,,,,,,,,,,,-206618,27448,,,,,,,,,,,,,13530,9443,0.6937261240082281,3802,0.7228136882129277,7,155,2556,0.5654867256637168,143,893,103,736,89,1964,3085,0.805062630480167,122,237,97,,249,335,584,44,12,20,11,6.909090909090909,0.4263698630136986,0.5736301369863014,,6137,294,255,641,264,536,536,391,1802,16,851,141,582,0,31,18,5,4,0,0,1387,366,179,200,0,475,0,400,1035,345,582,475,383,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-01-11 00:00:00,Donnerstag,,0,0,0,0,0,0,0,39,0,0,5,0,,2,2,2,3,3,0,0,0,0,0,0,0,1,0.8571428571428571,,3,3,5,2,1,2,1,1,1,5,5,5,0,0,0,0,0,17,17,0,0.25,1,,31,,0,12,,0,563,259,53,1186,0,0,0,0,,,1,0,,,,,,6,6,,5,4,1,5,6,5,3,2,1,0,5,3,1,0,0,5,1,1,0,1,1,1,21,2,3,1,3,4,2,1.5,1.5,1,1,1,0,,3,3,1,,17,625,642,0.9735202492211839,55,13,3,1,,11,0,0,1,0,0,1,,0,0,0,0,0,0,1,,0,,5977,,,,,,,,,,,-233842,27224,,,,,,,,,,,,,13530,9468,0.6955627387599177,3829,0.7279467680608365,7,152,2577,0.5701327433628318,127,890,95,748,83,1943,3062,0.7990605427974948,115,231,106,,267,320,587,33,12,25,11,6.363636363636363,0.454855195911414,0.545144804088586,,6098,286,270,621,315,525,525,385,1708,16,775,127,576,0,31,18,5,4,0,0,1432,366,197,229,0,515,0,400,977,360,576,515,343,0.19466666666666665,1168,340,828,0,0,,,,,,,,,,,,,,,
2024-01-12 00:00:00,Freitag,,0,0,0,0,0,0,0,42,0,0,5,0,,3,2,1,0,0,0,0,1,1,0,0,0,1,1,,2,2,2,2,0,2,0,0,0,5,5,5,0,0,0,0,0,5,5,0,0,1,,26,,1,30,,1,1785,1076,110,1246,0,0,0,0,,,0,0,,,,,,6,6,,4,6,0,5,1,1,1,0,0,0,6,6,4,1,0,4,1,1,0,1,1,0,16,2,2,0,3,4,0,2,1,0,1,1,0,,3,3,0,,13,236,249,0.9477911646586346,93,13,3,1,,16,0,0,0,1,0,0.6666666666666666,,0,0,0,0,0,0,0.6666666666666666,,0,,7133,,,,,,,,,,,-251779,17937,,,,,,,,,,,,,13612,9577,0.7035703790772847,3856,0.7330798479087453,0,156,2754,0.6092920353982301,108,900,94,584,80,1766,2967,0.7742693110647182,152,245,117,,278,309,587,22,12,35,12,5.75,0.4735945485519591,0.526405451448041,,6277,296,282,649,306,545,545,363,1738,16,802,114,610,0,31,18,5,4,0,0,1522,366,191,226,0,547,0,400,998,344,610,547,392,0.186,1116,340,776,0,0,,,113,178,172,,22,53,8,62,20,100,0,900,610
2024-01-13 00:00:00,Samstag,,0,0,0,0,0,0,0,45,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,618,0.9743589743589743,1,1,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,7133,,,,,,,,,,,-251779,0,,,,,,,,,,,,,13612,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-01-14 00:00:00,Sonntag,,0,0,0,0,0,0,0,48,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,2,0,0,1,0,0,0,,0,0,1,,0,29,29,1,0,13,3,1,,8,0,0,0,0,0,0.3333333333333333,,0,0,0,0,0,0,0.3333333333333333,,0,,7133,,,,,,,,,,,-260826,9047,,x,x,x,x,x,x,x,x,x,x,x,,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-01-15 00:00:00,Montag,,0,0,1,0,0,0,0,51,0,0,5,3,,6,5,3,1,1,0,1,0,0,1,0,0,0.3333333333333333,0.7777777777777778,,5,5,9,2,0,2,3,3,2,5,5,9,0,0,0,1,0,4,4,0,0.75,1,,36,,0,36,,0,1983,913,333,807,1,0,0,0,,,0,0,,,,,,10,7,,3,4,0,9,1,1,1,0,0,0,6,6,4,3,0,6,1,1,0,2,1,1,20,3,2,1,3,4,2,0,2,1,1,1,0,,3,3,1,,20,400,420,0.9523809523809523,32,13,3,1,,26,0,0,0,0,0,1,,0,0,0,0,0,0,1,,0,,8348,,,,,,,,,,,-288302,27476,,,,,,,,,,,,,13530,10998,0.8079635615633265,5260,0.6988593155893537,3,173,2846,0.629646017699115,113,810,75,600,76,1674,2892,0.7546972860125261,138,258,136,,329,259,588,66,8,40,16,7.125,0.5595238095238095,0.44047619047619047,,6295,259,329,618,297,543,543,330,1768,16,832,114,610,0,53,26,5,18,0,0,1555,340,191,250,0,583,0,382,1028,382,610,583,391,0.16866666666666666,1012,340,672,0,0,,,,,,,,,,,,,,,
2024-01-16 00:00:00,Dienstag,,0,0,0,0,0,0,0,54,0,0,5,3,,7,4,5,2,2,0,3,0,0,3,0,0,0.8,0.9090909090909091,,6,6,12,4,1,3,2,2,2,5,7,8,1,0,0,1,0,3,4,0,0.8,1,,27,,0,30,,0,1537,807,0,1326,0,0,0,0,,,0,0,,,,,,10,7,,5,6,0,8,6,6,5,0,0,0,7,4,3,1,0,6,1,1,0,2,1,1,22,3,2,1,3,4,2,2,2,1,1,1,0,,3,3,1,,39,460,499,0.9218436873747495,133,13,3,1,,19,1,0,0,0,0,1,,0,0,0,0,0,0,1,,0,,9424,,,,,,,,,,,-315879,27577,,,,,,,,,,,,,13530,9398,0.6904202174551866,3694,0.7022813688212928,6,168,2789,0.6170353982300885,120,911,76,549,75,1731,2915,0.7606993736951984,109,252,139,,322,265,587,55,8,40,15,6.866666666666666,0.5485519591141397,0.4514480408858603,,6244,201,386,624,309,531,531,343,1808,16,815,141,639,0,60,29,5,22,0,0,1451,375,210,257,0,452,0,420,1030,420,639,452,358,0.1485,891,340,551,0,0,,,,,,,,,,,,,,,
2024-01-17 00:00:00,Mittwoch,,0,0,0,0,0,0,0,57,3,0,5,0,,1,1,4,2,2,1,0,0,0,0,0,0,1,0.75,,6,6,12,4,1,4,2,2,2,5,7,8,0,0,0,0,0,1,1,0,0.5714285714285714,1,,31,,0,27,,0,1921,1248,78,955,0,0,0,0,,,0,0,,,,,,10,6,,4,4,0,8,3,3,1,0,0,0,6,6,4,0,0,6,1,1,0,2,1,1,22,3,2,1,3,4,2,2,2,1,1,1,0,,3,2,1,,21,317,338,0.9378698224852071,58,13,3,1,,18,0,1,0,0,0,1,,1,0,0,0,0,0,1,,0,,10401,,,,,,,,,,,-340969,25090,,,,,,,,,,,,,13530,9468,0.6955627387599177,3874,0.7365019011406844,9,145,2639,0.5838495575221239,133,994,76,606,72,1881,2955,0.7711377870563675,81,280,129,,428,159,587,66,8,40,16,7.125,0.7291311754684838,0.2708688245315162,,6299,157,430,592,300,507,507,412,1979,16,923,204,634,0,63,29,5,25,0,0,1352,375,225,251,0,336,0,420,1153,480,634,336,371,0.23783333333333334,1427,806,621,0,0,,,,,,,,,,,,,,,
2024-01-18 00:00:00,Donnerstag,,0,0,0,1,0,0,0,60,3,0,5,2,,1,1,1,3,3,0,0,0,0,0,0,0,1,1,,5,5,10,4,0,3,1,1,1,5,7,7,0,0,0,0,1,3,3,0,1,1,,19,,0,10,,0,1463,955,0,1408,0,0,0,0,,,0,0,,,,,,10,6,,6,4,2,7,7,7,5,0,0,0,5,3,3,2,0,5,1,1,0,1,1,1,21,3,2,1,3,3,2,2,2,1,1,1,0,,3,2,1,,87,464,551,0.8421052631578947,138,13,3,1,,49,2,0,1,0,0,1,,0,0,0,0,0,0,1,,0,,11228,,,,,,,,,,,-368159,27190,,,,,,,,,,,,,13530,9475,0.6960769908903909,3982,0.7570342205323194,6,136,2516,0.5566371681415929,135,1029,84,697,59,2004,2977,0.7768789144050104,87,224,136,,471,117,588,77,8,40,17,7.352941176470588,0.8010204081632653,0.19897959183673475,,6184,116,470,597,299,494,494,457,1988,16,926,208,636,0,67,33,5,25,0,0,1202,375,213,252,0,234,0,424,1144,485,636,234,334,0.17333333333333334,1040,522,518,0,0,,,,,,,,,,,,,,,
