Auto,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,?,Echtzeit Büro,Echtzeit Büro.1,Echtzeit Büro.2,Auto. ,Auto. .1,Echtzeit Büro.3,Auto.1,Unnamed: 23
KW,Geplantes Ankunftsdatum,Ist Datum,"Timeslot getroffen 
(Ja / Nein)",SCI,Lenkzeit,Destination City,Trailer,LS Nummern,Status Auftrag fertig fürs Lager,Nachträgliche Änderugen (Ja/Nein),Status Verladung,ATTP Portal Status ,SCI OTM,Anzahl verladene Positionen laut Lieferschein (ingesamt),Geplante Ladezeit,Ankunft Office,Verladung gestartet ,Verladung beendet ,Wartezeit bis Verladebeginn ,Verladungszeit,Loaded at Bayreuth (Documents finished),"On time innerhalb 2,5 Std. (Automatisch berechnet) ",Bemerkungen
nn,dd.mm.yy,dd.mm.yy,Auswahlliste,1000xxxxx,in Minuten,Schreibe,Schreibe,Schreibe,Auswahlliste,Auswahlliste,Auswahlliste,soll 80,ok,nn,hh:mm,hh:mm,hh:mm,hh:mm,hh:mm,hh:mm,hh:mm,hh:mm,Schreibe
3,2024-01-15 00:00:00,2024-01-15 00:00:00,ja,,540,SUPER-DEPOT 4,BTST9342,Schkeuditz / Leipzig 1,,,Verladen + PGI,,,28,18:00:00,17:45:00,18:30:00,19:10:00,00:45:00,00:40:00,19:40:00,01:55:00,
3,2024-01-15 00:00:00,2024-01-15 00:00:00,nein,,540,SUPER-DEPOT 5,BTST9343,Schkeuditz / Leipzig 2,,,Verladen + PGI,,,33,19:00:00,17:45:00,18:30:00,19:30:00,00:45:00,01:00:00,19:40:00,01:55:00,
3,2024-01-15 00:00:00,2024-01-15 00:00:00,nein,,540,SUPER-DEPOT 6,BTST9359,Schkeuditz / Leipzig 3,,,Verladen + PGI,,,32,20:00:00,18:05:00,19:15:00,19:55:00,01:10:00,00:40:00,20:00:00,01:55:00,
3,2024-01-15 00:00:00,2024-01-15 00:00:00,nein,1000452260,180,Duisburg 1,5E79768,3202696000 / 3202696001,Erledigt,,Verladen + PGI,80,ok,33,10:00:00,13:30:00,14:00:00,14:50:00,00:30:00,00:50:00,15:00:00,01:30:00,
3,2024-01-16 00:00:00,2024-01-16 00:00:00,ja,,540,SUPER-DEPOT 1,BTST9360,Gärtringen / Stuttgart 1,,,Verladen + PGI,,,17,16:00:00,15:50:00,16:30:00,16:45:00,00:40:00,00:15:00,16:50:00,01:00:00,
3,2024-01-16 00:00:00,2024-01-16 00:00:00,nein,,540,SUPER-DEPOT 2,BTST9343,Gärtringen / Stuttgart 2,,,Verladen + PGI,,,25,17:00:00,17:20:00,18:10:00,18:40:00,00:50:00,00:30:00,18:45:00,01:25:00,
3,2024-01-16 00:00:00,2024-01-16 00:00:00,nein,,540,SUPER-DEPOT 6,BTST9353,Schkeuditz / Leipzig 1,,,Verladen + PGI,,,26,19:00:00,18:10:00,19:00:00,19:40:00,00:50:00,00:40:00,19:45:00,01:35:00,muss Leerpaletten im Super-depot Abladen 
3,2024-01-16 00:00:00,2024-01-16 00:00:00,nein,,540,SUPER-DEPOT 7,BTST9341,Schkeuditz / Leipzig 2,,,Verladen + PGI,,,27,20:00:00,19:25:00,19:45:00,20:15:00,00:20:00,00:30:00,20:20:00,00:55:00,
3,2024-01-16 00:00:00,2024-01-16 00:00:00,Nein,1000451725,240,Duisburg 2,7E13621,3202696833 / 3202696834 / 3202696835 / 3202696836,Erledigt,,Verladen + PGI,80,ok,37,10:00:00,08:45:00,09:00:00,09:30:00,00:15:00,00:30:00,09:40:00,00:55:00,
3,2024-01-16 00:00:00,2024-01-16 00:00:00,nein,1000451757,120,Hamburg 1,5E95546,"3202536116 / 3202536117 / 3202536118
3202536119",Erledigt,,Verladen + PGI,80,ok,46,11:00:00,14:20:00,14:30:00,15:00:00,00:10:00,00:30:00,15:05:00,00:45:00,zum Trailer-Tausch nach Neuenmarkt gefahren!
3,2024-01-16 00:00:00,2024-01-16 00:00:00,Nein,1000451746,360,Großbeeren 1,6E98038,3202536113 / 3202536114 / 3202536115,Erledigt,,Verladen + PGI,80,ok,39,11:00:00,11:55:00,12:35:00,13:10:00,00:40:00,00:35:00,13:15:00,01:20:00,
3,2024-01-16 00:00:00,2024-01-16 00:00:00,Nein,1000451753,180,Langenbach 1,7E13643,3202696002 / Zusatz 3202536112,Erledigt,,Verladen + PGI,80,ok,46,12:00:00,16:05:00,17:00:00,17:40:00,00:55:00,00:40:00,17:50:00,01:45:00,
3,2024-01-16 00:00:00,2024-01-16 00:00:00,Nein,1000451751,600,Hannover 1,5E77335,3202696830 / 3202696831 / 3202696832,Erledigt,,Verladen + PGI,80,ok,39,12:00:00,11:15:00,13:15:00,13:40:00,02:00:00,00:25:00,13:45:00,02:30:00,Fehlverladung
3,2024-01-16 00:00:00,2024-01-16 00:00:00,Ja,1000451755,150,Mainz 1,5E77196,3202696837 / 3202696838 / 3202696839 / 3202696840,Erledigt,,Verladen + PGI,80,ok,37,13:00:00,12:55:00,13:20:00,13:50:00,00:25:00,00:30:00,13:55:00,01:00:00,
3,2024-01-17 00:00:00,2024-01-17 00:00:00,nein,,540,SUPER-DEPOT 1,BTST9359,Gärtringen / Stuttgart 1,,,Verladen + PGI,,,9,16:00:00,15:15:00,16:00:00,16:15:00,00:45:00,00:15:00,16:20:00,01:05:00,
3,2024-01-17 00:00:00,2024-01-17 00:00:00,nein,,540,SUPER-DEPOT 2,BTST9341,Gärtringen / Stuttgart 2,,,Verladen + PGI,,,18,17:00:00,16:20:00,16:30:00,17:05:00,00:10:00,00:35:00,17:15:00,00:55:00,
3,2024-01-17 00:00:00,2024-01-17 00:00:00,nein,,540,SUPER-DEPOT 3,BTST9360,Gärtringen / Stuttgart 3,,,Verladen + PGI,,,17,17:00:00,16:40:00,17:15:00,17:30:00,00:35:00,00:15:00,17:35:00,00:55:00,
3,2024-01-17 00:00:00,2024-01-17 00:00:00,ja,,540,SUPER-DEPOT 4,BTST9352,Schkeuditz / Leipzig 1,,,Verladen + PGI,,,21,18:00:00,17:50:00,18:00:00,18:20:00,00:10:00,00:20:00,18:25:00,00:35:00,
3,2024-01-17 00:00:00,2024-01-17 00:00:00,ja,,540,SUPER-DEPOT 5,BTST9353,Schkeuditz / Leipzig 2,,,Verladen + PGI,,,24,19:00:00,18:45:00,19:10:00,19:45:00,00:25:00,00:35:00,19:50:00,00:10:00,
3,2024-01-17 00:00:00,2024-01-17 00:00:00,nein,,540,SUPER-DEPOT 6,BTST9343,Schkeuditz / Leipzig 3,,,Verladen + PGI,,,16,20:00:00,19:10:00,19:25:00,19:40:00,00:15:00,00:15:00,19:45:00,00:00:00,
3,2024-01-17 00:00:00,2024-01-17 00:00:00,Ja,1000451726,600,Duisburg 3,5E77195,3202678433 / 3202678434 / 3202678435,Erledigt,,Verladen + PGI,80,ok,33,10:00:00,09:55:00,10:05:00,10:35:00,00:10:00,00:30:00,10:45:00,00:20:00,
3,2024-01-17 00:00:00,2024-01-17 00:00:00,ja,1000452278,600,Duisburg 4,5E92648,3202678436,Erledigt,,Verladen + PGI,80,ok,33,10:00:00,10:00:00,10:40:00,11:10:00,00:40:00,00:30:00,11:15:00,01:15:00,
3,2024-01-17 00:00:00,2024-01-17 00:00:00,Nein,1000452433,120,Mainz 2,7E13643,3202678437 / 3202678438 / 3202678439,Erledigt,,Verladen + PGI,80,ok,44,13:00:00,15:20:00,15:45:00,16:15:00,00:25:00,00:30:00,16:25:00,01:05:00,
3,2024-01-18 00:00:00,2024-01-18 00:00:00,nein,,540,SUPER-DEPOT 1,BTST9359,Gärtringen / Stuttgart 1,,,Verladen + PGI,,,23,16:00:00,15:40:00,16:10:00,16:35:00,00:30:00,00:25:00,16:45:00,01:05:00,
3,2024-01-18 00:00:00,2024-01-18 00:00:00,nein,,540,SUPER-DEPOT 2,BTST9353,Gärtringen / Stuttgart 2,,,Verladen + PGI,,,18,17:00:00,16:15:00,17:50:00,18:20:00,01:35:00,00:30:00,18:25:00,02:10:00,
3,2024-01-18 00:00:00,2024-01-18 00:00:00,nein,,540,SUPER-DEPOT 3,BTST9343,Schkeuditz / Leipzig 1,,,Verladen + PGI,,,18,18:00:00,15:45:00,18:30:00,18:50:00,02:45:00,00:20:00,19:00:00,03:15:00,Muss Leerpaletten im LC Abladen 
3,2024-01-18 00:00:00,,,,,LBK-Retoure,KUGA84,3202645291,,,Verladen + PGI,LBK,,16,09:00:00,09:15:00,09:15:00,09:30:00,00:00:00,00:15:00,09:35:00,00:20:00,
3,2024-01-18 00:00:00,2024-01-18 00:00:00,,,,Arvato Harsewinkel 1,,3202696537,,,Verladen + PGI,NON-ATTP,,6,,,,,00:00:00,00:00:00,,00:00:00,
3,2024-01-18 00:00:00,2024-01-18 00:00:00,Ja,1000451727,300,Duisburg 5,5E82538,3202656205 / 3202656206,Erledigt,,Verladen + PGI,80,ok,33,10:00:00,10:10:00,10:25:00,10:50:00,00:15:00,00:25:00,11:05:00,00:55:00,
3,2024-01-18 00:00:00,2024-01-18 00:00:00,Nein,1000451747,180,Großbeeren 2,6E98270,3202656207 / 3202656208 / 3202656209,Erledigt,,Verladen + PGI,80,,37,11:00:00,13:35:00,14:40:00,15:15:00,01:05:00,00:35:00,15:30:00,01:55:00,
3,2024-01-18 00:00:00,2024-01-18 00:00:00,nein,1000451759,300,Hamburg 2,5E77276,3202700030 / 3202700031 / 3202700032,Erledigt,,Verladen + PGI,80,ok,37,11:00:00,07:40:00,08:20:00,08:40:00,00:40:00,00:20:00,08:50:00,01:10:00,
3,2024-01-18 00:00:00,2024-01-18 00:00:00,nein,1000451752,300,Hannover 2,7E32404,3202700033 / 3202700034 / 3202700035 / Zusatz 3202701120,Erledigt,,Verladen + PGI,80,ok,37,12:00:00,11:05:00,11:30:00,12:05:00,00:25:00,00:35:00,12:35:00,01:30:00,
3,2024-01-18 00:00:00,2024-01-18 00:00:00,,1000451754,240,Langenbach 2,5E82543,3202698120 / 3202698121 / 3202698122,Erledigt,,Verladen + PGI,80,ok,45,12:00:00,16:35:00,16:50:00,17:30:00,00:15:00,00:40:00,17:45:00,01:10:00,
3,2024-01-18 00:00:00,2024-01-18 00:00:00,nein,1000451756,300,Mainz 3,5E92563,3202656202 / 3202656203 / 3202656204,Erledigt,,Verladen + PGI,80,,34,13:00:00,11:10:00,11:50:00,12:10:00,00:40:00,00:20:00,12:35:00,01:25:00,
3,2024-01-19 00:00:00,2024-01-19 00:00:00,nein,,540,SUPER-DEPOT 1,BTST9353,Gärtringen / Stuttgart 1,,,Verladen + PGI,,,17,16:00:00,15:40:00,16:20:00,16:50:00,00:40:00,00:30:00,17:00:00,01:20:00,
3,2024-01-19 00:00:00,2024-01-19 00:00:00,nein,,540,SUPER-DEPOT 3,BTST9358,Gärtringen / Stuttgart 2,,,Verladen + PGI,,,18,17:00:00,15:50:00,17:00:00,17:20:00,01:10:00,00:20:00,17:35:00,01:45:00,
3,2024-01-19 00:00:00,2024-01-19 00:00:00,nein,,540,SUPER-DEPOT 4,BTST9352,Schkeuditz / Leipzig 1,,,Verladen + PGI,,,23,18:00:00,18:50:00,19:00:00,19:15:00,00:10:00,00:15:00,19:20:00,00:30:00,
3,2024-01-19 00:00:00,2024-01-19 00:00:00,nein,,540,SUPER-DEPOT 6,BTST9343,Schkeuditz / Leipzig 2,,,Verladen + PGI,,,21,20:00:00,20:40:00,20:45:00,20:55:00,00:05:00,00:10:00,21:00:00,00:20:00,
3,2024-01-19 00:00:00,2024-01-19 00:00:00,nein,1000451729,300,Duisburg 6,5E82386,3202701251 / 3202701252 / 3202701253,Erledigt,,Verladen + PGI,80,ok,36,10:00:00,13:30:00,13:50:00,14:10:00,00:20:00,00:20:00,14:20:00,00:50:00,
3,2024-01-19 00:00:00,2024-01-19 00:00:00,nein,1000453091,120,Hannover 3,5E92651,3202690857 / 3202690858 / 3202690859,Erledigt,,Verladen + PGI,80,ok,35,12:00:00,14:10:00,14:15:00,14:45:00,00:05:00,00:30:00,15:00:00,00:50:00,
3,2024-01-19 00:00:00,2024-01-19 00:00:00,nein,1000453092,420,Hannover 4,5E82543,3202701250,Erledigt,,Verladen + PGI,80,ok,33,12:00:00,11:15:00,11:25:00,11:40:00,00:10:00,00:15:00,11:46:00,00:05:00,
3,2024-01-19 00:00:00,2024-01-19 00:00:00,nein,1000452441,360,Mainz 4,5E95548,3202701254 / 3202701255 / 3202701256,Erledigt,,Verladen + PGI,80,ok,37,13:00:00,15:35:00,15:55:00,16:25:00,00:20:00,00:30:00,16:35:00,00:10:00,
4,2024-01-22 00:00:00,2024-01-22 00:00:00,ja,,540,SUPER-DEPOT 1,BTST9353,Gärtringen / Stuttgart 1,,,Verladen + PGI,,,19,16:00:00,15:45:00,16:30:00,17:00:00,00:45:00,00:30:00,17:10:00,01:25:00,
4,2024-01-22 00:00:00,2024-01-22 00:00:00,nein,,540,SUPER-DEPOT 2,BTST9360,Gärtringen / Stuttgart 2,,,Verladen + PGI,,,26,17:00:00,16:25:00,17:00:00,17:30:00,00:35:00,00:30:00,17:40:00,01:15:00,1 PAL falsch; S2 vom 23.01.
4,2024-01-22 00:00:00,2024-01-22 00:00:00,nein,,540,SUPER-DEPOT 3,BTST9341,Gärtringen / Stuttgart 3,,,Verladen + PGI,,,23,17:00:00,16:25:00,17:10:00,17:35:00,00:45:00,00:25:00,17:40:00,01:15:00,
4,2024-01-22 00:00:00,2024-01-22 00:00:00,nein,,540,SUPER-DEPOT 4,BTST9343,Schkeuditz / Leipzig 1,,,Verladen + PGI,,,28,18:00:00,17:10:00,17:55:00,18:15:00,00:45:00,00:20:00,18:20:00,01:10:00,
4,2024-01-22 00:00:00,2024-01-22 00:00:00,ja,,540,SUPER-DEPOT 5,BTST9351,Schkeuditz / Leipzig 2,,,Verladen + PGI,,,27,19:00:00,19:00:00,19:05:00,19:35:00,00:05:00,00:30:00,19:40:00,00:40:00,
4,2024-01-22 00:00:00,2024-01-22 00:00:00,ja,,540,SUPER-DEPOT 6,BTST9352,Schkeuditz / Leipzig 3,,,Verladen + PGI,,,27,19:00:00,18:50:00,19:15:00,19:40:00,00:25:00,00:25:00,19:45:00,00:55:00,
4,2024-01-22 00:00:00,2024-01-22 00:00:00,nein,,540,SUPER-DEPOT 7,BTST9359,Schkeuditz / Leipzig 4,,,Verladen + PGI,,,10,20:00:00,21:30:00,21:35:00,21:45:00,00:05:00,00:10:00,21:50:00,00:20:00,
4,2024-01-22 00:00:00,2024-01-22 00:00:00,nein,1000453232,360,Duisburg 1,7E13586,"3202703144 / 3202703145
Zusätze 3202419413 / 3202419414",Erledigt,,Verladen + PGI,80,ok,33,10:00:00,11:25:00,12:20:00,12:55:00,00:55:00,00:35:00,13:00:00,01:35:00,
4,2024-01-22 00:00:00,2024-01-22 00:00:00,nein,1000453236,480,Duisburg 2,6E98146,3202703143,Erledigt,,Verladen + PGI,80,ok,,10:00:00,12:25:00,13:10:00,13:35:00,00:45:00,00:25:00,13:45:00,01:20:00,
4,2024-01-22 00:00:00,2024-01-22 00:00:00,nein,1000453242,300,Großbeeren 1,5E77329,"3202703138 / 3202703139 / 3202703140
Zusätze 3202419415 / 3202419416",Erledigt,,Verladen + PGI,80,ok,38,11:00:00,15:45:00,16:20:00,16:50:00,00:35:00,00:30:00,16:55:00,01:10:00,
4,2024-01-22 00:00:00,2024-01-22 00:00:00,Ja,1000453379,480,Hamburg 1,5E79771,"3202703133 / 3202703134 / 3202703135
3202703136 / 3202703137",Erledigt,,Verladen + PGI,80,ok,38,11:00:00,11:00:00,11:15:00,11:30:00,00:15:00,00:15:00,11:45:00,00:45:00,
4,2024-01-22 00:00:00,2024-01-22 00:00:00,nein,1000453384,480,Hannover 1,7E25956,"3202438539 / 3202703132 / 3202703131
3202703130",Erledigt,,Verladen + PGI,80,ok,38,12:00:00,11:15:00,11:40:00,12:00:00,00:25:00,00:20:00,12:15:00,01:00:00,
4,2024-01-22 00:00:00,2024-01-22 00:00:00,,1000453392,540,Langenbach 1,5E92582,3202513989 / 3202701320 / 3202701321,Erledigt,,Verladen + PGI,80,ok,43,12:00:00,08:45:00,09:20:00,10:00:00,00:35:00,00:40:00,10:05:00,01:20:00,
4,2024-01-22 00:00:00,2024-01-22 00:00:00,nein,1000453398,300,Mainz 1,5E92541,3202438535 / 3202438536 / 3202438537 / 3202438538,Erledigt,,Verladen + PGI,80,ok,36,13:00:00,12:25:00,13:20:00,14:00:00,00:55:00,00:40:00,14:30:00,02:05:00,
4,2024-01-23 00:00:00,2024-01-23 00:00:00,ja,,540,SUPER-DEPOT 1,BTST9353,Gärtringen / Stuttgart 1,,,Verladen + PGI,,,13,16:00:00,15:40:00,16:10:00,16:25:00,00:30:00,00:15:00,16:30:00,00:50:00,
4,2024-01-23 00:00:00,2024-01-23 00:00:00,nein,,540,SUPER-DEPOT 2,BTST9343,Gärtringen / Stuttgart 2,,,Verladen + PGI,,,17,17:00:00,16:10:00,16:20:00,16:40:00,00:10:00,00:20:00,16:45:00,00:35:00,
4,2024-01-23 00:00:00,2024-01-23 00:00:00,Ja,,540,SUPER-DEPOT 3,BTST9352,Gärtringen / Stuttgart 3,,,Verladen + PGI,,,24,17:00:00,16:35:00,18:40:00,19:00:00,02:05:00,00:20:00,19:50:00,03:15:00,Hat länger gedauert wegen ständigen Änderungen ( Trailer wurden getauscht mit L2 )
4,2024-01-23 00:00:00,2024-01-23 00:00:00,nein,,540,SUPER-DEPOT 4,BTST9360,Schkeuditz / Leipzig 1,,,Verladen + PGI,,,22,18:00:00,17:10:00,17:45:00,18:00:00,00:35:00,00:15:00,18:05:00,00:55:00,
4,2024-01-23 00:00:00,2024-01-23 00:00:00,Ja,,540,SUPER-DEPOT 5,BTST9359,Schkeuditz / Leipzig 2,,,Verladen + PGI,,,29,19:00:00,18:30:00,18:40:00,19:00:00,00:10:00,00:20:00,19:50:00,01:20:00,Hat länger gedauert wegen ständigen Änderungen ( Trailer wurden getauscht mit S3 )
4,2024-01-23 00:00:00,2024-01-23 00:00:00,Nein,,540,SUPER-DEPOT 6,BTST9341,Schkeuditz / Leipzig 3,,,Verladen + PGI,,,9,20:00:00,19:05:00,19:35:00,19:45:00,00:30:00,00:10:00,19:55:00,00:50:00,
4,2024-01-23 00:00:00,2024-01-23 00:00:00,Nein,1000453233,480,Duisburg 3,7E13596,3202704067 / 3202704068 / 3202704069,Erledigt,,Verladen + PGI,80,ok,33,10:00:00,09:05:00,10:00:00,10:30:00,00:55:00,00:30:00,14:25:00,05:20:00,ATTP Issue
4,2024-01-23 00:00:00,2024-01-23 00:00:00,Ja,1000453237,360,Duisburg 4,7E13551,3202704070,Erledigt,,Verladen + PGI,80,ok,33,10:00:00,09:35:00,10:40:00,11:05:00,01:05:00,00:25:00,11:15:00,01:40:00,
4,2024-01-23 00:00:00,2024-01-23 00:00:00,nein,1000453380,480,Hamburg 2,5E82539,3202704062 / 3202704063 / 3202704064,Erledigt,,Verladen + PGI,80,ok,35,11:00:00,09:05:00,09:45:00,10:10:00,00:40:00,00:25:00,10:15:00,01:10:00,
4,2024-01-23 00:00:00,2024-01-23 00:00:00,nein,1000453243,300,Großbeeren 2,5E82371,3202542339 / 3202704060 / 3202704061,Erledigt,,Verladen + PGI,80,ok,38,11:00:00,15:25:00,15:45:00,16:10:00,00:20:00,00:25:00,16:15:00,00:50:00,
4,2024-01-23 00:00:00,2024-01-23 00:00:00,nein,1000453385,480,Hannover 2,5E92564,3202704065 / 3202704066,Erledigt,,Verladen + PGI,80,ok,33,12:00:00,09:15:00,10:10:00,11:00:00,00:55:00,00:50:00,11:10:00,01:55:00,
4,2024-01-23 00:00:00,2024-01-23 00:00:00,nein,1000453393,120,Langenbach 2,6E98158,"3202621583 / 3202621584 / 3202548314
Zusatz 3202419417",Erledigt,,Verladen + PGI,80,ok,42,12:00:00,14:40:00,15:00:00,15:30:00,00:20:00,00:30:00,15:35:00,00:55:00,
4,2024-01-23 00:00:00,2024-01-23 00:00:00,ja,1000453399,360,Mainz 2,5E95600,3202542336 / 3202542337 / 3202542338,Erledigt,,Verladen + PGI,80,ok,35,13:00:00,12:35:00,12:45:00,13:25:00,00:10:00,00:40:00,13:35:00,01:00:00,
4,2024-01-24 00:00:00,2024-01-24 00:00:00,Nein,,540,SUPER-DEPOT 1,BTST9343,Gärtringen / Stuttgart 1,,,Verladen + PGI,,,9,16:00:00,15:10:00,15:30:00,15:40:00,00:20:00,00:10:00,15:45:00,00:35:00,
4,2024-01-24 00:00:00,2024-01-24 00:00:00,Ja,,540,SUPER-DEPOT 2,BTST9352,Gärtringen / Stuttgart 2,,,Verladen + PGI,,,27,17:00:00,17:10:00,17:20:00,17:35:00,00:10:00,00:15:00,17:45:00,00:35:00,
4,2024-01-24 00:00:00,2024-01-24 00:00:00,ja,,540,SUPER-DEPOT 3,BTST9360,Gärtringen / Stuttgart 3,,,Verladen + PGI,,,24,17:00:00,16:30:00,16:40:00,17:00:00,00:10:00,00:20:00,17:05:00,00:35:00,
4,2024-01-24 00:00:00,2024-01-24 00:00:00,Nein,,540,SUPER-DEPOT 4,BTST9353,Schkeuditz / Leipzig 1,,,Verladen + PGI,,,26,18:00:00,17:10:00,17:45:00,18:10:00,00:35:00,00:25:00,18:15:00,01:05:00,
4,2024-01-24 00:00:00,2024-01-24 00:00:00,Nein,,540,SUPER-DEPOT 5,BTST9359,Schkeuditz / Leipzig 2,,,Verladen + PGI,,,25,19:00:00,18:20:00,18:35:00,18:50:00,00:15:00,00:15:00,18:55:00,00:35:00,
4,2024-01-24 00:00:00,2024-01-24 00:00:00,Nein,,540,SUPER-DEPOT 6,BTST9341,Schkeuditz / Leipzig 3,,,Verladen + PGI,,,13,20:00:00,18:15:00,18:50:00,19:00:00,00:35:00,00:10:00,19:05:00,00:50:00,
4,2024-01-24 00:00:00,2024-01-24 00:00:00,nein,1000453234,480,Duisburg 5,5E92583,"3202706253 / 3202706254
ZUSATZ 3202688708",Erledigt,,Verladen + PGI,80,ok,33,10:00:00,08:25:00,08:50:00,09:15:00,00:25:00,00:25:00,09:30:00,01:05:00,
4,2024-01-24 00:00:00,2024-01-24 00:00:00,Ja,1000453238,540,Duisburg 6,5E82371,3202706255,Erledigt,,Verladen + PGI,80,ok,33,10:00:00,10:05:00,10:10:00,10:35:00,00:05:00,00:25:00,10:45:00,00:40:00,
4,2024-01-24 00:00:00,2024-01-24 00:00:00,Nein,1000453244,180,Großbeeren 3,5E92456,3202591507 / Zusatz 3202688705,Erledigt,,Verladen + PGI,80,ok,34,11:00:00,16:30:00,16:45:00,17:05:00,00:15:00,00:20:00,17:10:00,00:40:00,
4,2024-01-24 00:00:00,2024-01-24 00:00:00,Ja,1000453381,360,Hamburg 3,5E82368,"3202591509 / 3202591508 / 3202706250
ZUSATZ 3202688706",Erledigt,,Verladen + PGI,80,ok,35,11:00:00,10:45:00,10:45:00,11:15:00,00:00:00,00:30:00,11:30:00,00:45:00,
4,2024-01-24 00:00:00,2024-01-24 00:00:00,Nein,1000453386,240,Hannover 3,7E32404,"3202706251 / 3202706252 
Zusatz 3202688707",Erledigt,,Verladen + PGI,80,ok,33,12:00:00,14:15:00,14:45:00,15:05:00,00:30:00,00:20:00,15:10:00,00:55:00,
4,2024-01-24 00:00:00,2024-01-24 00:00:00,,1000453389,,Hannover 4,,,,,Gestrichen,,,,12:00:00,,,,00:00:00,00:00:00,,00:00:00,
4,2024-01-24 00:00:00,2024-01-24 00:00:00,ja,1000453394,240,Langenbach 3,5E82587,3202704071 / 3202704072 / 3202704073,Erledigt,,Verladen + PGI,80,ok,42,12:00:00,12:15:00,12:30:00,13:00:00,00:15:00,00:30:00,13:15:00,01:00:00,
4,2024-01-24 00:00:00,2024-01-24 00:00:00,nein,1000453400,240,Mainz 3,5E77335,"3202706256 / 3202706257
ZUSATZ 3202688709",Erledigt,,Verladen + PGI,80,ok,33,13:00:00,13:40:00,14:00:00,14:45:00,00:20:00,00:45:00,14:55:00,01:15:00,
4,2024-01-25 00:00:00,2024-01-25 00:00:00,ja,,540,SUPER-DEPOT 1,BTST9353,Gärtringen / Stuttgart 1,,,Verladen + PGI,,,12,16:00:00,15:45:00,16:10:00,16:30:00,00:25:00,00:20:00,16:35:00,00:50:00,
4,2024-01-25 00:00:00,2024-01-25 00:00:00,ja,,540,SUPER-DEPOT 2,BTST9341,Gärtringen / Stuttgart 2,,,Verladen + PGI,,,24,17:00:00,16:00:00,16:35:00,17:05:00,00:35:00,00:30:00,17:10:00,01:10:00,Leerp- LC
4,2024-01-25 00:00:00,2024-01-25 00:00:00,nein,,540,SUPER-DEPOT 3,BTST9360,Schkeuditz / Leipzig 1,,,Verladen + PGI,,,7,18:00:00,17:25:00,17:45:00,17:55:00,00:20:00,00:10:00,18:00:00,00:35:00,
4,2024-01-25 00:00:00,2024-01-25 00:00:00,,,540,SUPER-DEPOT 4,BTST9352,Schkeuditz / Leipzig 2,,,Verladen + PGI,,,6,18:00:00,17:55:00,18:00:00,18:10:00,00:05:00,00:10:00,18:15:00,00:20:00,
4,2024-01-25 00:00:00,2024-01-25 00:00:00,,,,,,LBK-Retoure 3202648564,Erledigt,,Verladen + PGI,,,19,13:00:00,13:00:00,13:00:00,13:15:00,00:00:00,00:15:00,13:20:00,00:20:00,
4,2024-01-25 00:00:00,2024-01-25 00:00:00,,,,Arvato Harsewinkel 1,,3202642812,Erledigt,,Verladen + PGI,,,1,,,,,00:00:00,00:00:00,,00:00:00,
4,2024-01-25 00:00:00,2024-01-25 00:00:00,nein,1000453235,540,Duisburg 7,7E13586,3202537126 / 3202537127,Erledigt,,Verladen + PGI,80,ok,33,10:00:00,08:30:00,09:20:00,10:10:00,00:50:00,00:50:00,10:25:00,01:55:00,
4,2024-01-25 00:00:00,2024-01-25 00:00:00,ja,1000453239,480,Duisburg 8,5E92457,3202537128,Erledigt,,Verladen + PGI,80,ok,33,10:00:00,09:30:00,10:20:00,11:00:00,00:50:00,00:40:00,11:10:00,01:40:00,
4,2024-01-25 00:00:00,2024-01-25 00:00:00,nein,1000453382,480,Hamburg 4,5E95600,3202537129 / 3202707770 / 3202707771,Erledigt,,Verladen + PGI,80,ok,38,11:00:00,08:25:00,08:50:00,09:40:00,00:25:00,00:50:00,09:45:00,01:20:00,
,2024-01-25 00:00:00,2024-01-25 00:00:00,,1000453387,,Hannover 4,,,,,Gestrichen,,,,12:00:00,,,,00:00:00,00:00:00,,00:00:00,
4,2024-01-25 00:00:00,2024-01-25 00:00:00,nein,1000454536,420,Hamburg 5,6E98042,3202707772,Erledigt,,Verladen + PGI,80,ok,33,11:00:00,13:00:00,14:05:00,14:35:00,01:05:00,00:30:00,14:45:00,01:45:00,
4,2024-01-25 00:00:00,2024-01-25 00:00:00,nein,1000454538,120,Mainz 4,5E77286,3202707773 / 3202707774,Erledigt,,Verladen + PGI,80,ok,34,13:00:00,16:15:00,,,1903-12-31 07:45:00,00:00:00,,1903-12-31 07:45:00,
4,2024-01-26 00:00:00,2024-01-26 00:00:00,nein,,600,SUPER-DEPOT 1,BTST9359,Gärtringen / Stuttgart 1,,,Verladen + PGI,,,12,16:00:00,15:40:00,15:45:00,15:55:00,00:05:00,00:10:00,16:00:00,00:20:00,
4,2024-01-26 00:00:00,2024-01-26 00:00:00,ja,,600,SUPER-DEPOT 2,BTST9341,Gärtringen / Stuttgart 2,,,Verladen + PGI,,,28,17:00:00,16:50:00,16:55:00,17:30:00,00:05:00,00:35:00,17:35:00,00:45:00,
