Auto.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Echtzeit vom Büro,Echtzeit vom Büro.1,Echtzeit vom Büro.2,Auto..1,Auto. ,Echtzeit vom Büro.3,Unnamed: 17,Unnamed: 18
KW,Geplantes Ankunftsdatum lt Liste DHL,Ist Datum,SCI,Lenkzeit,Soure Location,LS Nummern,Status,Anzahl Paletten,Arrival Monitor ,SCI OTM,Ankunft Office,Entladung gestartet ,Entladung beendet ,Wartezeit bis Entladebeginn   ,Entladungszeit  ,Unloaded at Bayreuth (Documents finished),Bemerkungen( bei Shuttle SKU),
nn,dd.mm.yy,dd.mm.yy,10000xxxxx,in Minuten,Schreibe,Schreibe,Auswahlliste,nn,80,ok,hh:mm,hh:mm,hh:mm,hh:mm,hh:mm,hh:mm,Schreibe,
7,2024-02-14 00:00:00,2024-02-14 00:00:00,,,Shuttle LC 3,9185745021,Eingelagert,33,80,,11:05:00,11:10:00,11:25:00,00:05:00,00:15:00,,SKU 10186065 / 10193241 / 10196254,
7,2024-02-14 00:00:00,2024-02-14 00:00:00,,,Shuttle LC 4,9185745880,Eingelagert,33,80,,12:05:00,12:10:00,12:30:00,00:05:00,00:20:00,,SKU 10186065 / 10188952,
7,2024-02-14 00:00:00,2024-02-14 00:00:00,1000458851,300,Pecs 3,4300941578 / 9185705777,Eingelagert,34,80,ok,12:35:00,12:40:00,13:00:00,00:05:00,00:20:00,13:05:00,,
7,2024-02-15 00:00:00,2024-02-15 00:00:00,,,Shuttle LC 1,9185708412,Eingelagert,33,80,,06:15:00,06:15:00,06:30:00,00:00:00,00:15:00,,SKU 10186059 / 10186247 / 10186263 / 10188952,
7,2024-02-15 00:00:00,2024-02-15 00:00:00,,,Shuttle LC 2,918570303,Eingelagert,33,80,,07:00:00,07:05:00,07:20:00,00:05:00,00:15:00,,SKU 10186065 / 10186248  10196264,
7,2024-02-15 00:00:00,2024-02-15 00:00:00,1000458867,480,Poznan 4,4300941834 / 9185729242 4200217432 / 9185734607,Eingelagert,43 // 1,80,ok,09:25:00,10:10:00,10:30:00,00:45:00,00:20:00,10:55:00,Keine IBD // WA gebucht bevor Artikel angelegt war,
7,2024-02-15 00:00:00,2024-02-15 00:00:00,,,Shuttle LC 3,9185764471,Eingelagert,33,80,,09:15:00,09:15:00,09:30:00,00:00:00,00:15:00,,SKU 10188935,
7,2024-02-15 00:00:00,2024-02-15 00:00:00,,120,Gizeh 4,186960586,Eingelagert,34,,,09:20:00,09:40:00,09:55:00,00:20:00,00:15:00,10:00:00,,
7,2024-02-15 00:00:00,2024-02-15 00:00:00,,,Shuttle LC 4,9185770505,Eingelagert,33,80,,10:25:00,10:30:00,10:50:00,00:05:00,00:20:00,,Sku 10188935,
7,2024-02-15 00:00:00,2024-02-15 00:00:00,,,Shuttle LC 5,9185754101,Eingelagert,33,80,,11:45:00,11:50:00,,00:05:00,1903-12-31 12:10:00,,SKU 10186059 / 10188935,
7,2024-02-16 00:00:00,2024-02-16 00:00:00,,,Shutlle LC 1,9185708673,Eingelagert,33,80,,06:05:00,06:10:00,06:25:00,00:05:00,00:15:00,,SKU 10186059,
7,2024-02-16 00:00:00,2024-02-16 00:00:00,,,Shutlle LC 2,9185768851,Eingelagert,33,80,,07:05:00,07:10:00,07:20:00,00:05:00,00:10:00,,SKU 10186059,
7,2024-02-16 00:00:00,2024-02-16 00:00:00,,480,Gizeh 5,186957838,Eingelagert,34,,,08:15:00,08:15:00,08:40:00,00:00:00,00:25:00,08:45:00,,
7,2024-02-16 00:00:00,2024-02-16 00:00:00,1000458852,480,Pecs 4,4300941647 / 9185662213 4300941648 / 9185731036,Eingelagert,23 // 10,80,ok,08:25:00,08:40:00,09:00:00,00:15:00,00:20:00,09:15:00,,
7,2024-02-16 00:00:00,2024-02-16 00:00:00,1000458868,480,Poznan 5,4200217491 / 9185756966,Eingelagert,47,,ok,09:15:00,09:30:00,10:00:00,00:15:00,00:30:00,10:00:00,,
7,2024-02-16 00:00:00,2024-02-16 00:00:00,1000458813,480,Pecs 5,4300941841 / 9185735330,Eingelagert,34,,,10:40:00,11:00:00,11:15:00,00:20:00,00:15:00,11:20:00,,
8,2024-02-19 00:00:00,2024-02-19 00:00:00,,,Shuttle LC 1,9185815950,Eingelagert,30,80,,06:00:00,06:05:00,06:20:00,00:05:00,00:15:00,,SKU 10186180 / 10193241 ,
8,2024-02-19 00:00:00,2024-02-19 00:00:00,,,Shuttle LC 2,9185791101,Eingelagert,33,80,,06:50:00,07:05:00,07:20:00,00:15:00,00:15:00,,SKU 10186180,
8,2024-02-19 00:00:00,2024-02-19 00:00:00,1000460372,300,Poznan 1,4300942222 / 9185756931 4200217588 / 9185709762,Eingelagert,41 // 2,80,ok,06:55:00,07:25:00,07:50:00,00:30:00,00:25:00,08:00:00,,
8,2024-02-19 00:00:00,2024-02-19 00:00:00,,,Shuttle LC 3,9185809523,Eingelagert,32,80,,08:05:00,08:15:00,08:30:00,00:10:00,00:15:00,,SKU 10186180 / 10186248,
8,2024-02-19 00:00:00,2024-02-19 00:00:00,1000458835,120,Poznan 2,4200217587 / 9185715714,Eingelagert,43,80,ok,08:05:00,08:30:00,09:05:00,00:25:00,00:35:00,10:05:00,,
8,2024-02-19 00:00:00,2024-02-19 00:00:00,1000458789,480,Pecs 1,4300942216 / 9185781185,Eingelagert,33,80,ok,08:10:00,09:50:00,10:20:00,01:40:00,00:30:00,,,
8,2024-02-19 00:00:00,2024-02-19 00:00:00,,600,Gizeh 1,186969606,Eingelagert,34,,,08:30:00,09:15:00,09:35:00,00:45:00,00:20:00,09:40:00,,
8,2024-02-19 00:00:00,2024-02-19 00:00:00,,,Krage Potsdam,3202716627,Eingelagert,1,80,,08:20:00,08:25:00,08:25:00,00:05:00,00:00:00,08:25:00,1 Karton beschädigt angeliefert,
8,2024-02-19 00:00:00,2024-02-19 00:00:00,,,Shuttle LC 4,9185821776,Eingelagert,33,80,,12:15:00,12:20:00,12:35:00,00:05:00,00:15:00,,SKU 10186059,
8,2024-02-20 00:00:00,2024-02-20 00:00:00,,,Shuttle HEG 1,3202661747,Eingelagert,1,,,05:35:00,05:40:00,05:45:00,00:05:00,00:05:00,,,
8,2024-02-20 00:00:00,2024-02-20 00:00:00,,,Shuttle LC 1,9185783163,Eingelagert,33,80,,06:10:00,06:15:00,06:25:00,00:05:00,00:10:00,,SKU 10186065,
8,2024-02-20 00:00:00,2024-02-20 00:00:00,,, Shuttle LC 2 ,9185822714,Eingelagert,33,80,,07:00:00,07:05:00,07:20:00,00:05:00,00:15:00,,SKU 10186059,
8,2024-02-20 00:00:00,2024-02-20 00:00:00,,,Shuttle LC 3,9185785563,Eingelagert,25,80,,08:45:00,08:50:00,09:05:00,00:05:00,00:15:00,,SKU 10186059 / 10186065 / 10186180,
8,2024-02-20 00:00:00,2024-02-20 00:00:00,,180,Gizeh 2,186950530,Eingelagert,34,,,09:25:00,09:45:00,10:10:00,00:20:00,00:25:00,10:15:00,,
8,2024-02-20 00:00:00,2024-02-20 00:00:00,,,Shuttle LC 4,9185815979,Eingelagert,33,80,,09:30:00,09:35:00,09:45:00,00:05:00,00:10:00,,SKU 10186059,
8,2024-02-20 00:00:00,2024-02-20 00:00:00,,,Shuttle LC 5,9185836043,Eingelagert,33,80,,10:30:00,10:35:00,10:45:00,00:05:00,00:10:00,,SKU 10186059,
8,2024-02-20 00:00:00,2024-02-20 00:00:00,1000460520,240,Poznan 3,4200217665 / 9185778114,Eingelagert,43,80,ok,11:30:00,11:45:00,12:20:00,00:15:00,00:35:00,12:25:00,,
8,2024-02-20 00:00:00,2024-02-20 00:00:00,1000460465,180,Poznan 4,4200217667 / 9185789203 4300942479 / 9185793048,Eingelagert,42 / 2,80,ok,18:00:00,18:30:00,19:05:00,00:30:00,00:35:00,19:10:00,,
8,2024-02-21 00:00:00,2024-02-21 00:00:00,,,Shuttle LC 1,9185761503,Eingelagert,33,80,,05:50:00,06:00:00,06:15:00,00:10:00,00:15:00,,SKU 10186059 / 10186065 / 10186211,
8,2024-02-21 00:00:00,2024-02-21 00:00:00,,,Shuttle LC 2,9185846695,Eingelagert,33,80,,06:40:00,06:45:00,07:00:00,00:05:00,00:15:00,,SKU 10186059 / 10186065 / 10186211,
8,2024-02-21 00:00:00,2024-02-21 00:00:00,1000460523,660,Poznan 5, 4200217774 / 9185832269,Eingelagert,41,80,ok,06:50:00,07:40:00,08:10:00,00:50:00,00:30:00,08:15:00,,
8,2024-02-21 00:00:00,2024-02-21 00:00:00,,,Shuttle LC 3,9185864966,Eingelagert,33,80,,07:30:00,07:35:00,07:50:00,00:05:00,00:15:00,,SKU 10186059 / 10186211,
8,2024-02-21 00:00:00,2024-02-21 00:00:00,1000460466,720,Poznan 6,4200217776 / 9185832270,Eingelagert,43,80,ok,07:40:00,08:20:00,08:50:00,00:40:00,00:30:00,08:55:00,,
8,2024-02-21 00:00:00,2024-02-21 00:00:00,1000460736,300,Pecs 2, 4300942439 / 9185796399,Eingelagert,34,80,ok,07:50:00,09:00:00,09:30:00,01:10:00,00:30:00,09:35:00,,
8,2024-02-21 00:00:00,2024-02-21 00:00:00,,,Shuttle LC 4,9185854934,Eingelagert,33,80,,08:20:00,08:45:00,09:00:00,00:25:00,00:15:00,,SKU 10186059 / 10186211 / 10196254,
8,2024-02-21 00:00:00,2024-02-21 00:00:00,,,Krage Potsdam,3202737845 / 3202736429 / ADM Ware,Eingelagert,5 // 2,80,,08:30:00,08:30:00,08:45:00,00:00:00,00:15:00,08:45:00,,
8,2024-02-21 00:00:00,2024-02-21 00:00:00,,480,Gizeh 3,186920131,Eingelagert,34,,,09:25:00,09:45:00,10:15:00,00:20:00,00:30:00,10:25:00,,
8,2024-02-21 00:00:00,2024-02-21 00:00:00,,,Shuttle LC 5,9185861947,Eingelagert,33,80,,09:40:00,10:47:00,11:05:00,01:07:00,00:18:00,,SKU 10186059 / 10186065 / 10186211,
8,2024-02-21 00:00:00,2024-02-21 00:00:00,1000458767,360,Kanfanar 1,4300942229 / 9185774649,Eingelagert,26,no-TnT,ok,09:50:00,10:10:00,11:40:00,00:20:00,01:30:00,11:55:00,,
8,2024-02-21 00:00:00,2024-02-21 00:00:00,1000460851,300,Pecs 3,4300942678 / 9185821848,Eingelagert,34,80,ok,11:15:00,12:30:00,12:45:00,01:15:00,00:15:00,12:50:00,,
8,2024-02-21 00:00:00,2024-02-21 00:00:00,1000460762,120,Pecs 4,4300942676 / 9185812724 4300942677 / 9185823785,Eingelagert,16 / 17,80,ok,17:50:00,17:55:00,18:15:00,00:05:00,00:20:00,18:25:00,,
8,2024-02-22 00:00:00,2024-02-22 00:00:00,,,Shuttle LC 1,9185872876,Eingelagert,33,80,,06:00:00,06:05:00,06:20:00,00:05:00,00:15:00,,SKU 10186059 / 10186065,
8,2024-02-22 00:00:00,2024-02-22 00:00:00,,,Shuttle LC 2,9185879148,Eingelagert,33,80,,06:50:00,07:00:00,07:15:00,00:10:00,00:15:00,,SKU 10186059,
8,2024-02-22 00:00:00,2024-02-22 00:00:00,,,Shuttle LC 3,9185862094,Eingelagert,33,80,,07:45:00,07:50:00,08:10:00,00:05:00,00:20:00,,SKU 10186059 / 10186065,
8,2024-02-22 00:00:00,2024-02-22 00:00:00,,,Krage Potsdam,3202737840,Eingelagert,6,80,,08:40:00,08:45:00,08:55:00,00:05:00,00:10:00,09:00:00,,
8,2024-02-22 00:00:00,2024-02-22 00:00:00,,420,Gizeh 4,186903591,Eingelagert,34,,,09:40:00,09:55:00,10:15:00,00:15:00,00:20:00,10:20:00,,
8,2024-02-22 00:00:00,2024-02-22 00:00:00,1000460772,240,Ploiesti 1,4200217660 / 9185790434,Eingelagert,26,80,ok,10:35:00,10:55:00,11:25:00,00:20:00,00:30:00,11:30:00,,
8,2024-02-22 00:00:00,2024-02-22 00:00:00,,,Shuttle LC 4,9185869267,Eingelagert,33,80,,10:30:00,10:35:00,10:55:00,00:05:00,00:20:00,,SKU 10186059 / 10186065 / 10186211,
8,2024-02-22 00:00:00,2024-02-22 00:00:00,1000460507,300,Ploiesti 2,"4300942993/9185842460, 4300942753/9185834448, 4300942989/9185413741, 4300942681/9185832886",Eingelagert,17 / 10 / 4 / 1,no-TnT,ok,11:12:00,11:30:00,12:00:00,00:18:00,00:30:00,12:10:00,,
8,2024-02-22 00:00:00,2024-02-22 00:00:00,1000460521,180,Poznan 7,4200217847 / 9185844606,Eingelagert,42,80,ok,11:55:00,12:00:00,13:30:00,00:05:00,01:30:00,13:05:00,,
8,2024-02-22 00:00:00,2024-02-22 00:00:00,1000460467,360,Poznan 8,4200217853 / 9185843234,Eingelagert,42,80,ok,11:57:00,12:40:00,13:10:00,00:43:00,00:30:00,13:15:00,,
8,2024-02-22 00:00:00,2024-02-22 00:00:00,1000460505,180,Ploiesti 3,4300942449 / 9185795316,Eingelagert,34,80,ok,12:05:00,13:25:00,13:55:00,01:20:00,00:30:00,14:00:00,,
8,2024-02-23 00:00:00,2024-02-23 00:00:00,,,Shuttle LC 1,9185896178,Eingelagert,33,80,,06:00:00,06:05:00,06:20:00,00:05:00,00:15:00,,SKU 10188935,
8,2024-02-23 00:00:00,2024-02-23 00:00:00,,, Shuttle LC 2 ,9185914065,Eingelagert,31,80,,07:20:00,07:25:00,07:40:00,00:05:00,00:15:00,,SKU 10186065 / 10188935,
8,2024-02-23 00:00:00,2024-02-23 00:00:00,,600,Gizeh 5,186966768,Eingelagert,34,no-TnT,,08:10:00,08:30:00,08:50:00,00:20:00,00:20:00,09:00:00,,
8,2024-02-23 00:00:00,2024-02-23 00:00:00,1000460522,300,Poznan 9,"4200217983 / 9185856714
4300943221 / 9185859333",Eingelagert,42,80,ok,08:50:00,09:25:00,09:50:00,00:35:00,00:25:00,10:45:00,,
8,2024-02-23 00:00:00,2024-02-23 00:00:00,1000461924,540,Krage Potsdam  Hannover,"3202737841 / 3202737842
3202737843",Eingelagert,15 // 5 // 2,80,ok,09:15:00,09:50:00,10:05:00,00:35:00,00:15:00,10:25:00,,
8,2024-02-23 00:00:00,2024-02-23 00:00:00,1000460468,240,Poznan 10,4200217984 / 9185849621,Eingelagert,42,80,ok,09:20:00,10:50:00,11:20:00,01:30:00,00:30:00,11:40:00,,
8,2024-02-23 00:00:00,2024-02-23 00:00:00,,,Shuttle LC 3,9185866203,Eingelagert,33,80,,11:55:00,12:00:00,12:15:00,00:05:00,00:15:00,,SKU 10188935,
9,2024-02-26 00:00:00,2024-02-26 00:00:00,,,Shuttle LC 1,9185887129,Eingelagert,33,80,,06:55:00,07:00:00,07:15:00,00:05:00,00:15:00,,SKU 10186065 / 10186201 / 10188935,
9,2024-02-26 00:00:00,2024-02-26 00:00:00,,,Shuttle LC 2,9185922167,Eingelagert,33,80,,07:40:00,07:45:00,07:55:00,00:05:00,00:10:00,,SKU 10188935,
9,2024-02-26 00:00:00,2024-02-26 00:00:00,,,Shuttle LC 3,9185934701,Eingelagert,33,80,,08:45:00,08:50:00,09:00:00,00:05:00,00:10:00,,SKU 10186065,
9,2024-02-26 00:00:00,2024-02-26 00:00:00,1000460848,360,Pecs 1,4300943175 / 9185794902,Eingelagert,34,80,ok,09:20:00,09:45:00,10:05:00,00:25:00,00:20:00,10:10:00,,
9,2024-02-26 00:00:00,2024-02-26 00:00:00,,,Shuttle LC 4,9185913128,Eingelagert,33,80,,09:40:00,09:45:00,09:55:00,00:05:00,00:10:00,,SKU 10186065,
9,2024-02-26 00:00:00,2024-02-26 00:00:00,1000460524,180,Poznan 1,4200218133 / 9185892993,Eingelagert,42,80,ok,10:55:00,12:10:00,12:40:00,01:15:00,00:30:00,12:45:00,,
9,2024-02-26 00:00:00,2024-02-26 00:00:00,,480,BISTA 1,186990596,Eingelagert,24,,,11:00:00,12:50:00,13:10:00,01:50:00,00:20:00,13:15:00,,
9,2024-02-26 00:00:00,2024-02-26 00:00:00,1000460769,720,Pecs 2,4300943428 / 9185885314 4200218079 / 9185896505,Eingelagert,30 // 3,80,ok,13:00:00,13:20:00,13:35:00,00:20:00,00:15:00,13:40:00,Ticket für Prince Artikel gestellt,
9,2024-02-26 00:00:00,2024-02-26 00:00:00,1000463299,240,Poznan 2,"4200218129 / 9185902615
4300943493 / 9185892660",Eingelagert,43 // 2,80,ok,15:30:00,15:45:00,16:20:00,00:15:00,00:35:00,16:30:00,Ticket für Prince Artikel gestellt,
9,2024-02-27 00:00:00,2024-02-27 00:00:00,,,Shuttle LC 1,9185884051,Eingelagert,33,80,,06:05:00,06:35:00,06:55:00,00:30:00,00:20:00,,SKU 10186065 / 10186211 / 10188935,
9,2024-02-27 00:00:00,2024-02-27 00:00:00,,,Shuttle LC 2,9185954627,Eingelagert,33,80,,07:20:00,07:40:00,08:00:00,00:20:00,00:20:00,,SKU 10186065,
9,2024-02-27 00:00:00,2024-02-27 00:00:00,,,Geis,ADM-Ware // kein OTM,Eingelagert,9,,,08:50:00,08:55:00,09:05:00,00:05:00,00:10:00,,9 PAL tausch,
9,2024-02-27 00:00:00,2024-02-27 00:00:00,,,Shuttle LC 3,9185958109,Eingelagert,30,80,,09:20:00,09:25:00,09:45:00,00:05:00,00:20:00,,SKU 10186059 / 10186065,
9,2024-02-28 00:00:00,2024-02-28 00:00:00,,,Shuttle LC 1,9185969115,Eingelagert,33,80,,05:50:00,05:55:00,06:15:00,00:05:00,00:20:00,,SKU 10186200 / 10198491 ,
9,2024-02-28 00:00:00,2024-02-28 00:00:00,,,Shuttle LC 2,9185951132,Eingelagert,33,80,,07:30:00,07:35:00,07:45:00,00:05:00,00:10:00,,SKU 10186200 / 10198472 / 10198491 ,
9,2024-02-28 00:00:00,2024-02-28 00:00:00,,720,Gizeh 1,186983937,Eingelagert,34,,,08:15:00,08:25:00,08:50:00,00:10:00,00:25:00,08:55:00,,
9,2024-02-28 00:00:00,2024-02-28 00:00:00,,,Shuttle LC 3,9185981850,Eingelagert,33,80,,08:20:00,08:30:00,08:45:00,00:10:00,00:15:00,,SKU 10198459 / 10198471 // WA nicht gebucht,
9,2024-02-28 00:00:00,2024-02-28 00:00:00,1000462243,180,Pecs 3,4300944041 / 9185889140,Eingelagert,35,80,ok,08:37:00,08:45:00,09:20:00,00:08:00,00:35:00,09:25:00,,
9,2024-02-28 00:00:00,2024-02-28 00:00:00,,,Shuttle LC 4,9185984786,Eingelagert,33,80,,09:10:00,09:20:00,09:40:00,00:10:00,00:20:00,,SKU 10198471 / 10198472,
9,2024-02-28 00:00:00,2024-02-28 00:00:00,,,Shuttle LC 5,9185955452,Eingelagert,33,80,,10:20:00,11:25:00,11:40:00,01:05:00,00:15:00,,SKU 10186194 ,
9,2024-02-28 00:00:00,2024-02-28 00:00:00,1000462293,420,Poznan 3,4200218376 / 9185943067,Eingelagert,42,80,ok,10:35:00,11:45:00,12:15:00,01:10:00,00:30:00,12:20:00,,
9,2024-02-28 00:00:00,2024-02-28 00:00:00,1000462292,480,Poznan 4,4200218229 / 9185918635,Eingelagert,46,80,ok,11:10:00,12:20:00,13:05:00,01:10:00,00:45:00,14:05:00,,
9,2024-02-29 00:00:00,2024-02-29 00:00:00,,,Shuttle LC 1,9185988386 / 9185971402 / 9185978259,Eingelagert,31 / 1 / 1,80,,06:20:00,06:30:00,06:45:00,00:10:00,00:15:00,,SKU 10186194 / 10198459 / 10198491 // 9185978259 Status 70 passt aber so,
9,2024-02-29 00:00:00,2024-02-29 00:00:00,1000462297,720,Poznan 5,4200218469 / 9185955378,Eingelagert,39,80,ok,06:57:00,08:10:00,08:35:00,01:13:00,00:25:00,08:40:00,,
9,2024-02-29 00:00:00,2024-02-29 00:00:00,,,Shuttle LC 2,9185993847,Eingelagert,33,80,,07:15:00,07:25:00,07:40:00,00:10:00,00:15:00,,SKU 10186194 / 10198465 / 10198491,
9,2024-02-29 00:00:00,2024-02-29 00:00:00,1000462926,720,Poznan 6,"4200218374/9185911988, 4300944147/9185918972",Eingelagert,43 / 1,80,ok,08:04:00,08:40:00,09:05:00,00:36:00,00:25:00,09:10:00,,
9,2024-02-29 00:00:00,2024-02-29 00:00:00,,480,Gizeh 2,186968291,Eingelagert,34,no-TnT,,08:45:00,09:30:00,10:00:00,00:45:00,00:30:00,10:05:00,,
9,2024-02-29 00:00:00,2024-02-29 00:00:00,,,Shuttle LC 3,9185978513,Eingelagert,33,80,,08:20:00,08:20:00,08:35:00,00:00:00,00:15:00,,SKU 10198468 / 10198491,
9,2024-02-29 00:00:00,2024-02-29 00:00:00,,,Shuttle LC 4,9186010345,Eingelagert,33,80,,09:00:00,09:45:00,10:00:00,00:45:00,00:15:00,,SKU 10186059,
9,2024-02-29 00:00:00,2024-02-29 00:00:00,1000462250,240,Pecs 4,4300943491/9185903730,Eingelagert,34,80,ok,09:05:00,11:35:00,12:05:00,02:30:00,00:30:00,12:10:00,,
9,2024-02-29 00:00:00,2024-02-29 00:00:00,,,Shuttle LC 5,9185981208,Eingelagert,33,80,,10:45:00,11:30:00,11:50:00,00:45:00,00:20:00,,SKU 10186059 / 10196264,
9,2024-02-29 00:00:00,2024-02-29 00:00:00,1000462252,480,Pecs 5,4300944384 / 9185964139,Eingelagert,34,80,ok,11:00:00,12:10:00,12:35:00,01:10:00,00:25:00,12:40:00,,
9,2024-03-01 00:00:00,2024-03-01 00:00:00,,,Shuttle LC 1,9186007580,Eingelagert,33,80,,05:55:00,06:00:00,06:15:00,00:05:00,00:15:00,,SKU 10196264 / 10198466,
9,2024-03-01 00:00:00,2024-03-01 00:00:00,1000462859,180,Poznan 7,4200218585/9185985170,Eingelagert,47,80,ok,06:40:00,07:10:00,07:50:00,00:30:00,00:40:00,07:55:00,,
9,2024-03-01 00:00:00,2024-03-01 00:00:00,,,Shuttle LC 2,9186007580,Eingelagert,33,80,,06:40:00,06:45:00,07:00:00,00:05:00,00:15:00,,SKU 10198469,
9,2024-03-01 00:00:00,2024-03-01 00:00:00,,720,Gizeh 3,186970368,Eingelagert,34,no-TnT,,07:36:00,08:10:00,08:35:00,00:34:00,00:25:00,08:40:00,,
9,2024-03-01 00:00:00,2024-03-01 00:00:00,,,Shuttle LC 3,9186005616,Eingelagert,33,80,,07:35:00,08:20:00,08:35:00,00:45:00,00:15:00,,SKU 10198469 / 10198472,
9,2024-03-01 00:00:00,2024-03-01 00:00:00,1000462328,180,Poznan 8,4200218586/9185953256,Eingelagert,46,80,ok,08:05:00,09:25:00,10:15:00,01:20:00,00:50:00,10:20:00,,
9,2024-03-01 00:00:00,2024-03-01 00:00:00,,,Shuttle LC 4,9186016916,Eingelagert,33,80,,09:00:00,09:40:00,09:55:00,00:40:00,00:15:00,,SKU 10198465 / 10198469,
9,2024-03-01 00:00:00,2024-03-01 00:00:00,,420,Gizeh 4,186970369,Eingelagert,34,,,10:25:00,11:00:00,11:35:00,00:35:00,00:35:00,11:40:00,,
9,2024-03-01 00:00:00,2024-03-01 00:00:00,,,Shuttle LC 5,9186005061,Eingelagert,33,80,,10:25:00,10:55:00,11:05:00,00:30:00,00:10:00,,SKU 10198469 / 10198491,
10,2024-03-04 00:00:00,2024-03-04 00:00:00,,,Shuttle LC 1,9186034135,Eingelagert,33,80,,06:20:00,07:00:00,07:15:00,00:40:00,00:15:00,,SKU 10198469,
10,2024-03-04 00:00:00,2024-03-04 00:00:00,,,Shuttle LC 2,9186022281,Gebucht,33,80,,08:05:00,08:15:00,08:30:00,00:10:00,00:15:00,,SKU 10198469 / 10198491,
10,2024-03-04 00:00:00,2024-03-04 00:00:00,1000462245,420,Pecs 1,4300944588 / 9185979962,,,,,09:05:00,,,1903-12-31 14:55:00,00:00:00,,,
10,2024-03-04 00:00:00,2024-03-04 00:00:00,,,,,,,,,,,,00:00:00,00:00:00,,,
10,2024-03-04 00:00:00,2024-03-04 00:00:00,,,,,,,,,,,,00:00:00,00:00:00,,,
10,2024-03-04 00:00:00,2024-03-04 00:00:00,,,,,,,,,,,,00:00:00,00:00:00,,,
10,2024-03-04 00:00:00,2024-03-04 00:00:00,,,,,,,,,,,,00:00:00,00:00:00,,,
10,2024-03-04 00:00:00,2024-03-04 00:00:00,,,,,,,,,,,,00:00:00,00:00:00,,,
10,2024-03-04 00:00:00,2024-03-04 00:00:00,,,,,,,,,,,,00:00:00,00:00:00,,,
10,2024-03-04 00:00:00,2024-03-04 00:00:00,,,,,,,,,,,,00:00:00,00:00:00,,,
10,2024-03-04 00:00:00,2024-03-04 00:00:00,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
53,,,,,,,,,,,,,,00:00:00,00:00:00,,,
