Auto.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Echtzeit vom Büro,Echtzeit vom Büro.1,Echtzeit vom Büro.2,Auto..1,Auto. ,Echtzeit vom Büro.3,Unnamed: 17,Unnamed: 18
KW,Geplantes Ankunftsdatum lt Liste DHL,Ist Datum,SCI,Lenkzeit,Soure Location,LS Nummern,Status,Anzahl Paletten,Arrival Monitor ,SCI OTM,Ankunft Office,Entladung gestartet ,Entladung beendet ,Wartezeit bis Entladebeginn   ,Entladungszeit  ,Unloaded at Bayreuth (Documents finished),Bemerkungen( bei Shuttle SKU),
nn,dd.mm.yy,dd.mm.yy,10000xxxxx,in Minuten,Schreibe,Schreibe,Auswahlliste,nn,80,ok,hh:mm,hh:mm,hh:mm,hh:mm,hh:mm,hh:mm,Schreibe,
3,2024-01-19 00:00:00,2024-01-19 00:00:00,,,Shuttle LC  1,9185348539,Eingelagert,33,80,,06:20:00,06:25:00,,00:05:00,1903-12-31 17:35:00,,SKU 10186059 / 10186200,
3,2024-01-19 00:00:00,2024-01-19 00:00:00,1000451047,480,Ploiesti 2,4300937147 / 9185250520,Eingelagert,28,no-TnT,ok,07:10:00,07:30:00,07:50:00,00:20:00,00:20:00,07:55:00,,00:40:00
3,2024-01-19 00:00:00,2024-01-19 00:00:00,,,Shuttle LC 2,9185346730,Eingelagert,33,,,07:35:00,07:30:00,07:50:00,1903-12-31 23:55:00,00:20:00,,SKU 10186200,
3,2024-01-19 00:00:00,2024-01-19 00:00:00,1000452115,600,Pecs 6 ,4300937381 / 9185289166 4300937380 / 9185224281,Eingelagert,18 // 15,80,ok,07:50:00,08:30:00,08:45:00,00:40:00,00:15:00,,,00:55:00
3,2024-01-19 00:00:00,2024-01-19 00:00:00,,180,Gizeh 8,186901875,Eingelagert,34,,,08:50:00,09:20:00,09:45:00,00:30:00,00:25:00,09:50:00,,00:55:00
3,2024-01-19 00:00:00,2024-01-19 00:00:00,,,Shuttle LC 3,9185308543,Eingelagert,33,80,,13:45:00,14:00:00,14:20:00,00:15:00,00:20:00,,SKU 10186180 / 10186243,
3,2024-01-19 00:00:00,2024-01-19 00:00:00,,,Shuttle LC 4,9185340451,Eingelagert,33,80,,15:50:00,16:10:00,16:30:00,00:20:00,00:20:00,,SKU 10186200 / 10186243 / 10193241  // gelöst kann gebucht werden,
4,2024-01-22 00:00:00,2024-01-22 00:00:00,1000452117,300,Pecs 1,4300937581 / 9185317295,Eingelagert,33,80,ok,07:20:00,07:35:00,07:55:00,00:15:00,00:20:00,08:10:00,,00:35:00
4,2024-01-22 00:00:00,2024-01-22 00:00:00,,,Krage Potsdam,3202694395,Eingelagert,1,80,,08:00:00,08:05:00,08:05:00,00:05:00,00:00:00,08:05:00,,00:05:00
4,2024-01-22 00:00:00,2024-01-22 00:00:00,1000451652,240,Poznan 1,4200215420 / 9185335848 4300937848 / 9185323640,Eingelagert,45 / 1,80,ok,08:10:00,08:40:00,09:50:00,00:30:00,01:10:00,10:00:00,,01:40:00
4,2024-01-22 00:00:00,2024-01-22 00:00:00,1000453120,480,Kanfanar 1,4300937580 / 9185306852,Eingelagert,15,80,ok,08:45:00,08:50:00,09:10:00,00:05:00,00:20:00,10:05:00,,00:25:00
4,2024-01-22 00:00:00,2024-01-22 00:00:00,,,Shuttle LC 1,9185374125,Eingelagert,33,80,,09:10:00,12:45:00,13:05:00,03:35:00,00:20:00,,SKU 10186180 / 10193241 // gelöst kann gebucht werden,
4,2024-01-22 00:00:00,2024-01-22 00:00:00,,,Shutlle LC 2,9185368819,Eingelagert,33,80,ok,09:45:00,10:10:00,10:20:00,00:25:00,00:10:00,,SKU 10186065,
4,2024-01-22 00:00:00,2024-01-22 00:00:00,,,Shuttle LC 3,9185371867,Eingelagert,33,80,,11:50:00,12:00:00,12:25:00,00:10:00,00:25:00,,SKU 10186065,
4,2024-01-22 00:00:00,2024-01-22 00:00:00,1000452128,480,Pecs 2,4300937840 / 9185337647,Eingelagert,36,80,ok,14:55:00,15:00:00,15:30:00,00:05:00,00:30:00,15:35:00,,00:35:00
4,2024-01-22 00:00:00,2024-01-22 00:00:00,1000452118,300,Pecs 3,4300937812 / 9185306681,Eingelagert,33,80,ok,15:25:00,15:50:00,16:10:00,00:25:00,00:20:00,16:15:00,,00:45:00
4,2024-01-23 00:00:00,2024-01-23 00:00:00,,,Shuttle LC 1,9185363722,Eingelagert,33,80,,06:10:00,06:15:00,06:30:00,00:05:00,00:15:00,,SKU 10186065,
4,2024-01-23 00:00:00,2024-01-23 00:00:00,,,Shuttle LC 2,9185391350,Eingelagert,33,80,,07:00:00,07:15:00,07:30:00,00:15:00,00:15:00,,SKU 10186065 / 10186180,
4,2024-01-23 00:00:00,2024-01-23 00:00:00,,,Shuttle LC 3,9185396156,Eingelagert,33,80,,08:10:00,08:15:00,08:30:00,00:05:00,00:15:00,,SKU 10186065 / 10186180 / 10186199 / 10186200,
4,2024-01-23 00:00:00,2024-01-23 00:00:00,,480,Gizeh 1,186879051,Eingelagert,34,,,08:05:00,08:40:00,09:00:00,00:35:00,00:20:00,09:05:00,,00:55:00
4,2024-01-23 00:00:00,2024-01-23 00:00:00,1000453192,420,Poznan 2,4200215511 / 9185355216,Eingelagert,44,80,ok,10:05:00,11:05:00,11:40:00,01:00:00,00:35:00,11:45:00,,01:35:00
4,2024-01-23 00:00:00,2024-01-23 00:00:00,,,Shuttle LC 4,9185398927,Eingelagert,33,80,,10:50:00,11:05:00,11:25:00,00:15:00,00:20:00,,SKU 10186065,
4,2024-01-23 00:00:00,2024-01-23 00:00:00,1000451027,240,Kanfanar 2,4300937860 / 9185323271,Eingelagert,9,80,ok,15:00:00,15:30:00,15:40:00,00:30:00,00:10:00,15:55:00,,00:40:00
4,2024-01-24 00:00:00,2024-01-24 00:00:00,,,Shuttle LC 1,9185405944,Eingelagert,33,80,,07:05:00,07:10:00,07:25:00,00:05:00,00:15:00,,SKU 10186065,
4,2024-01-24 00:00:00,2024-01-24 00:00:00,,420,Gizeh 2,186928265,Eingelagert,34,,,08:55:00,09:15:00,09:40:00,00:20:00,00:25:00,09:45:00,,00:45:00
4,2024-01-25 00:00:00,2024-01-25 00:00:00,,420,Gizeh 3,186925716,Eingelagert,34,,,08:25:00,08:40:00,09:10:00,00:15:00,00:30:00,09:15:00,,00:45:00
4,2024-01-25 00:00:00,2024-01-25 00:00:00,,,Shuttle LC 1,9185436138,Eingelagert,33,80,,09:15:00,09:20:00,09:35:00,00:05:00,00:15:00,,SKU 10186065 / 10188935,
4,2024-01-25 00:00:00,2024-01-25 00:00:00,1000453899,480,Pecs 4,4300938375 / 9185378621,Eingelagert,33,80,ok,09:30:00,09:50:00,10:20:00,00:20:00,00:30:00,11:10:00,,00:50:00
4,2024-01-25 00:00:00,2024-01-25 00:00:00,1000453193,540,Poznan 3,4200215773 / 9185400947,Eingelagert,47,80,ok,10:00:00,11:15:00,11:55:00,01:15:00,00:40:00,12:00:00,,01:55:00
4,2024-01-25 00:00:00,2024-01-25 00:00:00,1000454542,300,Poznan 4,4200215775 / 9185367434,Eingelagert,44,80,ok,11:55:00,12:15:00,13:00:00,00:20:00,00:45:00,13:10:00,,01:05:00
4,2024-01-25 00:00:00,2024-01-25 00:00:00,1000453671,300,Pecs 5,4300938649 / 9185399216,Eingelagert,34,80,ok,12:00:00,13:15:00,13:40:00,01:15:00,00:25:00,13:45:00,,01:40:00
4,2024-01-25 00:00:00,2024-01-25 00:00:00,,,Shuttle LC 2,9185427690,Eingelagert,33,80,,12:20:00,12:25:00,12:45:00,00:05:00,00:20:00,,SKU 10186059 / 10186211 / 10188935,
4,2024-01-26 00:00:00,2024-01-26 00:00:00,,,Shuttle LC 1,9185462127,Eingelagert,33,80,,07:05:00,07:15:00,07:25:00,00:10:00,00:10:00,,SKU 10186059,
4,2024-01-26 00:00:00,2024-01-26 00:00:00,,,Shuttle LC 2,9185424092,Eingelagert,33,80,,08:00:00,08:05:00,08:20:00,00:05:00,00:15:00,,SKU 10186059 / 10186211 / 10188952,
4,2024-01-26 00:00:00,2024-01-26 00:00:00,,420,Gizeh 4,186938093,Eingelagert,34,,,08:15:00,08:35:00,09:15:00,00:20:00,00:40:00,09:20:00,,01:00:00
4,2024-01-26 00:00:00,2024-01-26 00:00:00,,390,Gizeh 5,186938092,Eingelagert,34,,,08:30:00,08:50:00,09:30:00,00:20:00,00:40:00,09:35:00,,01:00:00
4,2024-01-26 00:00:00,2024-01-26 00:00:00,1000453194,300,Poznan 5,4300938864 / 9185421677 4200215880 / 9185426856,Eingelagert,49 / 3,80,ok,08:30:00,10:15:00,10:40:00,01:45:00,00:25:00,10:45:00,,02:10:00
4,2024-01-26 00:00:00,2024-01-26 00:00:00,,,Shuttle LC 3,9185294379,Eingelagert,33,80,,12:00:00,12:10:00,12:25:00,00:10:00,00:15:00,,SKU 10186059 / 10188935 ,
5,2024-01-29 00:00:00,2024-01-29 00:00:00,,,Shutlle LC 1,9185416733,Eingelagert,33,80,,07:25:00,07:30:00,07:45:00,00:05:00,00:15:00,,SKU 10186059,
5,2024-01-29 00:00:00,2024-01-29 00:00:00,1000453900,600,Pecs 1,4300939068 / 9185436903,Eingelagert,33,80,ok,08:00:00,08:15:00,08:45:00,00:15:00,00:30:00,09:45:00,,00:45:00
5,2024-01-29 00:00:00,2024-01-29 00:00:00,,,Shutlle LC 2,9185479979,Eingelagert,33,80,,08:15:00,08:15:00,08:25:00,00:00:00,00:10:00,,SKU 10186059,
5,2024-01-29 00:00:00,2024-01-29 00:00:00,,540,Gizeh 1,186927795 / 186887520 ,Eingelagert,34,,,08:20:00,08:40:00,09:05:00,00:20:00,00:25:00,09:10:00,,00:45:00
5,2024-01-29 00:00:00,2024-01-29 00:00:00,,,Shuttle LC 3,9185482786,Eingelagert,33,80,,09:45:00,09:50:00,10:10:00,00:05:00,00:20:00,,SKU 10186059,
5,2024-01-30 00:00:00,2024-01-30 00:00:00,,,Shuttle LC 1,9185484921,Eingelagert,33,80,,07:25:00,07:30:00,07:40:00,00:05:00,00:10:00,,SKU 10186059,
5,2024-01-30 00:00:00,2024-01-30 00:00:00,1000455762,600,Poznan 1,4200216134 / 9185363392,Eingelagert,48,80,ok,08:40:00,08:55:00,09:25:00,00:15:00,00:30:00,09:30:00,,00:45:00
5,2024-01-30 00:00:00,2024-01-30 00:00:00,,,Shuttle LC 2,9185508828,Eingelagert,33,80,,11:00:00,11:05:00,11:15:00,00:05:00,00:10:00,,SKU 10186059 / 10188935 ,
5,2024-01-30 00:00:00,2024-01-30 00:00:00,1000454974,120,Poznan 2,4200216135 / 9185469925,Eingelagert,43,80,ok,14:05:00,15:40:00,16:10:00,01:35:00,00:30:00,1904-01-17 04:48:00,,02:05:00
5,2024-01-31 00:00:00,2024-01-31 00:00:00,,600,Gizeh 2,186937171 / 186946612 ,Eingelagert,34,,,08:15:00,08:20:00,08:45:00,00:05:00,00:25:00,08:50:00,,00:30:00
5,2024-01-31 00:00:00,2024-01-31 00:00:00,,,Shuttle LC 1,9185515533,Eingelagert,24,80,,08:50:00,08:55:00,09:05:00,00:05:00,00:10:00,,SKU 10186059,
5,2024-01-31 00:00:00,2024-01-31 00:00:00,,300,Gizeh 3,186942937,Eingelagert,34,,,09:10:00,09:20:00,10:00:00,00:10:00,00:40:00,10:05:00,,00:50:00
5,2024-01-31 00:00:00,2024-01-31 00:00:00,1000455608,300,Pecs 2,4300939468 / 9185455533,Eingelagert,33,80,ok,10:40:00,10:50:00,11:10:00,00:10:00,00:20:00,11:15:00,,00:30:00
5,2024-01-31 00:00:00,2024-01-31 00:00:00,1000454972,720,Poznan 3,4200216337 / 9185428111,Eingelagert,42,80,ok,12:40:00,13:00:00,13:25:00,00:20:00,00:25:00,13:30:00,,00:45:00
5,2024-01-31 00:00:00,2024-01-31 00:00:00,1000454976,240,Poznan 4,4200216333 / 9185493585,Eingelagert,44,80,ok,13:10:00,14:10:00,14:40:00,01:00:00,00:30:00,15:00:00,,01:30:00
5,2024-02-01 00:00:00,2024-02-01 00:00:00,1000454977,420,Poznan 5,4200216424 / 9185496492,Eingelagert,47,80,ok,06:50:00,07:10:00,07:50:00,00:20:00,00:40:00,07:55:00,,
5,2024-02-01 00:00:00,2024-02-01 00:00:00,1000455626,540,Pecs 3,4300939118 / 9185444631 4300939118 / 9185444630,Eingelagert,18 / 15,80,ok,06:55:00,07:25:00,07:45:00,00:30:00,00:20:00,07:50:00,,
5,2024-02-01 00:00:00,2024-02-01 00:00:00,,540,Gizeh 4,186932266 / 186922565 ,Eingelagert,34,,,08:30:00,08:45:00,09:10:00,00:15:00,00:25:00,09:20:00,,
5,2024-02-02 00:00:00,2024-02-02 00:00:00,1000454970,540,Poznan 6,4200216538 / 9185488031,Eingelagert,41,80,ok,06:05:00,07:00:00,07:30:00,00:55:00,00:30:00,07:35:00,,
5,2024-02-02 00:00:00,2024-02-02 00:00:00,,540,Gizeh 5,186878666 / 186883739,Eingelagert,34,,,07:55:00,08:10:00,08:30:00,00:15:00,00:20:00,08:35:00,,
5,2024-02-02 00:00:00,2024-02-02 00:00:00,,540,Gizeh 6,186924771,Eingelagert,34,,,08:35:00,08:50:00,09:30:00,00:15:00,00:40:00,09:45:00,,
5,2024-02-02 00:00:00,2024-02-02 00:00:00,1000455627,240,Pecs 4,4300939725 / 9185509958,Eingelagert,33,80,ok,09:00:00,09:40:00,10:10:00,00:40:00,00:30:00,10:15:00,,
5,2024-02-02 00:00:00,2024-02-02 00:00:00,1000455609,180,Pecs 5,4300939850 / 9185429553 4300939851 / 9185429554,Eingelagert,22 / 11,80,ok,10:20:00,11:10:00,11:35:00,00:50:00,00:25:00,11:40:00,,
5,2024-02-02 00:00:00,2024-02-02 00:00:00,1000455662,180,Pecs 6,4300939724 / 9185515615 4300939723 / 9185509957,Eingelagert,30 // 3,80,ok,15:40:00,15:45:00,16:10:00,00:05:00,00:25:00,16:15:00,,
6,2024-02-05 00:00:00,2024-02-05 00:00:00,,,Shuttle HEG 1,3202464906,Eingelagert,1,,,06:25:00,06:30:00,06:35:00,00:05:00,00:05:00,,,
6,2024-02-05 00:00:00,2024-02-05 00:00:00,,,Shuttle LC 1,9185572824,Eingelagert,33,80,,07:25:00,07:30:00,07:45:00,00:05:00,00:15:00,,SKU 10186059,
6,2024-02-05 00:00:00,2024-02-05 00:00:00,1000455628,540,Pecs 1,4300939915 / 9185534487,Eingelagert,30,80,ok,07:45:00,08:10:00,08:30:00,00:25:00,00:20:00,08:35:00,,
6,2024-02-05 00:00:00,2024-02-05 00:00:00,,540,Gizeh 1,186938903 / 186845459 ,Eingelagert,34,,,08:05:00,08:20:00,09:10:00,00:15:00,00:50:00,09:15:00,,
6,2024-02-05 00:00:00,2024-02-05 00:00:00,,,Shuttle LC 2,9185520354,Eingelagert,33,80,,08:30:00,08:40:00,08:55:00,00:10:00,00:15:00,,SKU 10186059,
6,2024-02-05 00:00:00,2024-02-05 00:00:00,1000454973,720,Poznan 1,4200216669 / 9185562315,Eingelagert,43,80,ok,09:30:00,10:30:00,10:55:00,01:00:00,00:25:00,11:05:00,,
6,2024-02-05 00:00:00,2024-02-05 00:00:00,,,Shuttle LC 3,9185598186,Eingelagert,33,80,,10:15:00,10:20:00,10:35:00,00:05:00,00:15:00,,SKU 10186059,
6,2024-02-05 00:00:00,2024-02-05 00:00:00,,,Shuttle LC 4,9185598088,Eingelagert,33,80,,11:30:00,11:55:00,12:15:00,00:25:00,00:20:00,,SKU 10186059,
6,2024-02-06 00:00:00,2024-02-06 00:00:00,,,Shuttle LC 1,9185604841,Eingelagert,33,,,06:15:00,06:20:00,06:40:00,00:05:00,00:20:00,,SKU 10186059,
6,2024-02-06 00:00:00,2024-02-06 00:00:00,1000456660,540,Poznan 2,4300940410 / 9185581398 4200216789 / 9185578938,Eingelagert,42 // 1,80,ok,07:25:00,08:10:00,08:30:00,00:45:00,00:20:00,08:40:00,,
6,2024-02-06 00:00:00,2024-02-06 00:00:00,,,Shuttle LC 2,9185621486,Eingelagert,33,80,,07:30:00,07:40:00,08:00:00,00:10:00,00:20:00,,SKU 10186059,
6,2024-02-06 00:00:00,2024-02-06 00:00:00,,,Shuttle LC 3,9185614193,Eingelagert,33,80,,09:40:00,09:50:00,10:05:00,00:10:00,00:15:00,,SKU 10186059 / 10186201,
6,2024-02-06 00:00:00,2024-02-06 00:00:00,1000457417,360,Poznan 3,4200216792 / 9185568462,Eingelagert,44,80,ok,10:35:00,11:10:00,11:40:00,00:35:00,00:30:00,11:45:00,,
6,2024-02-06 00:00:00,2024-02-06 00:00:00,,,Shuttle LC 4,9185542549,Eingelagert,33,80,,11:25:00,12:40:00,13:00:00,01:15:00,00:20:00,,SKU 10186059 / 101862001,
6,2024-02-06 00:00:00,2024-02-06 00:00:00,1000455629,180,Pecs 2,4200216695 / 9185560320 4200216693 / 9185562206,Eingelagert,27 / 3,80,ok,13:10:00,14:00:00,14:25:00,00:50:00,00:25:00,14:35:00,,
6,2024-02-07 00:00:00,2024-02-07 00:00:00,,,Shuttle LC 1 ,9185624203,Eingelagert,33,80,ok,06:05:00,06:10:00,06:25:00,00:05:00,00:15:00,,SKU 10186059 / 10186201 / 10196274,
6,2024-02-07 00:00:00,2024-02-07 00:00:00,,,Shuttle LC 2,9185639091,Eingelagert,33,80,ok,07:10:00,07:45:00,08:10:00,00:35:00,00:25:00,,SKU 10186059,
6,2024-02-07 00:00:00,2024-02-07 00:00:00,1000457405,540,Poznan 4,4200216866 / 9185597828,Eingelagert,42,80,ok,06:40:00,07:40:00,08:20:00,01:00:00,00:40:00,08:30:00,,
6,2024-02-07 00:00:00,2024-02-07 00:00:00,1000456661,360,Poznan 5,4200216867 / 9185547214,Eingelagert,44,80,ok,07:30:00,10:50:00,11:20:00,03:20:00,00:30:00,11:20:00,,
6,2024-02-07 00:00:00,2024-02-07 00:00:00,,390,Gizeh 2,186958642,Eingelagert,34,,,08:35:00,09:00:00,09:35:00,00:25:00,00:35:00,09:40:00,,
6,2024-02-07 00:00:00,2024-02-07 00:00:00,,,Shuttle LC 3,9185641922,Eingelagert,33,80,ok,08:55:00,09:30:00,09:45:00,00:35:00,00:15:00,,SKU 10186059,
6,2024-02-07 00:00:00,2024-02-07 00:00:00,,,Shuttle LC 4,9185629592,Eingelagert,33,80,ok,10:15:00,10:55:00,11:20:00,00:40:00,00:25:00,,SKU 10186059 / 10186201 / 10196274,
6,2024-02-07 00:00:00,2024-02-07 00:00:00,1000456872,270,Pecs 3,4300940626 / 9185601467,Eingelagert,33,80,ok,12:00:00,13:05:00,13:30:00,01:05:00,00:25:00,13:30:00,,
6,2024-02-07 00:00:00,2024-02-07 00:00:00,,,Shuttle LC 5,9185622222,Eingelagert,33,80,ok,12:00:00,12:35:00,13:00:00,00:35:00,00:25:00,,SKU 10186059 / 10186194 / 10186201 / 10188935 / 10196274,
6,2024-02-08 00:00:00,2024-02-08 00:00:00,,,Shuttle LC 1,9185643839,Eingelagert,33,80,,06:05:00,06:10:00,06:30:00,00:05:00,00:20:00,,SKU 10186194 / 10188935,
6,2024-02-08 00:00:00,2024-02-08 00:00:00,1000457406,540,Poznan 6,4200216949 / 9185630299,Eingelagert,42,80,ok,07:10:00,07:40:00,08:00:00,00:30:00,00:20:00,08:10:00,,
6,2024-02-08 00:00:00,2024-02-08 00:00:00,,,Shuttle LC 2,9185622664,Eingelagert,33,80,,07:30:00,07:40:00,08:00:00,00:10:00,00:20:00,,SKU 10186180 / 10186194,
6,2024-02-08 00:00:00,2024-02-08 00:00:00,1000458042,540,Kanfanar 1,4300940646 / 9185599986,Eingelagert,17,no-TnT,ok,09:25:00,09:40:00,10:00:00,00:15:00,00:20:00,10:05:00,,
6,2024-02-08 00:00:00,2024-02-08 00:00:00,1000456440,300,Ploiesti 1,4300940424 / 9185599178,Eingelagert,10,no-TnT,ok,09:50:00,10:10:00,10:20:00,00:20:00,00:10:00,10:25:00,,
6,2024-02-08 00:00:00,2024-02-08 00:00:00,,,Krage Potsdam,3202480433 / 3202722154 / 3202683772 / 3202024302 / 3202723220,Eingelagert,6,80,,08:35:00,08:45:00,09:00:00,00:10:00,00:15:00,09:05:00,,
6,2024-02-08 00:00:00,2024-02-08 00:00:00,,,Shuttle LC 3,9185672945,Eingelagert,20,80,,11:20:00,11:40:00,11:55:00,00:20:00,00:15:00,,SKU 10186180 / 10186200 / 10186211 / 10196274,
6,2024-02-08 00:00:00,2024-02-08 00:00:00,1000456662,300,Poznan 7,4200216950 / 9185619142,Eingelagert,43,80,ok,14:20:00,14:45:00,15:10:00,00:25:00,00:25:00,15:20:00,,
6,2024-02-08 00:00:00,2024-02-08 00:00:00,1000457429,180,Poznan 8,4200216948 / 9185578763,Eingelagert,42,80,ok,16:30:00,16:55:00,17:25:00,00:25:00,00:30:00,17:30:00,,
6,2024-02-09 00:00:00,2024-02-09 00:00:00,,,Shuttle LC 1,9185682424,Eingelagert,32,80,,07:15:00,07:20:00,07:35:00,00:05:00,00:15:00,,SKU 10186200 / 10188936,
6,2024-02-09 00:00:00,2024-02-09 00:00:00,1000457418,300,Poznan 9,4200217030 / 9185655407,Eingelagert,42,80,ok,07:35:00,08:10:00,08:40:00,00:35:00,00:30:00,08:45:00,,
6,2024-02-09 00:00:00,2024-02-09 00:00:00,1000456663,420,Poznan 10,4300941106 / 9185652952 4200217032 / 9185643912,Eingelagert,43 // 1,80,ok,08:35:00,10:30:00,11:00:00,01:55:00,00:30:00,11:15:00,,
6,2024-02-09 00:00:00,2024-02-09 00:00:00,,,Shuttle LC 2,9185684798,Eingelagert,33,80,,08:20:00,08:40:00,,00:20:00,1903-12-31 15:20:00,,SKU 10186200 / 10188936,
6,2024-02-09 00:00:00,2024-02-09 00:00:00,,360,Gizeh 3,186929366,Eingelagert,34,,,09:15:00,09:45:00,10:20:00,00:30:00,00:35:00,10:30:00,,
6,2024-02-09 00:00:00,2024-02-09 00:00:00,,,Shuttle LC 3,9185680113,Eingelagert,33,80,,09:26:00,10:25:00,10:45:00,00:59:00,00:20:00,,SKU 10186200 / 10188936,
6,2024-02-09 00:00:00,2024-02-09 00:00:00,,,Shuttle LC 4,9185586031,Eingelagert,16,80,,11:50:00,12:00:00,12:10:00,00:10:00,00:10:00,,SKU 10188936,
6,2024-02-09 00:00:00,2024-02-09 00:00:00,,,Krage Potsdam,3202668452,Eingelagert,1,80,,07:25:00,07:30:00,07:30:00,00:05:00,00:00:00,07:30:00,,
7,2024-02-12 00:00:00,2024-02-12 00:00:00,,,Shuttle LC 1,9185565672,Eingelagert,33,80,,06:30:00,06:35:00,06:55:00,00:05:00,00:20:00,07:00:00,SKU 10188936,
7,2024-02-12 00:00:00,2024-02-12 00:00:00,1000457320,540,Kanfanar 1,4300941441 / 9185689197,Eingelagert,29,no-TnT,ok,07:50:00,08:10:00,08:30:00,00:20:00,00:20:00,08:35:00,,
7,2024-02-12 00:00:00,2024-02-12 00:00:00,1000457319,540,Kanfanar 2,4300941442 / 9185646932,Eingelagert,30,no-TnT,ok,07:55:00,08:15:00,08:40:00,00:20:00,00:25:00,08:45:00,,
7,2024-02-12 00:00:00,2024-02-12 00:00:00,1000456873,480,Pecs 1,4300941089 / 9185643309,Eingelagert,33,80,ok,08:05:00,08:50:00,09:10:00,00:45:00,00:20:00,09:10:00,,
7,2024-02-12 00:00:00,2024-02-12 00:00:00,,,Shuttle LC 2,9185701167,Eingelagert,33,80,,07:45:00,07:45:00,08:05:00,00:00:00,00:20:00,,SKU 10186065 / 10186200,
7,2024-02-12 00:00:00,2024-02-12 00:00:00,,,Shuttle LC 3,9185704340,Eingelagert,33,80,,08:50:00,09:10:00,09:30:00,00:20:00,00:20:00,,SKU 10186065 / 10186211,
7,2024-02-12 00:00:00,2024-02-12 00:00:00,,,Shuttle LC 4,9185680284,Eingelagert,33,80,,10:25:00,10:30:00,10:50:00,00:05:00,00:20:00,,SKU 10186065 / 10186211,
7,2024-02-12 00:00:00,2024-02-12 00:00:00,1000457408,300,Poznan 1,4200217092 / 9185662133,Eingelagert,47,80,ok,12:35:00,12:50:00,13:20:00,00:15:00,00:30:00,13:25:00,,
7,2024-02-12 00:00:00,2024-02-12 00:00:00,,,Shuttle LC 5,9185706856,Eingelagert,33,80,,12:45:00,12:45:00,13:10:00,00:00:00,00:25:00,,SKU 10186065 / 10186200 / 10188936,
7,2024-02-13 00:00:00,2024-02-13 00:00:00,,,Shuttle LC 1,9185709993,Eingelagert,33,80,,06:15:00,06:20:00,06:40:00,00:05:00,00:20:00,,SKU 10186065 / 10186200 / 10186211 / 10188936,
7,2024-02-13 00:00:00,2024-02-13 00:00:00,1000458820,120,Poznan 2,4200217193 / 9185687313 4300941477 / 9185687314,Eingelagert,44 // 1,80,,07:30:00,08:00:00,08:35:00,00:30:00,00:35:00,08:40:00,,
7,2024-02-13 00:00:00,2024-02-13 00:00:00,,420,Gizeh 1,186959670,Eingelagert,34,no-TnT,,07:35:00,08:30:00,09:00:00,00:55:00,00:30:00,09:05:00,,
7,2024-02-13 00:00:00,2024-02-13 00:00:00,,,Shuttle LC 2,9185689948,Eingelagert,33,80,,07:35:00,07:40:00,08:05:00,00:05:00,00:25:00,,SKU 10186065,
7,2024-02-13 00:00:00,2024-02-13 00:00:00,,540,Gizeh 2,186967213,Eingelagert,34,no-TnT,,07:55:00,08:35:00,09:00:00,00:40:00,00:25:00,09:22:00,,
7,2024-02-13 00:00:00,2024-02-13 00:00:00,,,Krage Potsdam,3202653471 // ADM- Ware,Eingelagert,1 // 4,80,,08:35:00,08:40:00,08:50:00,00:05:00,00:10:00,,,
7,2024-02-13 00:00:00,2024-02-13 00:00:00,,,Shuttle LC 3,9185713360,Eingelagert,33,,,09:10:00,09:15:00,09:35:00,00:05:00,00:20:00,,SKU 10186065,
7,2024-02-13 00:00:00,2024-02-13 00:00:00,,,Shuttle LC 4,9185724097,Eingelagert,33,80,,10:10:00,10:15:00,10:35:00,00:05:00,00:20:00,,SKU 10186065  / 10196254 ,
7,2024-02-13 00:00:00,2024-02-13 00:00:00,,,Shuttle LC 5,9185715564,Eingelagert,33,80,,11:35:00,11:40:00,12:00:00,00:05:00,00:20:00,,SKU 10186065 ,
7,2024-02-14 00:00:00,2024-02-14 00:00:00,,,Shuttle LC 1,9185686991,Eingelagert,33,80,,06:55:00,07:00:00,07:16:00,00:05:00,00:16:00,,SKU 10193241,
7,2024-02-14 00:00:00,2024-02-14 00:00:00,,,Shuttle LC 2,9185745968,Eingelagert,33,80,,07:55:00,08:00:00,08:20:00,00:05:00,00:20:00,,SKU 10186211 / 10188952,
7,2024-02-14 00:00:00,2024-02-14 00:00:00,1000458833,480,Poznan 3,4200217311 / 9185716551,Eingelagert,45,80,ok,07:40:00,07:50:00,08:25:00,00:10:00,00:35:00,08:30:00,,
7,2024-02-14 00:00:00,2024-02-14 00:00:00,,540,Gizeh 3,186969662,Eingelagert,33,,,08:15:00,08:40:00,09:10:00,00:25:00,00:30:00,09:15:00,,
7,2024-02-14 00:00:00,2024-02-14 00:00:00,1000458766,240,Kanfanar 3,4300941718 / 9185671734,Eingelagert,34,no-TnT,ok,08:40:00,09:25:00,09:40:00,00:45:00,00:15:00,09:45:00,,
7,2024-02-14 00:00:00,2024-02-14 00:00:00,1000458812,360,Pecs 2,4300941325 / 9185665909 4300941325 / 9185665908,Eingelagert,25 // 8,80,ok,09:55:00,10:05:00,10:30:00,00:10:00,00:25:00,10:35:00,,
