SapOrderNumber,ItemNumber,KVP,Outers,CorrespondingCartons,CorrespondingOuters,CorrespondingPackages,PackagesPerOuter,InternationalArticleNumberForOuter,MaterialNumber,ParentItemNumber,InternationalArticleNumberForMastercase,OuterPerMastercase,CorrespondingMastercases,CorrespondingPallets,MastercasePerPallet,VolumeInMTQ,MaterialGroup,MaterialType,TPDIndicator,OUT,VolInThKg,PlannedDate,IsReturnDelivery,IsDeleted
3202612720,000160,96.0,20,1,0,0,8,4031300297902,10187140,,4031300298381,20,1,0,42,0.032149000000000004,,,,,,07.11.2023,False,False
3202612720,000170,108.0,16,1,0,0,12,4031300297889,10187080,,4031300298367,16,1,0,48,0.028530999999999997,,,,,,07.11.2023,False,False
3202612720,000180,58.5,75,3,0,0,3,4031300297834,10189149,,4031300298312,25,3,0,49,0.090375,,,,,,07.11.2023,False,False
3202612720,000190,99.0,20,1,0,0,6,4031300297803,10189159,,4031300298282,20,1,0,42,0.032149000000000004,,,,,,07.11.2023,False,False
3202612720,000200,78.0,25,1,0,0,10,4031300296097,10186592,,4031300296271,25,1,0,42,0.029541,,,,,,07.11.2023,False,False
3202612720,000210,99.0,20,1,0,0,6,4031300297650,10187573,,4031300298138,20,1,0,42,0.033852,,,,,,07.11.2023,False,False
3202612720,000220,108.0,16,1,0,0,12,4031300297575,10186224,,4031300298053,16,1,0,48,0.035397,,,,,,07.11.2023,False,False
3202612720,000230,78.0,25,1,0,0,10,4031300295199,10178580,,4031300295618,25,1,0,42,0.029541,,,,,,07.11.2023,False,False
3202612720,000240,82.0,25,1,0,0,10,4031300295311,10178603,,4031300295731,25,1,0,56,0.027531,,,,,,07.11.2023,False,False
3202612720,000250,82.0,100,4,0,0,10,4031300295335,10178619,,4031300295755,25,4,0,56,0.110124,,,,,,07.11.2023,False,False
3202612720,000260,108.0,16,1,0,0,12,4031300297025,10179889,,4031300297414,16,1,0,48,0.028530999999999997,,,,,,07.11.2023,False,False
3202612720,000270,80.0,20,1,0,0,8,4031300296950,10186805,,4031300297346,20,1,0,42,0.030125,,,,,,07.11.2023,False,False
3202612720,000280,80.0,840,42,0,0,8,4031300296813,10186705,,4031300297209,20,0,1,42,1.711,,,,,,07.11.2023,False,False
3202612720,000290,108.0,32,2,0,0,12,4031300296790,10186704,,4031300297186,16,2,0,48,0.05620000000000001,,,,,,07.11.2023,False,False
3202612720,000300,60.0,100,4,0,0,3,4031300296929,10186803,,4031300297315,25,4,0,49,0.101492,,,,,,07.11.2023,False,False
3202612721,000010,160.0,16,1,0,0,20,4031300297896,10179919,,4031300298374,16,1,0,30,0.042682000000000005,,,,,,07.11.2023,False,False
3202612721,000020,160.0,32,2,0,0,20,4031300297742,10187087,,4031300298220,16,2,0,30,0.08536400000000001,,,,,,07.11.2023,False,False
3202612722,000010,29.0,25,1,0,0,10,4031300279939,10170724,,4031300279977,25,1,0,36,0.03946578,,,,,,07.11.2023,False,False
3202612722,000020,33.0,30,1,0,0,6,4031300285329,10179241,,4031300285909,30,1,0,23,0.0467232,,,,,,07.11.2023,False,False
3202612722,000030,58.0,50,1,0,0,10,4031300298756,10178388,,4031300298879,50,1,0,21,0.0451369,,,,,,07.11.2023,False,False
3202612722,000040,59.95,64,16,0,0,1,4031300299845,10186065,,4031300299876,4,16,0,40,0.5296000000000001,,,,,,07.11.2023,False,False
3202612722,000050,79.8,6,1,0,0,4,4031300282786,10186200,,4031300283066,6,1,0,35,0.033100000000000004,,,,,,07.11.2023,False,False
3202612722,000060,29.95,168,28,0,0,1,4031300299883,10188935,,4031300299944,6,0,1,28,1.692,,,,,,07.11.2023,False,False
3202612722,000070,39.95,10,1,0,0,1,4031300283196,10186211,,4031300283295,10,1,0,35,0.033100000000000004,,,,,,07.11.2023,False,False
3202612722,000080,29.95,84,14,0,0,1,4031300283400,10186059,,4031300283516,6,14,0,42,0.378,,,,,,07.11.2023,False,False
3202612722,000090,24.95,18,1,0,0,1,4031300283165,10186194,,4031300283264,18,1,0,30,0.033100000000000004,,,,,,07.11.2023,False,False
3202612722,000100,99.75,6,1,0,0,5,4031300299715,10190470,,4031300299760,6,1,0,35,0.0375,,,,,,07.11.2023,False,False
3202612722,000110,51.0,30,1,0,0,6,4031300283585,10185699,,4031300283912,30,1,0,23,0.0467232,,,,,,07.11.2023,False,False
3202612722,000120,85.0,18,1,0,0,10,4031300283622,10190456,,4031300283950,18,1,0,32,0.040142592,,,,,,07.11.2023,False,False
3202612722,000130,49.2,30,1,0,0,6,4031300283783,10185733,,4031300284117,30,1,0,23,0.0467232,,,,,,07.11.2023,False,False
3202612722,000140,39.6,60,2,0,0,6,4031300283820,10185735,,4031300284155,30,2,0,23,0.0934464,,,,,,07.11.2023,False,False
3202612722,000150,39.6,60,2,0,0,6,4031300284193,10185741,,4031300284360,30,2,0,23,0.0934464,,,,,,07.11.2023,False,False
3202612722,000160,58.0,50,1,0,0,10,4031300294796,10178108,,4031300294802,50,1,0,21,0.0439,,,,,,07.11.2023,False,False
3202612722,000170,7.5,50,5,0,0,5,4031300063286,50063231,,4031300063323,10,5,0,20,0.336,,,,,,07.11.2023,False,False
3202612722,000180,7.5,100,10,0,0,5,4031300094723,50063290,,4031300094747,10,10,0,20,0.061130000000000004,,,,,,07.11.2023,False,False
3202612723,000010,80.0,840,42,0,0,8,4031300301869,10187672,,4031300301883,20,0,1,42,1.711,,,,,,07.11.2023,False,False
3202612723,000020,80.0,1680,84,0,0,8,4031300301876,10187692,,4031300301890,20,0,2,42,3.422,,,,,,07.11.2023,False,False
3202612723,000030,107.0,25,1,0,0,10,4031300294970,10177123,,4031300295397,25,1,0,24,0.0392,,,,,,07.11.2023,False,False
3202612723,000040,85.0,175,7,0,0,10,4031300295052,10177134,,4031300295472,25,7,0,42,0.206787,,,,,,07.11.2023,False,False
3202612723,000050,82.0,25,1,0,0,10,4031300295113,10177149,,4031300295533,25,1,0,42,0.029541,,,,,,07.11.2023,False,False
3202612723,000060,85.0,25,1,0,0,10,4031300295151,10177126,,4031300295571,25,1,0,36,0.0354,,,,,,07.11.2023,False,False
3202612723,000070,82.0,25,1,0,0,10,4031300295830,10177128,,4031300295977,25,1,0,42,0.029541,,,,,,07.11.2023,False,False
3202612723,000080,105.0,120,6,0,0,6,4031300296974,10187881,,4031300297360,20,6,0,42,0.20311199999999996,,,,,,07.11.2023,False,False
3202612723,000090,80.0,140,7,0,0,8,4031300297087,10179850,,4031300297476,20,7,0,42,0.210875,,,,,,07.11.2023,False,False
3202612723,000100,108.0,128,8,0,0,12,4031300297025,10179889,,4031300297414,16,8,0,48,0.22824799999999998,,,,,,07.11.2023,False,False
3202612723,000110,60.0,175,7,0,0,3,4031300296929,10186803,,4031300297315,25,7,0,49,0.17761100000000002,,,,,,07.11.2023,False,False
3202612723,000120,78.0,175,7,0,0,10,4031300296219,10187148,,4031300296394,25,7,0,42,0.206787,,,,,,07.11.2023,False,False
3202612723,000130,96.0,840,42,0,0,8,4031300297957,10179951,,4031300298435,20,0,1,42,1.918,,,,,,07.11.2023,False,False
3202612723,000140,78.0,25,1,0,0,10,4031300296172,10187129,,4031300296356,25,1,0,42,0.029541,,,,,,07.11.2023,False,False
3202612723,000150,78.0,50,2,0,0,10,4031300296233,10179952,,4031300296417,25,2,0,42,0.059082,,,,,,07.11.2023,False,False
3202612723,000160,108.0,768,48,0,0,12,4031300297735,10186195,,4031300298213,16,0,1,48,1.918,,,,,,07.11.2023,False,False
3202612723,000170,58.5,1225,49,0,0,3,4031300297834,10189149,,4031300298312,25,0,1,49,1.878,,,,,,07.11.2023,False,False
3202612723,000180,96.0,420,21,0,0,8,4031300297780,10186615,,4031300298268,20,21,0,42,0.43182299999999996,,,,,,07.11.2023,False,False
3202612723,000190,78.0,1050,42,0,0,10,4031300296097,10186592,,4031300296271,25,0,1,42,1.809,,,,,,07.11.2023,False,False
3202612723,000200,58.5,1225,49,0,0,3,4031300297681,10189148,,4031300298169,25,0,1,49,1.878,,,,,,07.11.2023,False,False
3202612723,000210,99.0,840,42,0,0,6,4031300297650,10187573,,4031300298138,20,0,1,42,1.871,,,,,,07.11.2023,False,False
3202612723,000220,82.0,200,8,0,0,10,4031300295298,10178602,,4031300295717,25,8,0,56,0.210848,,,,,,07.11.2023,False,False
3202612723,000230,82.0,25,1,0,0,10,4031300295311,10178603,,4031300295731,25,1,0,56,0.027531,,,,,,07.11.2023,False,False
3202612723,000240,80.0,20,1,0,0,8,4031300293607,10173502,,4031300293621,20,1,0,42,0.0314,,,,,,07.11.2023,False,False
3202612723,000250,80.0,20,1,0,0,8,4031300298008,10179954,,4031300298480,20,1,0,42,0.030125,,,,,,07.11.2023,False,False
3202612724,000010,29.0,50,2,0,0,10,4031300279953,10170734,,4031300279991,25,2,0,36,0.07893156,,,,,,07.11.2023,False,False
3202612724,000020,29.0,50,2,0,0,10,4031300279939,10170724,,4031300279977,25,2,0,36,0.07893156,,,,,,07.11.2023,False,False
3202612724,000030,33.0,90,3,0,0,6,4031300285329,10179241,,4031300285909,30,3,0,23,0.14016959999999998,,,,,,07.11.2023,False,False
3202612724,000040,58.0,50,1,0,0,10,4031300294819,10177872,,4031300294826,50,1,0,21,0.0439,,,,,,07.11.2023,False,False
3202612724,000050,58.0,50,1,0,0,10,4031300294857,10178123,,4031300294864,50,1,0,21,0.0439,,,,,,07.11.2023,False,False
3202612724,000060,58.0,50,1,0,0,10,4031300298756,10178388,,4031300298879,50,1,0,21,0.0451369,,,,,,07.11.2023,False,False
3202612724,000070,58.0,50,1,0,0,10,4031300298732,10178087,,4031300298855,50,1,0,21,0.0451369,,,,,,07.11.2023,False,False
3202612724,000080,59.95,160,40,0,0,1,4031300299845,10186065,,4031300299876,4,0,1,40,1.757,,,,,,07.11.2023,False,False
3202612724,000090,64.75,6,1,0,0,5,4031300300237,10186248,,4031300300244,6,1,0,35,0.033100000000000004,,,,,,07.11.2023,False,False
3202612724,000100,64.75,6,1,0,0,5,4031300300268,10186263,,4031300300275,6,1,0,35,0.033100000000000004,,,,,,07.11.2023,False,False
3202612724,000110,29.95,24,4,0,0,1,4031300299883,10188935,,4031300299944,6,4,0,28,0.140148,,,,,,07.11.2023,False,False
3202612724,000120,29.95,252,42,0,0,1,4031300283400,10186059,,4031300283516,6,0,1,42,1.924,,,,,,07.11.2023,False,False
3202612724,000130,24.95,108,6,0,0,1,4031300283165,10186194,,4031300283264,18,6,0,30,0.19860000000000003,,,,,,07.11.2023,False,False
3202612724,000140,24.95,18,1,0,0,1,4031300283127,10186201,,4031300283226,18,1,0,30,0.033100000000000004,,,,,,07.11.2023,False,False
3202612724,000150,79.8,6,1,0,0,4,4031300300343,10186243,,4031300300404,6,1,0,35,0.033100000000000004,,,,,,07.11.2023,False,False
3202612724,000160,99.75,12,2,0,0,5,4031300299715,10190470,,4031300299760,6,2,0,35,0.075,,,,,,07.11.2023,False,False
3202612724,000170,37.2,30,1,0,0,6,4031300284278,10185680,,4031300284445,30,1,0,23,0.0467232,,,,,,07.11.2023,False,False
3202612724,000180,51.0,30,1,0,0,6,4031300283585,10185699,,4031300283912,30,1,0,23,0.0467232,,,,,,07.11.2023,False,False
3202612724,000190,85.0,54,3,0,0,10,4031300283622,10190456,,4031300283950,18,3,0,32,0.12042777599999999,,,,,,07.11.2023,False,False
3202612724,000200,49.2,60,2,0,0,6,4031300283660,10185711,,4031300283998,30,2,0,23,0.0934464,,,,,,07.11.2023,False,False
3202612724,000210,49.2,90,3,0,0,6,4031300283783,10185733,,4031300284117,30,3,0,23,0.14016959999999998,,,,,,07.11.2023,False,False
3202612724,000220,39.6,60,2,0,0,6,4031300284230,10185739,,4031300284407,30,2,0,23,0.0934464,,,,,,07.11.2023,False,False
3202612724,000230,39.6,120,4,0,0,6,4031300283820,10185735,,4031300284155,30,4,0,23,0.1868928,,,,,,07.11.2023,False,False
3202612724,000240,39.6,180,6,0,0,6,4031300284193,10185741,,4031300284360,30,6,0,23,0.28033919999999996,,,,,,07.11.2023,False,False
3202612724,000250,58.0,50,1,0,0,10,4031300294796,10178108,,4031300294802,50,1,0,21,0.0439,,,,,,07.11.2023,False,False
3202612724,000260,79.8,6,1,0,0,4,4031300300541,10186180,,4031300300572,6,1,0,35,0.033100000000000004,,,,,,07.11.2023,False,False
3202612725,000010,80.0,280,14,0,0,8,4031300301876,10187692,,4031300301890,20,14,0,42,0.42175,,,,,,07.11.2023,False,False
3202612725,000020,92.0,50,1,0,0,10,4031300294994,10177147,,4031300295410,50,1,0,21,0.0669,,,,,,07.11.2023,False,False
3202612725,000030,107.0,25,1,0,0,10,4031300294970,10177123,,4031300295397,25,1,0,24,0.0392,,,,,,07.11.2023,False,False
3202612725,000040,85.0,175,7,0,0,10,4031300295052,10177134,,4031300295472,25,7,0,42,0.206787,,,,,,07.11.2023,False,False
3202612725,000050,82.0,50,2,0,0,10,4031300295113,10177149,,4031300295533,25,2,0,42,0.059082,,,,,,07.11.2023,False,False
3202612725,000060,85.0,25,1,0,0,10,4031300295151,10177126,,4031300295571,25,1,0,36,0.0354,,,,,,07.11.2023,False,False
3202612725,000070,82.0,50,2,0,0,10,4031300295830,10177128,,4031300295977,25,2,0,42,0.059082,,,,,,07.11.2023,False,False
3202612725,000080,105.0,40,2,0,0,6,4031300296974,10187881,,4031300297360,20,2,0,42,0.067704,,,,,,07.11.2023,False,False
3202612725,000090,108.0,16,1,0,0,12,4031300296936,10187046,,4031300297322,16,1,0,48,0.028530999999999997,,,,,,07.11.2023,False,False
3202612725,000100,80.0,140,7,0,0,8,4031300297087,10179850,,4031300297476,20,7,0,42,0.210875,,,,,,07.11.2023,False,False
3202612725,000110,82.0,75,3,0,0,10,4031300295878,10177138,,4031300296011,25,3,0,42,0.08862300000000001,,,,,,07.11.2023,False,False
3202612725,000120,108.0,32,2,0,0,12,4031300297063,10179902,,4031300297452,16,2,0,48,0.057061999999999995,,,,,,07.11.2023,False,False
3202612725,000130,82.0,175,7,0,0,10,4031300295854,10177129,,4031300295991,25,7,0,42,0.206787,,,,,,07.11.2023,False,False
3202612725,000140,108.0,32,2,0,0,12,4031300297025,10179889,,4031300297414,16,2,0,48,0.057061999999999995,,,,,,07.11.2023,False,False
3202612725,000150,60.0,175,7,0,0,3,4031300296929,10186803,,4031300297315,25,7,0,49,0.17761100000000002,,,,,,07.11.2023,False,False
3202612725,000160,82.0,175,7,0,0,10,4031300295816,10186694,,4031300295953,25,7,0,42,0.206787,,,,,,07.11.2023,False,False
3202612725,000170,108.0,128,8,0,0,12,4031300296790,10186704,,4031300297186,16,8,0,48,0.22480000000000003,,,,,,07.11.2023,False,False
3202612725,000180,108.0,16,1,0,0,12,4031300297940,10187107,,4031300298428,16,1,0,48,0.028530999999999997,,,,,,07.11.2023,False,False
3202612725,000190,96.0,80,4,0,0,8,4031300297957,10179951,,4031300298435,20,4,0,42,0.12859600000000002,,,,,,07.11.2023,False,False
3202612725,000200,108.0,32,2,0,0,12,4031300297889,10187080,,4031300298367,16,2,0,48,0.057061999999999995,,,,,,07.11.2023,False,False
3202612725,000210,78.0,25,1,0,0,10,4031300296172,10187129,,4031300296356,25,1,0,42,0.029541,,,,,,07.11.2023,False,False
3202612725,000220,96.0,60,3,0,0,8,4031300297902,10187140,,4031300298381,20,3,0,42,0.096447,,,,,,07.11.2023,False,False
3202612725,000230,78.0,25,1,0,0,10,4031300296134,10186598,,4031300296318,25,1,0,42,0.029541,,,,,,07.11.2023,False,False
3202612725,000240,108.0,48,3,0,0,12,4031300297735,10186195,,4031300298213,16,3,0,48,0.08851200000000001,,,,,,07.11.2023,False,False
3202612725,000250,58.5,175,7,0,0,3,4031300297834,10189149,,4031300298312,25,7,0,49,0.210875,,,,,,07.11.2023,False,False
3202612725,000260,99.0,60,3,0,0,6,4031300297803,10189159,,4031300298282,20,3,0,42,0.096447,,,,,,07.11.2023,False,False
3202612725,000270,82.0,25,1,0,0,10,4031300296073,10177155,,4031300296257,25,1,0,42,0.02750205,,,,,,07.11.2023,False,False
3202612725,000280,78.0,50,2,0,0,10,4031300296097,10186592,,4031300296271,25,2,0,42,0.059082,,,,,,07.11.2023,False,False
3202612725,000290,108.0,128,8,0,0,12,4031300297575,10186224,,4031300298053,16,8,0,48,0.283176,,,,,,07.11.2023,False,False
3202612725,000300,58.5,1225,49,0,0,3,4031300297681,10189148,,4031300298169,25,0,1,49,1.878,,,,,,07.11.2023,False,False
3202612725,000310,99.0,120,6,0,0,6,4031300297650,10187573,,4031300298138,20,6,0,42,0.20311199999999996,,,,,,07.11.2023,False,False
3202612725,000320,78.0,25,1,0,0,10,4031300295199,10178580,,4031300295618,25,1,0,42,0.029541,,,,,,07.11.2023,False,False
3202612725,000330,85.0,25,1,0,0,10,4031300295212,10178570,,4031300295632,25,1,0,42,0.029541,,,,,,07.11.2023,False,False
3202612725,000340,82.0,200,8,0,0,10,4031300295298,10178602,,4031300295717,25,8,0,56,0.210848,,,,,,07.11.2023,False,False
3202612725,000350,82.0,200,8,0,0,10,4031300295335,10178619,,4031300295755,25,8,0,56,0.220248,,,,,,07.11.2023,False,False
3202612725,000360,78.0,25,1,0,0,10,4031300288450,10173199,,4031300288474,25,1,0,42,0.030865,,,,,,07.11.2023,False,False
3202612725,000370,80.0,20,1,0,0,8,4031300293607,10173502,,4031300293621,20,1,0,42,0.0314,,,,,,07.11.2023,False,False
3202612726,000010,80.0,140,7,0,0,8,4031300301869,10187672,,4031300301883,20,7,0,42,0.210875,,,,,,07.11.2023,False,False
3202612726,000020,87.0,20,1,0,0,6,4031300296547,10186912,,4031300296707,20,1,0,42,0.032149000000000004,,,,,,07.11.2023,False,False
3202612726,000030,85.0,25,1,0,0,10,4031300295175,10177108,,4031300295595,25,1,0,36,0.0354,,,,,,07.11.2023,False,False
3202612726,000040,82.0,25,1,0,0,10,4031300295113,10177149,,4031300295533,25,1,0,42,0.029541,,,,,,07.11.2023,False,False
3202612726,000050,85.0,25,1,0,0,10,4031300295151,10177126,,4031300295571,25,1,0,36,0.0354,,,,,,07.11.2023,False,False
3202612726,000060,82.0,25,1,0,0,10,4031300295830,10186696,,4031300295977,25,1,0,42,0.029541,,,,,,07.11.2023,False,False
3202612726,000070,80.0,20,1,0,0,8,4031300296950,10186805,,4031300297346,20,1,0,42,0.030125,,,,,,07.11.2023,False,False
3202612726,000080,108.0,16,1,0,0,12,4031300296936,10187046,,4031300297322,16,1,0,48,0.028530999999999997,,,,,,07.11.2023,False,False
3202612726,000090,80.0,60,3,0,0,8,4031300297087,10179850,,4031300297476,20,3,0,42,0.090375,,,,,,07.11.2023,False,False
3202612726,000100,108.0,16,1,0,0,12,4031300297063,10179902,,4031300297452,16,1,0,48,0.028530999999999997,,,,,,07.11.2023,False,False
3202612726,000110,82.0,50,2,0,0,10,4031300295854,10177129,,4031300295991,25,2,0,42,0.059082,,,,,,07.11.2023,False,False
3202612726,000120,108.0,32,2,0,0,12,4031300297025,10179889,,4031300297414,16,2,0,48,0.057061999999999995,,,,,,07.11.2023,False,False
3202612726,000130,60.0,175,7,0,0,3,4031300296929,10186803,,4031300297315,25,7,0,49,0.17761100000000002,,,,,,07.11.2023,False,False
3202612726,000140,108.0,128,8,0,0,12,4031300296790,10186704,,4031300297186,16,8,0,48,0.22480000000000003,,,,,,07.11.2023,False,False
3202612726,000150,80.0,140,7,0,0,8,4031300296813,10186705,,4031300297209,20,7,0,42,0.210875,,,,,,07.11.2023,False,False
3202612726,000160,104.0,20,1,0,0,8,4031300296851,10186786,,4031300297247,20,1,0,42,0.032149000000000004,,,,,,07.11.2023,False,False
3202612726,000170,78.0,25,1,0,0,10,4031300296219,10187148,,4031300296394,25,1,0,42,0.029541,,,,,,07.11.2023,False,False
3202612726,000180,96.0,20,1,0,0,8,4031300297957,10179951,,4031300298435,20,1,0,42,0.032149000000000004,,,,,,07.11.2023,False,False
3202612726,000190,78.0,25,1,0,0,10,4031300296233,10179952,,4031300296417,25,1,0,42,0.029541,,,,,,07.11.2023,False,False
3202612726,000200,108.0,32,2,0,0,12,4031300297735,10186195,,4031300298213,16,2,0,48,0.059008000000000005,,,,,,07.11.2023,False,False
3202612726,000210,58.5,100,4,0,0,3,4031300297834,10189149,,4031300298312,25,4,0,49,0.1205,,,,,,07.11.2023,False,False
3202612726,000220,99.0,20,1,0,0,6,4031300297803,10189159,,4031300298282,20,1,0,42,0.032149000000000004,,,,,,07.11.2023,False,False
3202612726,000230,78.0,25,1,0,0,10,4031300296097,10186592,,4031300296271,25,1,0,42,0.029541,,,,,,07.11.2023,False,False
3202612726,000240,108.0,48,3,0,0,12,4031300297575,10186224,,4031300298053,16,3,0,48,0.10619100000000001,,,,,,07.11.2023,False,False
3202612726,000250,58.5,125,5,0,0,3,4031300297681,10189148,,4031300298169,25,5,0,49,0.160745,,,,,,07.11.2023,False,False
3202612726,000260,99.0,40,2,0,0,6,4031300297650,10187573,,4031300298138,20,2,0,42,0.067704,,,,,,07.11.2023,False,False
3202612726,000270,78.0,50,2,0,0,10,4031300295199,10178580,,4031300295618,25,2,0,42,0.059082,,,,,,07.11.2023,False,False
3202612727,000010,29.0,125,5,0,0,10,4031300279953,10170734,,4031300279991,25,5,0,36,0.1973289,,,,,,07.11.2023,False,False
3202612727,000020,29.0,150,6,0,0,10,4031300279939,10170724,,4031300279977,25,6,0,36,0.23679467999999998,,,,,,07.11.2023,False,False
3202612727,000030,33.0,120,4,0,0,6,4031300285329,10179241,,4031300285909,30,4,0,23,0.1868928,,,,,,07.11.2023,False,False
3202612727,000040,58.0,50,1,0,0,10,4031300294819,10177872,,4031300294826,50,1,0,21,0.0439,,,,,,07.11.2023,False,False
3202612727,000050,58.0,50,1,0,0,10,4031300294857,10178123,,4031300294864,50,1,0,21,0.0439,,,,,,07.11.2023,False,False
3202612727,000060,58.0,50,1,0,0,10,4031300298756,10178388,,4031300298879,50,1,0,21,0.0451369,,,,,,07.11.2023,False,False
3202612727,000070,58.0,50,1,0,0,10,4031300298732,10178087,,4031300298855,50,1,0,21,0.0451369,,,,,,07.11.2023,False,False
3202612727,000080,59.95,160,40,0,0,1,4031300299845,10186065,,4031300299876,4,0,1,40,1.757,,,,,,07.11.2023,False,False
3202612727,000090,64.75,12,2,0,0,5,4031300300237,10186248,,4031300300244,6,2,0,35,0.06620000000000001,,,,,,07.11.2023,False,False
3202612727,000100,64.75,42,7,0,0,5,4031300300268,10186263,,4031300300275,6,7,0,35,0.23170000000000002,,,,,,07.11.2023,False,False
3202612727,000110,64.75,6,1,0,0,5,4031300300206,10186247,,4031300300213,6,1,0,35,0.033100000000000004,,,,,,07.11.2023,False,False
3202612727,000120,39.8,42,7,0,0,4,4031300300350,10188952,,4031300300411,6,7,0,35,0.25270000000000004,,,,,,07.11.2023,False,False
3202612727,000130,79.8,42,7,0,0,4,4031300282786,10186200,,4031300283066,6,7,0,35,0.23170000000000002,,,,,,07.11.2023,False,False
3202612727,000140,29.95,168,28,0,0,1,4031300299883,10188935,,4031300299944,6,0,1,28,1.692,,,,,,07.11.2023,False,False
3202612727,000150,39.95,140,14,0,0,1,4031300283196,10186211,,4031300283295,10,14,0,35,0.46340000000000003,,,,,,07.11.2023,False,False
3202612727,000160,29.95,504,84,0,0,1,4031300283400,10186059,,4031300283516,6,0,2,42,3.848,,,,,,07.11.2023,False,False
3202612727,000170,24.95,108,6,0,0,1,4031300283165,10186194,,4031300283264,18,6,0,30,0.19860000000000003,,,,,,07.11.2023,False,False
3202612727,000180,24.95,108,6,0,0,1,4031300283127,10186201,,4031300283226,18,6,0,30,0.19860000000000003,,,,,,07.11.2023,False,False
3202612727,000190,37.2,30,1,0,0,6,4031300284315,10185721,,4031300284483,30,1,0,23,0.0467232,,,,,,07.11.2023,False,False
3202612727,000200,49.2,60,2,0,0,6,4031300283660,10185711,,4031300283998,30,2,0,23,0.0934464,,,,,,07.11.2023,False,False
3202612727,000210,49.2,90,3,0,0,6,4031300283783,10185733,,4031300284117,30,3,0,23,0.14016959999999998,,,,,,07.11.2023,False,False
3202612727,000220,39.6,30,1,0,0,6,4031300284230,10185739,,4031300284407,30,1,0,23,0.0467232,,,,,,07.11.2023,False,False
3202612727,000230,39.6,120,4,0,0,6,4031300283820,10185735,,4031300284155,30,4,0,23,0.1868928,,,,,,07.11.2023,False,False
3202612727,000240,39.6,120,4,0,0,6,4031300284193,10185741,,4031300284360,30,4,0,23,0.1868928,,,,,,07.11.2023,False,False
3202612727,000250,55.0,50,1,0,0,10,4031300293669,10171896,,4031300293683,50,1,0,21,0.0451369,,,,,,07.11.2023,False,False
3202612727,000260,58.0,50,1,0,0,10,4031300294796,10178108,,4031300294802,50,1,0,21,0.0439,,,,,,07.11.2023,False,False
3202612780,000010,33.0,60,2,0,0,6,4031300285329,10179241,,4031300285909,30,2,0,23,0.0934464,,,,,,07.11.2023,False,False
3202612780,000020,29.95,60,10,0,0,1,4031300299883,10188935,,4031300299944,6,10,0,28,0.35037,,,,,,07.11.2023,False,False
3202612780,000030,79.8,2,0,2,0,4,4031300285831,10171192,,4031300286418,6,0,0,35,0.009576000000000001,,,,,,07.11.2023,False,False
3202612780,000040,49.2,30,1,0,0,6,4031300283660,10185711,,4031300283998,30,1,0,23,0.0467232,,,,,,07.11.2023,False,False
3202612780,000050,49.2,60,2,0,0,6,4031300283783,10185733,,4031300284117,30,2,0,23,0.0934464,,,,,,07.11.2023,False,False
3202612780,000060,39.6,30,1,0,0,6,4031300283820,10185735,,4031300284155,30,1,0,23,0.0467232,,,,,,07.11.2023,False,False
3202612780,000070,39.6,30,1,0,0,6,4031300284193,10185741,,4031300284360,30,1,0,23,0.0467232,,,,,,07.11.2023,False,False
3202612780,000080,24.95,36,2,0,0,1,4031300283165,10186194,,4031300283264,18,2,0,30,0.06620000000000001,,,,,,07.11.2023,False,False
3202612780,000090,64.75,6,1,0,0,5,4031300300237,10186248,,4031300300244,6,1,0,35,0.033100000000000004,,,,,,07.11.2023,False,False
3202612780,000100,39.95,20,2,0,0,1,4031300283196,10186211,,4031300283295,10,2,0,35,0.06620000000000001,,,,,,07.11.2023,False,False
3202612780,000110,79.8,6,1,0,0,4,4031300300541,10186180,,4031300300572,6,1,0,35,0.033100000000000004,,,,,,07.11.2023,False,False
3202612780,000120,79.8,12,2,0,0,4,4031300282786,10186200,,4031300283066,6,2,0,35,0.06620000000000001,,,,,,07.11.2023,False,False
3202612780,000130,64.75,18,3,0,0,5,4031300300268,10186263,,4031300300275,6,3,0,35,0.09930000000000001,,,,,,07.11.2023,False,False
3202612780,000140,29.0,50,2,0,0,10,4031300279953,10170734,,4031300279991,25,2,0,36,0.07893156,,,,,,07.11.2023,False,False
3202612780,000150,24.95,36,2,0,0,1,4031300283127,10186201,,4031300283226,18,2,0,30,0.06620000000000001,,,,,,07.11.2023,False,False
3202612780,000160,64.75,6,1,0,0,5,4031300300206,10186247,,4031300300213,6,1,0,35,0.033100000000000004,,,,,,07.11.2023,False,False
3202612780,000170,29.0,50,2,0,0,10,4031300279939,10170724,,4031300279977,25,2,0,36,0.07893156,,,,,,07.11.2023,False,False
3202612780,000180,79.8,6,1,0,0,4,4031300300473,10186199,,4031300300480,6,1,0,35,0.033100000000000004,,,,,,07.11.2023,False,False
3202612780,000190,37.2,30,1,0,0,6,4031300284278,10185680,,4031300284445,30,1,0,23,0.0467232,,,,,,07.11.2023,False,False
3202612781,000010,49.95,40,10,0,0,1,4031300301906,10188936,,4031300301913,4,10,0,40,0.3,,,,,,07.11.2023,False,False
3202612782,000010,29.95,252,42,0,0,1,4031300283400,10186059,,4031300283516,6,0,1,42,1.924,,,,,,07.11.2023,False,False
3202612783,000010,85.0,50,2,0,0,10,4031300295052,10177134,,4031300295472,25,2,0,42,0.059082,,,,,,07.11.2023,False,False
