SapOrderNumber,ItemNumber,KVP,Outers,CorrespondingCartons,CorrespondingOuters,CorrespondingPackages,PackagesPerOuter,InternationalArticleNumberForOuter,MaterialNumber,ParentItemNumber,InternationalArticleNumberForMastercase,OuterPerMastercase,CorrespondingMastercases,CorrespondingPallets,MastercasePerPallet,VolumeInMTQ,MaterialGroup,MaterialType,TPDIndicator,OUT,VolInThKg,PlannedDate,IsReturnDelivery,IsDeleted
3202607149,000050,24.95,18,1,0,0,1,4031300283165,10186194,,4031300283264,18,1,0,30,0.033100000000000004,,,,,,02.11.2023,False,False
3202607149,000060,7.5,10,1,0,0,5,4031300063279,50063261,,4031300063316,10,1,0,20,0.06720000000000001,,,,,,02.11.2023,False,False
3202607150,000010,85.0,18,1,0,0,10,4031300283622,10190456,,4031300283950,18,1,0,32,0.040142592,,,,,,02.11.2023,False,False
3202607150,000020,39.6,30,1,0,0,6,4031300284193,10185741,,4031300284360,30,1,0,23,0.0467232,,,,,,02.11.2023,False,False
3202607150,000030,79.8,108,18,0,0,4,4031300282786,10186200,,4031300283066,6,18,0,35,0.5958,,,,,,02.11.2023,False,False
3202607150,000040,64.75,54,9,0,0,5,4031300300268,10186263,,4031300300275,6,9,0,35,0.2979,,,,,,02.11.2023,False,False
3202607150,000050,39.6,30,1,0,0,6,4031300283820,10185735,,4031300284155,30,1,0,23,0.0467232,,,,,,02.11.2023,False,False
3202607150,000060,59.95,480,120,0,0,1,4031300299845,10186065,,4031300299876,4,0,3,40,5.271,,,,,,02.11.2023,False,False
3202607150,000070,49.95,160,40,0,0,1,4031300301906,10188936,,4031300301913,4,0,1,40,1.757,,,,,,02.11.2023,False,False
3202607150,000080,79.8,54,9,0,0,4,4031300300541,10186180,,4031300300572,6,9,0,35,0.2979,,,,,,02.11.2023,False,False
3202607150,000090,7.5,10,1,0,0,5,4031300063279,50063261,,4031300063316,10,1,0,20,0.06720000000000001,,,,,,02.11.2023,False,False
3202607150,000100,7.5,10,1,0,0,5,4031300063286,50063231,,4031300063323,10,1,0,20,0.06720000000000001,,,,,,02.11.2023,False,False
3202607150,000110,7.5,10,1,0,0,5,4031300094723,50063290,,4031300094747,10,1,0,20,0.006113,,,,,,02.11.2023,False,False
3202607151,000010,55.0,50,1,0,0,10,4031300293676,10171899,,4031300293690,50,1,0,21,0.0451369,,,,,,02.11.2023,False,False
3202607151,000020,55.0,50,1,0,0,10,4031300293669,10171896,,4031300293683,50,1,0,21,0.0451369,,,,,,02.11.2023,False,False
3202607151,000030,58.0,50,1,0,0,10,4031300294796,10178108,,4031300294802,50,1,0,21,0.0439,,,,,,02.11.2023,False,False
3202607151,000040,58.0,50,1,0,0,10,4031300294819,10177872,,4031300294826,50,1,0,21,0.0439,,,,,,02.11.2023,False,False
3202607151,000050,58.0,39,0,39,0,10,4031300294833,10177863,,4031300294840,50,0,0,21,0.029689919999999998,,,,,,02.11.2023,False,False
3202607151,000060,58.0,50,1,0,0,10,4031300298756,10178388,,4031300298879,50,1,0,21,0.0451369,,,,,,02.11.2023,False,False
3202607152,000010,82.0,50,2,0,0,10,4031300295113,10177149,,4031300295533,25,2,0,42,0.059082,,,,,,02.11.2023,False,False
3202607152,000020,82.0,25,1,0,0,10,4031300295878,10177138,,4031300296011,25,1,0,42,0.029541,,,,,,02.11.2023,False,False
3202607152,000030,108.0,16,1,0,0,12,4031300297063,10179902,,4031300297452,16,1,0,48,0.028530999999999997,,,,,,02.11.2023,False,False
3202607152,000040,82.0,25,1,0,0,10,4031300295854,10177129,,4031300295991,25,1,0,42,0.029541,,,,,,02.11.2023,False,False
3202607152,000050,80.0,40,2,0,0,8,4031300296950,10186805,,4031300297346,20,2,0,42,0.06025,,,,,,02.11.2023,False,False
3202607152,000060,60.0,50,2,0,0,3,4031300296929,10186803,,4031300297315,25,2,0,49,0.050746,,,,,,02.11.2023,False,False
3202607152,000070,105.0,20,1,0,0,6,4031300296875,10187572,,4031300297261,20,1,0,42,0.033852,,,,,,02.11.2023,False,False
3202607152,000080,58.5,20,0,20,0,3,4031300297834,10189149,,4031300298312,25,0,0,49,0.0182,,,,,,02.11.2023,False,False
3202607152,000090,78.0,25,1,0,0,10,4031300295199,10178580,,4031300295618,25,1,0,42,0.029541,,,,,,02.11.2023,False,False
3202607152,000100,82.0,100,4,0,0,10,4031300295335,10178619,,4031300295755,25,4,0,56,0.110124,,,,,,02.11.2023,False,False
3202607153,000010,55.0,50,1,0,0,10,4031300293669,10171896,,4031300293683,50,1,0,21,0.0451369,,,,,,02.11.2023,False,False
3202607154,000010,79.8,6,1,0,0,4,4031300300541,10186180,,4031300300572,6,1,0,35,0.033100000000000004,,,,,,02.11.2023,False,False
3202607154,000020,39.6,30,1,0,0,6,4031300284193,10185741,,4031300284360,30,1,0,23,0.0467232,,,,,,02.11.2023,False,False
3202607154,000030,49.2,30,1,0,0,6,4031300283660,10185711,,4031300283998,30,1,0,23,0.0467232,,,,,,02.11.2023,False,False
3202607154,000040,33.0,30,1,0,0,6,4031300285329,10179241,,4031300285909,30,1,0,23,0.0467232,,,,,,02.11.2023,False,False
3202607154,000050,39.6,30,1,0,0,6,4031300284230,10185739,,4031300284407,30,1,0,23,0.0467232,,,,,,02.11.2023,False,False
3202607154,000060,46.0,1,0,1,0,10,4031300285688,10171181,,4031300286265,18,0,0,32,0.0019450000000000001,,,,,,02.11.2023,False,False
3202607154,000070,99.75,6,1,0,0,5,4031300299715,10190470,,4031300299760,6,1,0,35,0.0375,,,,,,02.11.2023,False,False
3202607154,000080,29.0,25,1,0,0,10,4031300279939,10170724,,4031300279977,25,1,0,36,0.03946578,,,,,,02.11.2023,False,False
3202607154,000090,7.5,20,2,0,0,5,4031300063279,50063261,,4031300063316,10,2,0,20,0.13440000000000002,,,,,,02.11.2023,False,False
3202607154,000100,7.5,20,2,0,0,5,4031300063286,50063231,,4031300063323,10,2,0,20,0.13440000000000002,,,,,,02.11.2023,False,False
3202607154,000110,79.8,6,1,0,0,4,4031300282786,10186200,,4031300283066,6,1,0,35,0.033100000000000004,,,,,,02.11.2023,False,False
3202607154,000120,24.95,18,1,0,0,1,4031300283165,10186194,,4031300283264,18,1,0,30,0.033100000000000004,,,,,,02.11.2023,False,False
3202607154,000130,24.95,18,1,0,0,1,4031300283127,10186201,,4031300283226,18,1,0,30,0.033100000000000004,,,,,,02.11.2023,False,False
3202607154,000140,29.95,30,5,0,0,1,4031300283400,10186059,,4031300283516,6,5,0,42,0.135,,,,,,02.11.2023,False,False
3202607154,000150,59.95,28,7,0,0,1,4031300299845,10186065,,4031300299876,4,7,0,40,0.23170000000000002,,,,,,02.11.2023,False,False
3202607154,000160,29.95,12,2,0,0,1,4031300299883,10188935,,4031300299944,6,2,0,28,0.070074,,,,,,02.11.2023,False,False
3202607155,000010,0.0,1,1,0,0,1,,75013624,,,1,0,1,1,1.728,ZEB551217,ZUNB,N,,,03.11.2023,True,False
3202607210,000010,29.0,25,1,0,0,10,4031300279939,10170724,,4031300279977,25,1,0,36,0.03946578,,,,,,02.11.2023,False,False
3202607211,000010,85.0,25,1,0,0,10,4031300295052,10177134,,4031300295472,25,1,0,42,0.029541,,,,,,02.11.2023,False,False
3202607211,000020,49.2,30,1,0,0,6,4031300283660,10185711,,4031300283998,30,1,0,23,0.0467232,,,,,,02.11.2023,False,False
3202607211,000030,80.0,20,1,0,0,8,4031300296950,10186805,,4031300297346,20,1,0,42,0.030125,,,,,,02.11.2023,False,False
3202607211,000040,39.6,30,1,0,0,6,4031300283820,10185735,,4031300284155,30,1,0,23,0.0467232,,,,,,02.11.2023,False,False
3202607211,000050,39.6,30,1,0,0,6,4031300284193,10185741,,4031300284360,30,1,0,23,0.0467232,,,,,,02.11.2023,False,False
3202607211,000060,82.0,50,2,0,0,10,4031300295816,10186694,,4031300295953,25,2,0,42,0.059082,,,,,,02.11.2023,False,False
3202607211,000070,80.0,40,2,0,0,8,4031300296813,10186705,,4031300297209,20,2,0,42,0.06025,,,,,,02.11.2023,False,False
3202607211,000080,108.0,32,2,0,0,12,4031300296790,10186704,,4031300297186,16,2,0,48,0.05620000000000001,,,,,,02.11.2023,False,False
3202607211,000090,99.0,40,2,0,0,6,4031300297650,10187573,,4031300298138,20,2,0,42,0.067704,,,,,,02.11.2023,False,False
3202607211,000100,108.0,48,3,0,0,12,4031300297575,10186224,,4031300298053,16,3,0,48,0.10619100000000001,,,,,,02.11.2023,False,False
3202607212,000010,33.0,6,0,6,0,6,4031300285329,10179241,,4031300285909,30,0,0,23,0.008814,,,,,,02.11.2023,False,False
3202607212,000020,85.0,25,1,0,0,10,4031300295052,10177134,,4031300295472,25,1,0,42,0.029541,,,,,,02.11.2023,False,False
3202607212,000030,79.8,6,1,0,0,4,4031300285831,10171192,,4031300286418,6,1,0,35,0.0361,,,,,,02.11.2023,False,False
3202607212,000040,49.2,6,0,6,0,6,4031300283783,10185733,,4031300284117,30,0,0,23,0.008814,,,,,,02.11.2023,False,False
3202607212,000050,82.0,8,0,8,0,10,4031300295113,10177149,,4031300295533,25,0,0,42,0.008864,,,,,,02.11.2023,False,False
3202607212,000060,80.0,20,1,0,0,8,4031300297049,10179892,,4031300297438,20,1,0,42,0.030125,,,,,,02.11.2023,False,False
3202607212,000070,108.0,6,0,6,0,12,4031300297025,10179889,,4031300297414,16,0,0,48,0.010062000000000001,,,,,,02.11.2023,False,False
3202607212,000080,80.0,6,0,6,0,8,4031300296950,10186805,,4031300297346,20,0,0,42,0.008459999999999999,,,,,,02.11.2023,False,False
3202607212,000090,82.0,25,1,0,0,10,4031300295816,10186694,,4031300295953,25,1,0,42,0.029541,,,,,,02.11.2023,False,False
3202607212,000100,80.0,20,1,0,0,8,4031300296813,10186705,,4031300297209,20,1,0,42,0.030125,,,,,,02.11.2023,False,False
3202607212,000110,80.0,60,3,0,0,8,4031300296837,10186802,,4031300297223,20,3,0,42,0.090375,,,,,,02.11.2023,False,False
3202607212,000120,39.6,6,0,6,0,6,4031300283820,10185735,,4031300284155,30,0,0,23,0.008814,,,,,,02.11.2023,False,False
3202607212,000130,39.6,6,0,6,0,6,4031300284193,10185741,,4031300284360,30,0,0,23,0.008814,,,,,,02.11.2023,False,False
3202607212,000140,24.95,18,1,0,0,1,4031300283165,10186194,,4031300283264,18,1,0,30,0.033100000000000004,,,,,,02.11.2023,False,False
3202607212,000150,29.95,12,2,0,0,1,4031300283400,10186059,,4031300283516,6,2,0,42,0.054,,,,,,02.11.2023,False,False
3202607212,000160,64.75,6,1,0,0,5,4031300292099,10179118,,4031300292259,6,1,0,35,0.033100000000000004,,,,,,02.11.2023,False,False
3202607212,000170,160.0,4,0,4,0,20,4031300297896,10179919,,4031300298374,16,0,0,30,0.009968,,,,,,02.11.2023,False,False
3202607212,000180,160.0,6,0,6,0,20,4031300297742,10187087,,4031300298220,16,0,0,30,0.014952,,,,,,02.11.2023,False,False
3202607212,000190,80.0,20,1,0,0,8,4031300301876,10187692,,4031300301890,20,1,0,42,0.030125,,,,,,02.11.2023,False,False
3202607212,000200,58.5,25,1,0,0,3,4031300297834,10189149,,4031300298312,25,1,0,49,0.030125,,,,,,02.11.2023,False,False
3202607212,000210,108.0,10,0,10,0,12,4031300297735,10187106,,4031300298213,16,0,0,48,0.01677,,,,,,02.11.2023,False,False
3202607212,000220,29.0,4,0,4,0,10,4031300279939,10170724,,4031300279977,25,0,0,36,0.0053879999999999996,,,,,,02.11.2023,False,False
3202607212,000230,96.0,10,0,10,0,8,4031300297636,10186587,,4031300298114,20,0,0,42,0.01548,,,,,,02.11.2023,False,False
3202607212,000240,80.0,80,4,0,0,8,4031300283851,10189155,,4031300283868,20,4,0,42,0.1205,,,,,,02.11.2023,False,False
3202607212,000250,64.75,5,0,5,0,5,4031300300206,10186247,,4031300300213,6,0,0,35,0.024935000000000002,,,,,,02.11.2023,False,False
3202607212,000260,37.2,4,0,4,0,6,4031300284315,10185721,,4031300284483,30,0,0,23,0.005876,,,,,,02.11.2023,False,False
3202607213,000010,80.0,5,0,5,0,10,4031300295038,10181503,,4031300295458,25,0,0,42,0.005565,,,,,,02.11.2023,False,False
3202607213,000020,49.2,6,0,6,0,6,4031300283707,10185704,,4031300284032,30,0,0,23,0.008814,,,,,,02.11.2023,False,False
3202607213,000030,49.2,10,0,10,0,6,4031300283783,10185733,,4031300284117,30,0,0,23,0.014690000000000002,,,,,,02.11.2023,False,False
3202607213,000040,55.0,5,0,5,0,10,4031300293669,10171896,,4031300293683,50,0,0,21,0.0038063999999999997,,,,,,02.11.2023,False,False
3202607213,000050,80.0,20,1,0,0,8,4031300296950,10186805,,4031300297346,20,1,0,42,0.030125,,,,,,02.11.2023,False,False
3202607213,000060,80.0,40,2,0,0,8,4031300297049,10179892,,4031300297438,20,2,0,42,0.06025,,,,,,02.11.2023,False,False
3202607213,000070,79.8,2,0,2,0,4,4031300300343,10186243,,4031300300404,6,0,0,35,0.010772,,,,,,02.11.2023,False,False
3202607213,000080,82.0,25,1,0,0,10,4031300295816,10186694,,4031300295953,25,1,0,42,0.029541,,,,,,02.11.2023,False,False
3202607213,000090,80.0,40,2,0,0,8,4031300296813,10186705,,4031300297209,20,2,0,42,0.06025,,,,,,02.11.2023,False,False
3202607213,000100,59.95,4,1,0,0,1,4031300299845,10186065,,4031300299876,4,1,0,40,0.033100000000000004,,,,,,02.11.2023,False,False
3202607213,000110,29.95,18,3,0,0,1,4031300283400,10186059,,4031300283516,6,3,0,42,0.081,,,,,,02.11.2023,False,False
3202607213,000120,64.75,1,0,1,0,5,4031300292099,10179118,,4031300292259,6,0,0,35,0.004987,,,,,,02.11.2023,False,False
3202607213,000130,7.5,10,1,0,0,5,4031300063286,50063231,,4031300063323,10,1,0,20,0.06720000000000001,,,,,,02.11.2023,False,False
3202607213,000140,99.0,20,1,0,0,6,4031300297650,10187573,,4031300298138,20,1,0,42,0.033852,,,,,,02.11.2023,False,False
3202607213,000150,7.5,10,1,0,0,5,4031300063279,50063261,,4031300063316,10,1,0,20,0.06720000000000001,,,,,,02.11.2023,False,False
3202607213,000160,82.0,25,1,0,0,10,4031300295335,10178619,,4031300295755,25,1,0,56,0.027531,,,,,,02.11.2023,False,False
3202609062,000010,33.0,60,2,0,0,6,4031300285329,10179241,,4031300285909,30,2,0,23,0.0934464,,,,,,02.11.2023,False,False
3202609062,000020,46.0,10,0,10,0,10,4031300285688,10171181,,4031300286265,18,0,0,32,0.01945,,,,,,02.11.2023,False,False
3202609062,000030,49.95,60,15,0,0,1,4031300301906,10188936,,4031300301913,4,15,0,40,0.44999999999999996,,,,,,02.11.2023,False,False
3202609062,000040,46.0,10,0,10,0,10,4031300285725,10171160,,4031300286302,18,0,0,32,0.01945,,,,,,02.11.2023,False,False
3202609062,000050,39.8,30,5,0,0,4,4031300300350,10188952,,4031300300411,6,5,0,35,0.1805,,,,,,02.11.2023,False,False
3202609062,000060,49.2,30,1,0,0,6,4031300283660,10185711,,4031300283998,30,1,0,23,0.0467232,,,,,,02.11.2023,False,False
3202609062,000070,49.2,90,3,0,0,6,4031300283783,10185733,,4031300284117,30,3,0,23,0.14016959999999998,,,,,,02.11.2023,False,False
3202609062,000080,39.6,60,2,0,0,6,4031300283820,10185735,,4031300284155,30,2,0,23,0.0934464,,,,,,02.11.2023,False,False
3202609062,000090,39.6,90,3,0,0,6,4031300284193,10185741,,4031300284360,30,3,0,23,0.14016959999999998,,,,,,02.11.2023,False,False
3202609062,000100,24.95,144,8,0,0,1,4031300283165,10186194,,4031300283264,18,8,0,30,0.26480000000000004,,,,,,02.11.2023,False,False
3202609062,000110,64.75,6,1,0,0,5,4031300300237,10186248,,4031300300244,6,1,0,35,0.033100000000000004,,,,,,02.11.2023,False,False
3202609062,000120,39.95,60,6,0,0,1,4031300283196,10186211,,4031300283295,10,6,0,35,0.19860000000000003,,,,,,02.11.2023,False,False
3202609062,000130,79.8,60,10,0,0,4,4031300300541,10186180,,4031300300572,6,10,0,35,0.331,,,,,,02.11.2023,False,False
3202609062,000140,79.8,60,10,0,0,4,4031300282786,10186200,,4031300283066,6,10,0,35,0.331,,,,,,02.11.2023,False,False
3202609062,000150,64.75,12,2,0,0,5,4031300300268,10186263,,4031300300275,6,2,0,35,0.06620000000000001,,,,,,02.11.2023,False,False
3202609062,000160,29.0,50,2,0,0,10,4031300279953,10170734,,4031300279991,25,2,0,36,0.07893156,,,,,,02.11.2023,False,False
3202609062,000170,24.95,54,3,0,0,1,4031300283127,10186201,,4031300283226,18,3,0,30,0.09930000000000001,,,,,,02.11.2023,False,False
3202609062,000180,29.0,75,3,0,0,10,4031300279939,10170724,,4031300279977,25,3,0,36,0.11839733999999999,,,,,,02.11.2023,False,False
3202609062,000190,79.8,6,1,0,0,4,4031300300473,10186199,,4031300300480,6,1,0,35,0.033100000000000004,,,,,,02.11.2023,False,False
3202609062,000200,37.2,30,1,0,0,6,4031300284278,10185680,,4031300284445,30,1,0,23,0.0467232,,,,,,02.11.2023,False,False
3202609063,000010,7.5,200,20,0,0,5,4031300063279,50063261,,4031300063316,10,0,1,20,1.91,,,,,,02.11.2023,False,False
3202609064,000010,7.5,200,20,0,0,5,4031300063286,50063231,,4031300063323,10,0,1,20,1.91,,,,,,02.11.2023,False,False
3202609065,000010,80.0,25,1,0,0,10,4031300295038,10181503,,4031300295458,25,1,0,42,0.027864999999999997,,,,,,02.11.2023,False,False
3202609065,000020,63.0,10,0,10,0,10,4031300295359,10178596,,4031300295779,25,0,0,42,0.011080000000000001,,,,,,02.11.2023,False,False
3202609065,000030,79.2,10,0,10,0,8,4031300300749,10186888,,4031300300763,20,0,0,42,0.01486,,,,,,02.11.2023,False,False
3202609065,000040,105.0,20,1,0,0,6,4031300296974,10187566,,4031300297360,20,1,0,42,0.033852,,,,,,02.11.2023,False,False
3202609065,000050,80.0,10,0,10,0,8,4031300297124,10182496,,4031300297513,20,0,0,42,0.013730000000000001,,,,,,02.11.2023,False,False
3202609065,000060,80.0,10,0,10,0,8,4031300297100,10182495,,4031300297490,20,0,0,42,0.013730000000000001,,,,,,02.11.2023,False,False
3202609065,000070,82.0,25,1,0,0,10,4031300295816,10186694,,4031300295953,25,1,0,42,0.029541,,,,,,02.11.2023,False,False
3202609065,000080,108.0,8,0,8,0,12,4031300296790,10187056,,4031300297186,16,0,0,48,0.013416,,,,,,02.11.2023,False,False
3202609065,000090,108.0,8,0,8,0,12,4031300296790,10186704,,4031300297186,16,0,0,48,0.013416,,,,,,02.11.2023,False,False
3202609065,000100,80.0,20,1,0,0,8,4031300298008,10179954,,4031300298480,20,1,0,42,0.030125,,,,,,02.11.2023,False,False
3202609065,000110,80.0,40,2,0,0,8,4031300297971,10179953,,4031300298459,20,2,0,42,0.06025,,,,,,02.11.2023,False,False
3202609065,000120,58.5,150,6,0,0,3,4031300297834,10189149,,4031300298312,25,6,0,49,0.18075,,,,,,02.11.2023,False,False
3202609065,000130,99.0,13,0,13,0,6,4031300297803,10187567,,4031300298282,20,0,0,42,0.020527,,,,,,02.11.2023,False,False
3202609065,000140,99.0,67,3,7,0,6,4031300297803,10189159,,4031300298282,20,3,0,42,0.1075,,,,,,02.11.2023,False,False
3202609065,000150,80.0,100,5,0,0,8,4031300301869,10187672,,4031300301883,20,5,0,42,0.150625,,,,,,02.11.2023,False,False
3202609065,000160,58.5,200,8,0,0,3,4031300297681,10189148,,4031300298169,25,8,0,49,0.25719200000000003,,,,,,02.11.2023,False,False
3202609065,000170,99.0,40,2,0,0,6,4031300297650,10187573,,4031300298138,20,2,0,42,0.067704,,,,,,02.11.2023,False,False
3202609066,000010,7.5,200,20,0,0,5,4031300063279,50063261,,4031300063316,10,0,1,20,1.91,,,,,,02.11.2023,False,False
3202609066,000020,7.5,200,20,0,0,5,4031300063286,50063231,,4031300063323,10,0,1,20,1.91,,,,,,02.11.2023,False,False
3202609066,000030,7.5,200,20,0,0,5,4031300094723,50063290,,4031300094747,10,0,1,20,1.91,,,,,,02.11.2023,False,False
3202609067,000010,80.0,140,7,0,0,8,4031300301876,10187692,,4031300301890,20,7,0,42,0.210875,,,,,,02.11.2023,False,False
3202609067,000020,107.0,25,1,0,0,10,4031300294970,10177123,,4031300295397,25,1,0,24,0.0392,,,,,,02.11.2023,False,False
3202609067,000030,85.0,175,7,0,0,10,4031300295052,10177134,,4031300295472,25,7,0,42,0.206787,,,,,,02.11.2023,False,False
3202609067,000040,85.0,25,1,0,0,10,4031300295175,10177108,,4031300295595,25,1,0,36,0.0354,,,,,,02.11.2023,False,False
3202609067,000050,82.0,100,4,0,0,10,4031300295113,10177149,,4031300295533,25,4,0,42,0.118164,,,,,,02.11.2023,False,False
3202609067,000060,82.0,25,1,0,0,10,4031300295830,10177128,,4031300295977,25,1,0,42,0.029541,,,,,,02.11.2023,False,False
3202609067,000070,80.0,140,7,0,0,8,4031300296950,10186805,,4031300297346,20,7,0,42,0.210875,,,,,,02.11.2023,False,False
3202609067,000080,105.0,40,2,0,0,6,4031300296974,10187566,,4031300297360,20,2,0,42,0.067704,,,,,,02.11.2023,False,False
3202609067,000090,108.0,32,2,0,0,12,4031300296936,10187046,,4031300297322,16,2,0,48,0.057061999999999995,,,,,,02.11.2023,False,False
3202609067,000100,80.0,140,7,0,0,8,4031300297087,10179850,,4031300297476,20,7,0,42,0.210875,,,,,,02.11.2023,False,False
3202609067,000110,108.0,32,2,0,0,12,4031300297063,10179902,,4031300297452,16,2,0,48,0.057061999999999995,,,,,,02.11.2023,False,False
3202609067,000120,80.0,840,42,0,0,8,4031300297049,10179892,,4031300297438,20,0,1,42,1.711,,,,,,02.11.2023,False,False
3202609067,000130,82.0,175,7,0,0,10,4031300295854,10177129,,4031300295991,25,7,0,42,0.206787,,,,,,02.11.2023,False,False
3202609067,000140,108.0,32,2,0,0,12,4031300297025,10179889,,4031300297414,16,2,0,48,0.057061999999999995,,,,,,02.11.2023,False,False
3202609067,000150,60.0,175,7,0,0,3,4031300296929,10186803,,4031300297315,25,7,0,49,0.17761100000000002,,,,,,02.11.2023,False,False
3202609067,000160,82.0,175,7,0,0,10,4031300295816,10186694,,4031300295953,25,7,0,42,0.206787,,,,,,02.11.2023,False,False
3202609067,000170,108.0,128,8,0,0,12,4031300296790,10186704,,4031300297186,16,8,0,48,0.22480000000000003,,,,,,02.11.2023,False,False
3202609067,000180,105.0,120,6,0,0,6,4031300296875,10187572,,4031300297261,20,6,0,42,0.20311199999999996,,,,,,02.11.2023,False,False
3202609067,000190,104.0,20,1,0,0,8,4031300296851,10186786,,4031300297247,20,1,0,42,0.032149000000000004,,,,,,02.11.2023,False,False
3202609067,000200,108.0,32,2,0,0,12,4031300297940,10187107,,4031300298428,16,2,0,48,0.057061999999999995,,,,,,02.11.2023,False,False
3202609067,000210,78.0,25,1,0,0,10,4031300296219,10187148,,4031300296394,25,1,0,42,0.029541,,,,,,02.11.2023,False,False
3202609067,000220,96.0,80,4,0,0,8,4031300297902,10187140,,4031300298381,20,4,0,42,0.12859600000000002,,,,,,02.11.2023,False,False
3202609067,000230,78.0,25,1,0,0,10,4031300296233,10179952,,4031300296417,25,1,0,42,0.029541,,,,,,02.11.2023,False,False
3202609067,000240,78.0,25,1,0,0,10,4031300296134,10186598,,4031300296318,25,1,0,42,0.029541,,,,,,02.11.2023,False,False
3202609067,000250,58.5,350,14,0,0,3,4031300297834,10189149,,4031300298312,25,14,0,49,0.42175,,,,,,02.11.2023,False,False
3202609067,000260,99.0,20,1,0,0,6,4031300297803,10189159,,4031300298282,20,1,0,42,0.032149000000000004,,,,,,02.11.2023,False,False
3202609067,000270,78.0,25,1,0,0,10,4031300296097,10186592,,4031300296271,25,1,0,42,0.029541,,,,,,02.11.2023,False,False
3202609067,000280,108.0,128,8,0,0,12,4031300297575,10186224,,4031300298053,16,8,0,48,0.283176,,,,,,02.11.2023,False,False
3202609067,000290,58.5,1225,49,0,0,3,4031300297681,10189148,,4031300298169,25,0,1,49,1.878,,,,,,02.11.2023,False,False
3202609067,000300,99.0,120,6,0,0,6,4031300297650,10187573,,4031300298138,20,6,0,42,0.20311199999999996,,,,,,02.11.2023,False,False
3202609067,000310,96.0,20,1,0,0,8,4031300297636,10186587,,4031300298114,20,1,0,42,0.032149000000000004,,,,,,02.11.2023,False,False
3202609067,000320,78.0,25,1,0,0,10,4031300295199,10178580,,4031300295618,25,1,0,42,0.029541,,,,,,02.11.2023,False,False
3202609067,000330,85.0,50,2,0,0,10,4031300295212,10178570,,4031300295632,25,2,0,42,0.059082,,,,,,02.11.2023,False,False
3202609067,000340,82.0,400,16,0,0,10,4031300295298,10178602,,4031300295717,25,16,0,56,0.421696,,,,,,02.11.2023,False,False
3202609067,000350,82.0,50,2,0,0,10,4031300295311,10178603,,4031300295731,25,2,0,56,0.055062,,,,,,02.11.2023,False,False
3202609067,000360,82.0,200,8,0,0,10,4031300295335,10178619,,4031300295755,25,8,0,56,0.220248,,,,,,02.11.2023,False,False
3202609068,000010,59.95,160,40,0,0,1,4031300299845,10186065,,4031300299876,4,0,1,40,1.757,,,,,,02.11.2023,False,False
3202609068,000020,29.95,504,84,0,0,1,4031300283400,10186059,,4031300283516,6,0,2,42,3.848,,,,,,02.11.2023,False,False
3202609069,000010,58.0,50,1,0,0,10,4031300294796,10178108,,4031300294802,50,1,0,21,0.0439,,,,,,02.11.2023,False,False
3202609069,000020,58.0,50,1,0,0,10,4031300294857,10178123,,4031300294864,50,1,0,21,0.0439,,,,,,02.11.2023,False,False
3202609069,000030,58.0,50,1,0,0,10,4031300298732,10178087,,4031300298855,50,1,0,21,0.0451369,,,,,,02.11.2023,False,False
3202609069,000040,58.0,50,1,0,0,10,4031300294819,10177872,,4031300294826,50,1,0,21,0.0439,,,,,,02.11.2023,False,False
3202609069,000050,58.0,50,1,0,0,10,4031300298756,10178388,,4031300298879,50,1,0,21,0.0451369,,,,,,02.11.2023,False,False
3202609070,000010,29.0,250,10,0,0,10,4031300279953,10170734,,4031300279991,25,10,0,36,0.3946578,,,,,,02.11.2023,False,False
3202609070,000020,29.0,375,15,0,0,10,4031300279939,10170724,,4031300279977,25,15,0,36,0.5919867,,,,,,02.11.2023,False,False
3202609070,000030,33.0,210,7,0,0,6,4031300285329,10179241,,4031300285909,30,7,0,23,0.3270624,,,,,,02.11.2023,False,False
3202609070,000040,58.0,100,2,0,0,10,4031300294819,10177872,,4031300294826,50,2,0,21,0.0878,,,,,,02.11.2023,False,False
3202609070,000050,58.0,50,1,0,0,10,4031300294857,10178123,,4031300294864,50,1,0,21,0.0439,,,,,,02.11.2023,False,False
3202609070,000060,58.0,50,1,0,0,10,4031300298732,10178087,,4031300298855,50,1,0,21,0.0451369,,,,,,02.11.2023,False,False
3202609070,000070,59.95,160,40,0,0,1,4031300299845,10186065,,4031300299876,4,0,1,40,1.757,,,,,,02.11.2023,False,False
3202609070,000080,64.75,36,6,0,0,5,4031300300237,10186248,,4031300300244,6,6,0,35,0.19860000000000003,,,,,,02.11.2023,False,False
3202609070,000090,64.75,42,7,0,0,5,4031300300268,10186263,,4031300300275,6,7,0,35,0.23170000000000002,,,,,,02.11.2023,False,False
3202609070,000100,64.75,6,1,0,0,5,4031300300206,10186247,,4031300300213,6,1,0,35,0.033100000000000004,,,,,,02.11.2023,False,False
3202609070,000110,39.8,42,7,0,0,4,4031300300350,10188952,,4031300300411,6,7,0,35,0.25270000000000004,,,,,,02.11.2023,False,False
3202609070,000120,79.8,42,7,0,0,4,4031300282786,10186200,,4031300283066,6,7,0,35,0.23170000000000002,,,,,,02.11.2023,False,False
3202609070,000130,79.8,42,7,0,0,4,4031300300473,10186199,,4031300300480,6,7,0,35,0.23170000000000002,,,,,,02.11.2023,False,False
