DeliveryDepot,PlannedDate,UnloadingListIdentifier,Picks Gesamt,Gepackte Paletten
KNLEJ,2023-04-27 00:00:00+00:00,3,825.0,75.0
KNLEJ,2023-04-28 00:00:00+00:00,4,1052.0,79.0
KNLEJ,2023-05-02 00:00:00+00:00,3,1605.0,86.0
KNLEJ,2023-05-03 00:00:00+00:00,3,1214.0,89.0
KNLEJ,2023-05-04 00:00:00+00:00,3,674.0,73.0
KNLEJ,2023-05-05 00:00:00+00:00,3,1288.0,66.0
KNLEJ,2023-05-08 00:00:00+00:00,5,1586.0,135.0
KNLEJ,2023-05-09 00:00:00+00:00,4,1276.0,73.0
KNLEJ,2023-05-10 00:00:00+00:00,4,1455.0,107.0
KNLEJ,2023-05-11 00:00:00+00:00,2,684.0,52.0
KNLEJ,2023-05-12 00:00:00+00:00,5,1503.0,96.0
KNLEJ,2023-05-15 00:00:00+00:00,4,1435.0,110.0
KNLEJ,2023-05-16 00:00:00+00:00,4,1767.0,101.0
KNLEJ,2023-05-17 00:00:00+00:00,5,973.0,85.0
KNLEJ,2023-05-19 00:00:00+00:00,3,1503.0,80.0
KNLEJ,2023-05-22 00:00:00+00:00,3,1372.0,100.0
KNLEJ,2023-05-23 00:00:00+00:00,5,1916.0,104.0
KNLEJ,2023-05-24 00:00:00+00:00,3,1501.0,94.0
KNLEJ,2023-05-25 00:00:00+00:00,3,1177.0,69.0
KNLEJ,2023-05-26 00:00:00+00:00,4,1762.0,103.0
KNLEJ,2023-05-30 00:00:00+00:00,4,1626.0,78.0
KNLEJ,2023-05-31 00:00:00+00:00,4,1265.0,96.0
KNLEJ,2023-06-01 00:00:00+00:00,3,841.0,63.0
KNLEJ,2023-06-02 00:00:00+00:00,3,1333.0,78.0
KNLEJ,2023-06-05 00:00:00+00:00,3,1051.0,81.0
KNLEJ,2023-06-06 00:00:00+00:00,7,2466.0,175.0
KNLEJ,2023-06-07 00:00:00+00:00,5,791.0,55.0
KNLEJ,2023-06-09 00:00:00+00:00,4,1474.0,91.0
KNLEJ,2023-06-12 00:00:00+00:00,3,1060.0,75.0
KNLEJ,2023-06-13 00:00:00+00:00,3,1811.0,91.0
KNLEJ,2023-06-14 00:00:00+00:00,4,1495.0,100.0
KNLEJ,2023-06-15 00:00:00+00:00,2,407.0,54.0
KNLEJ,2023-06-16 00:00:00+00:00,4,1768.0,105.0
KNLEJ,2023-06-19 00:00:00+00:00,5,1551.0,131.0
KNLEJ,2023-06-20 00:00:00+00:00,5,1746.0,115.0
KNLEJ,2023-06-21 00:00:00+00:00,3,855.0,90.0
KNLEJ,2023-06-22 00:00:00+00:00,4,1514.0,121.0
KNLEJ,2023-06-26 00:00:00+00:00,4,1735.0,124.0
KNLEJ,2023-06-27 00:00:00+00:00,4,1746.0,76.0
KNLEJ,2023-06-28 00:00:00+00:00,4,1365.0,103.0
KNLEJ,2023-06-29 00:00:00+00:00,2,502.0,45.0
KNLEJ,2023-06-30 00:00:00+00:00,3,1739.0,79.0
KNLEJ,2023-07-03 00:00:00+00:00,4,1363.0,109.0
KNLEJ,2023-07-04 00:00:00+00:00,3,1559.0,76.0
KNLEJ,2023-07-05 00:00:00+00:00,3,1148.0,86.0
KNLEJ,2023-07-06 00:00:00+00:00,2,592.0,56.0
KNLEJ,2023-07-07 00:00:00+00:00,4,1262.0,90.0
KNLEJ,2023-07-10 00:00:00+00:00,3,1160.0,84.0
KNLEJ,2023-07-11 00:00:00+00:00,3,1863.0,83.0
KNLEJ,2023-07-12 00:00:00+00:00,4,1059.0,93.0
KNLEJ,2023-07-13 00:00:00+00:00,3,458.0,50.0
KNLEJ,2023-07-14 00:00:00+00:00,2,1248.0,68.0
KNLEJ,2023-07-17 00:00:00+00:00,4,1416.0,133.0
KNLEJ,2023-07-18 00:00:00+00:00,4,1390.0,91.0
KNLEJ,2023-07-19 00:00:00+00:00,4,1177.0,87.0
KNLEJ,2023-07-20 00:00:00+00:00,3,621.0,62.0
KNLEJ,2023-07-21 00:00:00+00:00,3,1561.0,75.0
KNLEJ,2023-07-24 00:00:00+00:00,4,1607.0,114.0
KNLEJ,2023-07-25 00:00:00+00:00,4,1202.0,76.0
KNLEJ,2023-07-26 00:00:00+00:00,4,995.0,111.0
KNLEJ,2023-07-27 00:00:00+00:00,2,502.0,53.0
KNLEJ,2023-07-28 00:00:00+00:00,3,1367.0,69.0
KNLEJ,2023-07-31 00:00:00+00:00,5,1048.0,107.0
KNLEJ,2023-08-01 00:00:00+00:00,3,1169.0,67.0
KNLEJ,2023-08-02 00:00:00+00:00,4,1076.0,84.0
KNLEJ,2023-08-03 00:00:00+00:00,2,424.0,46.0
KNLEJ,2023-08-04 00:00:00+00:00,3,1422.0,81.0
KNLEJ,2023-08-07 00:00:00+00:00,4,1487.0,119.0
KNLEJ,2023-08-08 00:00:00+00:00,3,1458.0,72.0
KNLEJ,2023-08-09 00:00:00+00:00,4,1286.0,112.0
KNLEJ,2023-08-10 00:00:00+00:00,2,643.0,47.0
KNLEJ,2023-08-11 00:00:00+00:00,3,977.0,62.0
KNLEJ,2023-08-14 00:00:00+00:00,3,1427.0,92.0
KNLEJ,2023-08-15 00:00:00+00:00,3,1420.0,74.0
KNLEJ,2023-08-16 00:00:00+00:00,3,1095.0,85.0
KNLEJ,2023-08-17 00:00:00+00:00,2,488.0,50.0
KNLEJ,2023-08-18 00:00:00+00:00,3,1216.0,71.0
KNLEJ,2023-08-21 00:00:00+00:00,3,1089.0,89.0
KNLEJ,2023-08-22 00:00:00+00:00,3,1510.0,80.0
KNLEJ,2023-08-23 00:00:00+00:00,3,1010.0,83.0
KNLEJ,2023-08-24 00:00:00+00:00,2,434.0,47.0
KNLEJ,2023-08-25 00:00:00+00:00,3,1054.0,91.0
KNLEJ,2023-08-28 00:00:00+00:00,4,1363.0,108.0
KNLEJ,2023-08-29 00:00:00+00:00,4,1230.0,72.0
KNLEJ,2023-08-30 00:00:00+00:00,4,1034.0,70.0
KNLEJ,2023-08-31 00:00:00+00:00,3,340.0,42.0
KNLEJ,2023-09-01 00:00:00+00:00,4,1472.0,78.0
KNLEJ,2023-09-04 00:00:00+00:00,5,1702.0,100.0
KNLEJ,2023-09-05 00:00:00+00:00,4,1364.0,77.0
KNLEJ,2023-09-06 00:00:00+00:00,4,997.0,97.0
KNLEJ,2023-09-07 00:00:00+00:00,2,583.0,49.0
KNLEJ,2023-09-08 00:00:00+00:00,3,1135.0,82.0
KNLEJ,2023-09-11 00:00:00+00:00,4,1351.0,100.0
KNLEJ,2023-09-12 00:00:00+00:00,3,1419.0,82.0
KNLEJ,2023-09-13 00:00:00+00:00,6,1577.0,145.0
KNLEJ,2023-09-14 00:00:00+00:00,2,538.0,48.0
KNLEJ,2023-09-15 00:00:00+00:00,4,1269.0,105.0
KNLEJ,2023-09-18 00:00:00+00:00,4,1246.0,96.0
KNLEJ,2023-09-19 00:00:00+00:00,2,889.0,65.0
KNLEJ,2023-09-20 00:00:00+00:00,4,1281.0,99.0
KNLEJ,2023-09-21 00:00:00+00:00,4,550.0,56.0
KNLEJ,2023-09-22 00:00:00+00:00,3,1038.0,90.0
KNLEJ,2023-09-25 00:00:00+00:00,5,1940.0,114.0
KNLEJ,2023-09-26 00:00:00+00:00,6,1855.0,129.0
KNLEJ,2023-09-27 00:00:00+00:00,4,2171.0,104.0
KNLEJ,2023-09-28 00:00:00+00:00,3,703.0,47.0
KNLEJ,2023-09-29 00:00:00+00:00,5,1985.0,131.0
KNLEJ,2023-10-02 00:00:00+00:00,5,1615.0,93.0
KNLEJ,2023-10-04 00:00:00+00:00,4,1126.0,110.0
KNLEJ,2023-10-05 00:00:00+00:00,2,694.0,61.0
KNLEJ,2023-10-06 00:00:00+00:00,4,1282.0,69.0
KNLEJ,2023-10-09 00:00:00+00:00,3,1083.0,58.0
KNLEJ,2023-10-10 00:00:00+00:00,3,1479.0,68.0
KNLEJ,2023-10-11 00:00:00+00:00,5,1130.0,88.0
KNLEJ,2023-10-12 00:00:00+00:00,2,341.0,38.0
KNLEJ,2023-10-13 00:00:00+00:00,4,903.0,67.0
KNLEJ,2023-10-16 00:00:00+00:00,4,964.0,95.0
KNLEJ,2023-10-17 00:00:00+00:00,3,1239.0,66.0
KNLEJ,2023-10-18 00:00:00+00:00,4,1044.0,89.0
KNLEJ,2023-10-19 00:00:00+00:00,2,646.0,40.0
KNLEJ,2023-10-20 00:00:00+00:00,3,1078.0,75.0
KNLEJ,2023-10-23 00:00:00+00:00,5,1236.0,90.0
KNLEJ,2023-10-24 00:00:00+00:00,4,1246.0,89.0
KNLEJ,2023-10-25 00:00:00+00:00,5,1024.0,77.0
KNLEJ,2023-10-26 00:00:00+00:00,3,598.0,62.0
KNLEJ,2023-10-27 00:00:00+00:00,5,1500.0,110.0
KNLEJ,2023-10-30 00:00:00+00:00,4,1017.0,62.0
KNLEJ,2023-10-31 00:00:00+00:00,3,725.0,56.0
KNLEJ,2023-11-02 00:00:00+00:00,3,566.0,55.0
KNLEJ,2023-11-03 00:00:00+00:00,4,1143.0,60.0
KNLEJ,2023-11-06 00:00:00+00:00,3,764.0,60.0
KNLEJ,2023-11-07 00:00:00+00:00,3,1065.0,71.0
KNLEJ,2023-11-08 00:00:00+00:00,5,1323.0,121.0
KNLEJ,2023-11-09 00:00:00+00:00,2,334.0,28.0
KNLEJ,2023-11-10 00:00:00+00:00,3,1095.0,73.0
KNLEJ,2023-11-13 00:00:00+00:00,3,1277.0,75.0
KNLEJ,2023-11-14 00:00:00+00:00,3,937.0,68.0
KNLEJ,2023-11-15 00:00:00+00:00,3,999.0,60.0
KNLEJ,2023-11-16 00:00:00+00:00,2,432.0,44.0
KNLEJ,2023-11-17 00:00:00+00:00,3,1274.0,72.0
KNLEJ,2023-11-20 00:00:00+00:00,5,1638.0,112.0
KNLEJ,2023-11-21 00:00:00+00:00,1,2.0,0.0
KNLEJ,2023-11-22 00:00:00+00:00,4,1000.0,81.0
KNLEJ,2023-11-23 00:00:00+00:00,3,547.0,76.0
KNLEJ,2023-11-24 00:00:00+00:00,3,878.0,68.0
KNLEJ,2023-11-27 00:00:00+00:00,4,1041.0,75.0
KNLEJ,2023-11-28 00:00:00+00:00,3,1572.0,64.0
KNLEJ,2023-11-29 00:00:00+00:00,4,900.0,84.0
KNLEJ,2023-11-30 00:00:00+00:00,3,1973.0,42.0
KNLEJ,2023-12-01 00:00:00+00:00,3,1456.0,61.0
KNLEJ,2023-12-04 00:00:00+00:00,4,1166.0,107.0
KNLEJ,2023-12-05 00:00:00+00:00,3,1074.0,59.0
KNLEJ,2023-12-06 00:00:00+00:00,3,1113.0,70.0
KNLEJ,2023-12-07 00:00:00+00:00,2,451.0,43.0
KNLEJ,2023-12-08 00:00:00+00:00,3,901.0,71.0
KNLEJ,2023-12-11 00:00:00+00:00,4,1572.0,106.0
KNLEJ,2023-12-12 00:00:00+00:00,3,1341.0,65.0
KNLEJ,2023-12-13 00:00:00+00:00,4,1063.0,116.0
KNLEJ,2023-12-14 00:00:00+00:00,3,702.0,72.0
KNLEJ,2023-12-15 00:00:00+00:00,3,1178.0,86.0
KNLEJ,2023-12-18 00:00:00+00:00,4,1363.0,85.0
KNLEJ,2023-12-19 00:00:00+00:00,4,1858.0,92.0
KNLEJ,2023-12-20 00:00:00+00:00,5,1471.0,122.0
KNLEJ,2023-12-21 00:00:00+00:00,2,676.0,36.0
KNLEJ,2023-12-22 00:00:00+00:00,4,1817.0,81.0
KNLEJ,2023-12-27 00:00:00+00:00,4,1204.0,115.0
KNLEJ,2023-12-28 00:00:00+00:00,2,542.0,50.0
KNLEJ,2023-12-29 00:00:00+00:00,4,1409.0,83.0
KNLEJ,2024-01-02 00:00:00+00:00,3,1262.0,49.0
KNLEJ,2024-01-03 00:00:00+00:00,3,841.0,75.0
KNLEJ,2024-01-04 00:00:00+00:00,1,267.0,21.0
KNLEJ,2024-01-05 00:00:00+00:00,3,630.0,75.0
KNLEJ,2024-01-08 00:00:00+00:00,3,693.0,43.0
KNLEJ,2024-01-09 00:00:00+00:00,3,1255.0,77.0
KNLEJ,2024-01-10 00:00:00+00:00,3,822.0,68.0
KNLEJ,2024-01-11 00:00:00+00:00,1,166.0,23.0
KNLEJ,2024-01-12 00:00:00+00:00,4,951.0,76.0
KNLEJ,2024-01-15 00:00:00+00:00,3,944.0,85.0
KNLEJ,2024-01-16 00:00:00+00:00,2,895.0,53.0
KNLEJ,2024-01-17 00:00:00+00:00,3,882.0,61.0
KNLEJ,2024-01-18 00:00:00+00:00,1,227.0,18.0
KNLEJ,2024-01-19 00:00:00+00:00,2,916.0,44.0
KNLEJ,2024-01-22 00:00:00+00:00,4,991.0,89.0
KNLEJ,2024-01-23 00:00:00+00:00,3,1190.0,60.0
KNLEJ,2024-01-24 00:00:00+00:00,3,789.0,64.0
KNLEJ,2024-01-25 00:00:00+00:00,2,212.0,13.0
KNLEJ,2024-01-26 00:00:00+00:00,3,961.0,62.0
KNLEJ,2024-01-29 00:00:00+00:00,3,1013.0,74.0
KNLEJ,2024-01-30 00:00:00+00:00,3,1188.0,60.0
KNLEJ,2024-01-31 00:00:00+00:00,3,928.0,71.0
KNLEJ,2024-02-01 00:00:00+00:00,2,356.0,22.0
KNLEJ,2024-02-02 00:00:00+00:00,3,1031.0,71.0
KNLEJ,2024-02-05 00:00:00+00:00,4,1282.0,85.0
KNLEJ,2024-02-06 00:00:00+00:00,3,1074.0,55.0
KNLEJ,2024-02-07 00:00:00+00:00,3,816.0,70.0
KNLEJ,2024-02-08 00:00:00+00:00,1,226.0,32.0
KNLEJ,2024-02-09 00:00:00+00:00,3,927.0,74.0
KNLEJ,2024-02-12 00:00:00+00:00,3,1092.0,96.0
KNLEJ,2024-02-13 00:00:00+00:00,3,1094.0,67.0
KNLEJ,2024-02-14 00:00:00+00:00,3,903.0,81.0
KNLEJ,2024-02-15 00:00:00+00:00,2,231.0,41.0
KNLEJ,2024-02-16 00:00:00+00:00,3,1218.0,59.0
KNLEJ,2024-02-19 00:00:00+00:00,4,1388.0,98.0
KNLEJ,2024-02-20 00:00:00+00:00,3,1264.0,50.0
KNLEJ,2024-02-21 00:00:00+00:00,3,774.0,88.0
KNLEJ,2024-02-22 00:00:00+00:00,2,253.0,35.0
KNLEJ,2024-02-23 00:00:00+00:00,2,1289.0,71.0
KNLEJ,2024-02-26 00:00:00+00:00,4,1467.0,107.0
KNLEJ,2024-02-27 00:00:00+00:00,3,1175.0,70.0
KNLEJ,2024-02-28 00:00:00+00:00,3,878.0,65.0
KNLEJ,2024-02-29 00:00:00+00:00,2,391.0,36.0
KNLEJ,2024-03-01 00:00:00+00:00,4,1137.0,106.0
KNLEJ,2024-03-04 00:00:00+00:00,3,1124.0,89.0
KNLEJ,2024-03-05 00:00:00+00:00,3,1152.0,99.0
KNLEJ,2024-03-06 00:00:00+00:00,3,826.0,71.0
KNLEJ,2024-03-07 00:00:00+00:00,2,323.0,53.0
KNLEJ,2024-03-08 00:00:00+00:00,3,945.0,60.0
KNLEJ,2024-03-11 00:00:00+00:00,4,1191.0,99.0
KNLEJ,2024-03-12 00:00:00+00:00,3,1396.0,66.0
KNLEJ,2024-03-13 00:00:00+00:00,3,695.0,80.0
KNLEJ,2024-03-14 00:00:00+00:00,2,336.0,32.0
KNLEJ,2024-03-15 00:00:00+00:00,3,1243.0,71.0
KNLEJ,2024-03-18 00:00:00+00:00,1,889.0,60.0
KNBFE,2022-05-19 00:00:00+00:00,1,55.0,2.0
KNBFE,2024-02-02 00:00:00+00:00,1,1.0,0.0
KNBFE,2024-02-05 00:00:00+00:00,1,116.0,9.0
KNBFE,2024-02-06 00:00:00+00:00,1,485.0,23.0
KNBFE,2024-02-07 00:00:00+00:00,1,851.0,29.0
KNBFE,2024-02-08 00:00:00+00:00,1,228.0,11.0
KNBFE,2024-02-09 00:00:00+00:00,2,642.0,51.0
KNBFE,2024-02-12 00:00:00+00:00,2,546.0,17.0
KNBFE,2024-02-13 00:00:00+00:00,1,568.0,30.0
KNBFE,2024-02-14 00:00:00+00:00,1,733.0,38.0
KNBFE,2024-02-15 00:00:00+00:00,1,218.0,12.0
KNBFE,2024-02-16 00:00:00+00:00,2,536.0,38.0
KNBFE,2024-02-19 00:00:00+00:00,1,373.0,17.0
KNBFE,2024-02-20 00:00:00+00:00,1,526.0,23.0
KNBFE,2024-02-21 00:00:00+00:00,1,542.0,26.0
KNBFE,2024-02-22 00:00:00+00:00,1,239.0,11.0
KNBFE,2024-02-23 00:00:00+00:00,2,634.0,45.0
KNBFE,2024-02-26 00:00:00+00:00,2,274.0,11.0
KNBFE,2024-02-27 00:00:00+00:00,1,502.0,9.0
KNBFE,2024-02-28 00:00:00+00:00,1,639.0,26.0
KNBFE,2024-02-29 00:00:00+00:00,1,164.0,9.0
KNBFE,2024-03-01 00:00:00+00:00,2,807.0,63.0
KNBFE,2024-03-04 00:00:00+00:00,1,465.0,28.0
KNBFE,2024-03-05 00:00:00+00:00,1,915.0,25.0
KNBFE,2024-03-06 00:00:00+00:00,2,607.0,49.0
KNBFE,2024-03-07 00:00:00+00:00,1,210.0,12.0
KNBFE,2024-03-08 00:00:00+00:00,2,589.0,42.0
KNBFE,2024-03-11 00:00:00+00:00,1,338.0,15.0
KNBFE,2024-03-12 00:00:00+00:00,1,533.0,18.0
KNBFE,2024-03-13 00:00:00+00:00,2,639.0,37.0
KNBFE,2024-03-14 00:00:00+00:00,1,282.0,15.0
KNBFE,2024-03-15 00:00:00+00:00,2,725.0,46.0
KNBFE,2024-03-18 00:00:00+00:00,1,403.0,2.0
KNHAJ,2023-11-02 00:00:00+00:00,1,1.0,0.0
KNHAJ,2024-02-09 00:00:00+00:00,1,5.0,5.0
KNHAJ,2024-02-12 00:00:00+00:00,1,27.0,2.0
KNHAJ,2024-02-13 00:00:00+00:00,1,245.0,15.0
KNHAJ,2024-02-14 00:00:00+00:00,1,477.0,33.0
KNHAJ,2024-02-15 00:00:00+00:00,1,741.0,40.0
KNHAJ,2024-02-16 00:00:00+00:00,2,1165.0,44.0
KNHAJ,2024-02-19 00:00:00+00:00,2,1020.0,47.0
KNHAJ,2024-02-20 00:00:00+00:00,2,489.0,40.0
KNHAJ,2024-02-21 00:00:00+00:00,2,538.0,38.0
KNHAJ,2024-02-22 00:00:00+00:00,2,630.0,33.0
KNHAJ,2024-02-23 00:00:00+00:00,2,985.0,52.0
KNHAJ,2024-02-26 00:00:00+00:00,2,710.0,48.0
KNHAJ,2024-02-27 00:00:00+00:00,2,941.0,43.0
KNHAJ,2024-02-28 00:00:00+00:00,2,857.0,57.0
KNHAJ,2024-02-29 00:00:00+00:00,1,312.0,30.0
KNHAJ,2024-03-01 00:00:00+00:00,2,995.0,57.0
KNHAJ,2024-03-04 00:00:00+00:00,3,1406.0,64.0
KNHAJ,2024-03-05 00:00:00+00:00,2,798.0,58.0
KNHAJ,2024-03-06 00:00:00+00:00,1,594.0,53.0
KNHAJ,2024-03-07 00:00:00+00:00,2,595.0,47.0
KNHAJ,2024-03-08 00:00:00+00:00,3,867.0,60.0
KNHAJ,2024-03-11 00:00:00+00:00,2,796.0,51.0
KNHAJ,2024-03-12 00:00:00+00:00,2,1016.0,40.0
KNHAJ,2024-03-13 00:00:00+00:00,2,811.0,51.0
KNHAJ,2024-03-14 00:00:00+00:00,2,484.0,34.0
KNHAJ,2024-03-15 00:00:00+00:00,2,608.0,37.0
KNHAJ,2024-03-18 00:00:00+00:00,1,431.0,11.0
